ModelID,ProfileID,ProfileType
ACH-000495,PR-FlRMNN,dna
ACH-000105,PR-YpkXCH,rna
ACH-000105,PR-mCDWfb,dna
ACH-001670,PR-9n6z5S,rna
ACH-001670,PR-i4s165,dna
ACH-001690,PR-HYhXuq,rna
ACH-001690,PR-lwhrTx,dna
ACH-001360,PR-dTuT9d,rna
ACH-001360,PR-97JLE2,dna
ACH-000551,PR-jYCMWD,rna
ACH-000551,PR-Mgs8Jd,dna
ACH-000629,PR-CPuQvQ,rna
ACH-000100,PR-Ozuehi,rna
ACH-000100,PR-NO2bZx,dna
ACH-000507,PR-DUT2Po,rna
ACH-000507,PR-MaDpLA,dna
ACH-001603,PR-rjNqqo,rna
ACH-001603,PR-VHuCQ4,dna
ACH-001552,PR-MjN6BG,rna
ACH-001552,PR-zqnXiv,dna
ACH-001279,PR-KVjmae,rna
ACH-001279,PR-yQROox,dna
ACH-000276,PR-8XenIc,rna
ACH-000276,PR-i13Tf1,dna
ACH-000614,PR-CvQdJR,rna
ACH-000614,PR-YWxy3X,dna
ACH-000179,PR-rRpKv7,rna
ACH-000179,PR-w9vaqz,dna
ACH-000812,PR-EoXuyb,rna
ACH-000812,PR-Lnw363,dna
ACH-000915,PR-7y8D5u,rna
ACH-000915,PR-WiM2X2,dna
ACH-002201,PR-loIhBM,dna
ACH-000330,PR-9q1RYn,rna
ACH-000330,PR-ufFe7L,dna
ACH-001529,PR-zap7EQ,rna
ACH-001529,PR-WXjyA3,dna
ACH-002738,PR-SUGz3i,rna
ACH-002738,PR-FY2edD,dna
ACH-001961,PR-cytVYD,rna
ACH-001961,PR-TsvGBq,dna
ACH-000643,PR-3Sx2P1,rna
ACH-000643,PR-CHJbfm,dna
ACH-001099,PR-0M0gNH,rna
ACH-001099,PR-ux8lgh,dna
ACH-000246,PR-qFXmtn,dna
ACH-000635,PR-5nV5Qo,rna
ACH-000635,PR-SngPym,dna
ACH-000610,PR-Wy4KP0,rna
ACH-000610,PR-ECBoGq,dna
ACH-000866,PR-0IljO4,rna
ACH-000866,PR-AfEcRz,dna
ACH-000685,PR-jE4SjM,rna
ACH-000685,PR-KnZ4MA,dna
ACH-000571,PR-uezrlM,rna
ACH-000571,PR-pA4ud2,dna
ACH-000058,PR-fwoIsB,rna
ACH-000058,PR-xEjg3t,dna
ACH-000920,PR-x48Tva,rna
ACH-000920,PR-rhk7fT,dna
ACH-002112,PR-9LhdJw,dna
ACH-000134,PR-Bz96Wh,rna
ACH-000134,PR-YWsnzi,dna
ACH-001577,PR-gErAlu,rna
ACH-001577,PR-UrJrtk,dna
ACH-000532,PR-t6ctGM,rna
ACH-000532,PR-zL9R8E,dna
ACH-002211,PR-tp1aPG,dna
ACH-000117,PR-Twe0Mn,rna
ACH-000117,PR-RG9TgA,dna
ACH-000064,PR-BSHttf,rna
ACH-001132,PR-LY8bSH,rna
ACH-001132,PR-Oi0m4s,dna
ACH-000825,PR-Cdrgyw,rna
ACH-000825,PR-4epcq5,dna
ACH-000514,PR-uqbh8b,rna
ACH-000514,PR-cU6icv,dna
ACH-002124,PR-U81Lgm,dna
ACH-001207,PR-H4LejU,rna
ACH-000078,PR-IdFNxk,rna
ACH-000078,PR-r0b4cz,dna
ACH-002291,PR-BMVH4k,rna
ACH-002291,PR-G9uFht,dna
ACH-001573,PR-kGvQeG,rna
ACH-001573,PR-GTChuh,dna
ACH-000391,PR-pzXbRW,rna
ACH-000391,PR-BDblKP,dna
ACH-000434,PR-ykalCn,rna
ACH-000434,PR-14sBTC,dna
ACH-001201,PR-4uxFBt,rna
ACH-001201,PR-QS8mc4,dna
ACH-000101,PR-nxbIje,rna
ACH-000101,PR-ermWZJ,dna
ACH-002121,PR-0XQ6oe,dna
ACH-002310,PR-eHZJvZ,dna
ACH-001270,PR-e6p2tj,rna
ACH-001270,PR-p4KnHJ,dna
ACH-000954,PR-X5zNr4,rna
ACH-000954,PR-yDgpga,dna
ACH-001184,PR-6MN8xw,rna
ACH-001184,PR-RsZ9zP,dna
ACH-000958,PR-N9fwlM,rna
ACH-000958,PR-WqTF07,dna
ACH-002045,PR-Dd85Wi,rna
ACH-002045,PR-obsFce,dna
ACH-002800,PR-GCzFCg,rna
ACH-002800,PR-Gjnn57,dna
ACH-000125,PR-jsclGh,rna
ACH-000125,PR-WZHiO9,dna
ACH-000805,PR-391OtC,rna
ACH-000805,PR-STYA1S,dna
ACH-000496,PR-egPx75,rna
ACH-000496,PR-1TN3aP,dna
ACH-001521,PR-k7cPvp,rna
ACH-001521,PR-dU5OV4,dna
ACH-000388,PR-RI2MGL,rna
ACH-000388,PR-mDPnd1,dna
ACH-000847,PR-KAmnin,rna
ACH-000847,PR-Fad1YD,dna
ACH-000508,PR-7aOBrs,rna
ACH-000508,PR-1ah9FQ,dna
ACH-002132,PR-WbTN8k,dna
ACH-000891,PR-xD8RBp,rna
ACH-000891,PR-D8dZbb,dna
ACH-000626,PR-ifQJgK,rna
ACH-000626,PR-8QwR97,dna
ACH-000724,PR-LNDOWN,rna
ACH-000724,PR-XnS0fU,dna
ACH-000073,PR-MGmKJ3,rna
ACH-000073,PR-BtGoCz,dna
ACH-000384,PR-Z78nJR,rna
ACH-000384,PR-y8SruX,dna
ACH-002162,PR-Yiw9el,dna
ACH-000056,PR-YeRqVZ,rna
ACH-000056,PR-SqG7aO,dna
ACH-002136,PR-usLYqC,dna
ACH-002284,PR-qw2Sxc,dna
ACH-001289,PR-I2AzwG,rna
ACH-001289,PR-04VvBz,dna
ACH-000810,PR-aIfhoc,rna
ACH-000810,PR-TnhbP6,dna
ACH-001145,PR-T4ZW3M,rna
ACH-001145,PR-ntPyxk,dna
ACH-001544,PR-cqVlaE,dna
ACH-000663,PR-fwEAWS,rna
ACH-000663,PR-IXUH2G,dna
ACH-002466,PR-csI8AJ,rna
ACH-002466,PR-ftXSpi,dna
ACH-001401,PR-r7RidK,rna
ACH-001401,PR-E6Fs6d,dna
ACH-001414,PR-924Yuh,rna
ACH-001414,PR-SWVq60,dna
ACH-001687,PR-doL5Ei,rna
ACH-001687,PR-7AvMJR,dna
ACH-002150,PR-Z48fd0,dna
ACH-001194,PR-m6zam8,rna
ACH-001194,PR-NDks9r,dna
ACH-000069,PR-33A9G9,rna
ACH-000069,PR-ypI3pl,dna
ACH-000272,PR-AsiaZV,rna
ACH-000272,PR-x90g4m,dna
ACH-000205,PR-5UaoeC,rna
ACH-000205,PR-SoW4cJ,dna
ACH-002382,PR-Bb62wP,dna
ACH-002650,PR-FZ3AZJ,rna
ACH-002650,PR-xfBhbF,dna
ACH-000358,PR-fqjQgt,rna
ACH-000358,PR-TwNLyX,dna
ACH-000307,PR-88GPEz,rna
ACH-000307,PR-H3qqz7,dna
ACH-000923,PR-RbBKs9,rna
ACH-000647,PR-HK7MLs,rna
ACH-000647,PR-OQ5tU2,dna
ACH-000580,PR-EU2Ewv,rna
ACH-001197,PR-jQda9g,rna
ACH-001197,PR-JaOGpt,dna
ACH-000090,PR-GVYUEQ,rna
ACH-000090,PR-cO6ZzX,dna
ACH-000226,PR-F715oA,rna
ACH-000226,PR-Psink8,dna
ACH-002212,PR-F5xmyp,dna
ACH-002147,PR-Pk6WaT,dna
ACH-000583,PR-HLYtov,rna
ACH-000583,PR-PST5Il,dna
ACH-001403,PR-rWc98I,rna
ACH-001403,PR-yb94mw,dna
ACH-000754,PR-GxTlHW,rna
ACH-000754,PR-xMfdhk,dna
ACH-000070,PR-7yrrgO,rna
ACH-000070,PR-g96FHP,dna
ACH-001148,PR-4oVVpL,rna
ACH-001148,PR-E4gauh,dna
ACH-000594,PR-CHMLzF,rna
ACH-000594,PR-wBrNnr,dna
ACH-000016,PR-Cc8VaL,rna
ACH-000784,PR-WqzRms,rna
ACH-000784,PR-5NFOUr,dna
ACH-000153,PR-g3R9ni,rna
ACH-000153,PR-eUlZL8,dna
ACH-001992,PR-PIFexf,rna
ACH-001992,PR-mYuOXb,dna
ACH-002175,PR-6DGBcP,dna
ACH-002130,PR-pAeJPE,dna
ACH-000273,PR-fs9bME,rna
ACH-000273,PR-uIW9AY,dna
ACH-002164,PR-FuQbdF,dna
ACH-000167,PR-r9EPko,rna
ACH-000167,PR-y1k7Ve,dna
ACH-000028,PR-BOrAAN,rna
ACH-000028,PR-lWcPsZ,dna
ACH-001366,PR-QZbFgK,rna
ACH-001366,PR-kXsmMs,dna
ACH-001024,PR-FzRGD4,dna
ACH-002228,PR-BOuA93,dna
ACH-000407,PR-KeLeDP,rna
ACH-000407,PR-4EPjPy,dna
ACH-000122,PR-gGFptV,rna
ACH-000122,PR-65U3FP,dna
ACH-000416,PR-AexEWR,rna
ACH-000416,PR-zMVPxL,dna
ACH-000484,PR-NL32EM,rna
ACH-000484,PR-vct1gT,dna
ACH-001410,PR-1L6wsI,rna
ACH-001410,PR-ZXBMUP,dna
ACH-000679,PR-1Tiri5,rna
ACH-000679,PR-bDxA3a,dna
ACH-001820,PR-SCCTQj,rna
ACH-001820,PR-ms1Rh6,dna
ACH-000258,PR-TZUg10,rna
ACH-000258,PR-eDbeAr,dna
ACH-001636,PR-auQ5cl,rna
ACH-001636,PR-toCXvU,dna
ACH-001067,PR-A7oGD7,rna
ACH-001067,PR-xXFCjP,dna
ACH-000660,PR-WZiHc2,rna
ACH-000660,PR-Fit7Mw,dna
ACH-000436,PR-z6PAtP,rna
ACH-000436,PR-KsTFT1,dna
ACH-001993,PR-oy2nGQ,rna
ACH-001993,PR-x4UouK,dna
ACH-000793,PR-RvO43J,rna
ACH-000793,PR-7JCpok,dna
ACH-002173,PR-UEOXGP,dna
ACH-001041,PR-w0AUkc,rna
ACH-001041,PR-aPcu78,dna
ACH-000168,PR-5biXpL,rna
ACH-000168,PR-CjKgF5,dna
ACH-000018,PR-Rk7xZL,rna
ACH-000018,PR-Yx8AAk,dna
ACH-001147,PR-tJqfsR,rna
ACH-001147,PR-meswUv,dna
ACH-001306,PR-RUkMGW,rna
ACH-001306,PR-2KTJS4,dna
ACH-000577,PR-0ZqBjs,rna
ACH-000577,PR-uZt2qt,dna
ACH-002104,PR-KAyk1e,dna
ACH-001396,PR-pNnoO8,rna
ACH-001396,PR-vP9GO6,dna
ACH-002743,PR-0o8gg7,rna
ACH-002743,PR-sieR1V,dna
ACH-000264,PR-V7BvgM,rna
ACH-000264,PR-BqenKD,dna
ACH-000506,PR-F4LMAc,rna
ACH-000506,PR-vMnbB3,dna
ACH-001362,PR-eM3bAr,dna
ACH-000918,PR-R9vkx1,rna
ACH-000918,PR-doNNha,dna
ACH-000472,PR-RPWQct,rna
ACH-000472,PR-urUs9X,dna
ACH-000745,PR-Sr1Tz8,rna
ACH-000745,PR-5cxr4t,dna
ACH-000304,PR-tGVeMK,rna
ACH-000304,PR-Ql2CAo,dna
ACH-000053,PR-1ZmtTs,rna
ACH-000053,PR-yqcDUP,dna
ACH-000321,PR-kkVXF8,rna
ACH-000321,PR-0ndQ3C,dna
ACH-001668,PR-q32O16,rna
ACH-001668,PR-gfHHWs,dna
ACH-002339,PR-JQtN4F,dna
ACH-000853,PR-9T4HCt,rna
ACH-000853,PR-Ce7PEk,dna
ACH-000986,PR-NJaJsp,rna
ACH-000986,PR-1Dpd7i,dna
ACH-001377,PR-je4eBZ,rna
ACH-001377,PR-UzDP2h,dna
ACH-000313,PR-FVzPiV,rna
ACH-000313,PR-A8pKra,dna
ACH-000210,PR-5nAkgO,rna
ACH-000210,PR-4a5BUE,dna
ACH-002348,PR-8smNop,dna
ACH-000517,PR-aOml9R,rna
ACH-000517,PR-ENi2ee,dna
ACH-000468,PR-qf7nCW,rna
ACH-000468,PR-FNigiY,dna
ACH-001641,PR-A8aefd,rna
ACH-001641,PR-FSmUok,dna
ACH-002839,PR-mtJPKQ,rna
ACH-002839,PR-CdDy37,dna
ACH-000503,PR-jY5o2l,rna
ACH-000503,PR-f4sBTR,dna
ACH-002368,PR-1P0pL3,dna
ACH-000275,PR-jQHK6a,rna
ACH-000275,PR-w8gCeg,dna
ACH-000120,PR-QalXm5,rna
ACH-000120,PR-8BrHOT,dna
ACH-000836,PR-Bn5WhF,rna
ACH-000836,PR-SI1tk5,dna
ACH-001701,PR-MhrDca,rna
ACH-001701,PR-rf0POO,dna
ACH-000247,PR-eApQ6H,rna
ACH-000247,PR-C7LnAs,dna
ACH-000925,PR-N3Eup2,rna
ACH-000925,PR-4a3lMb,dna
ACH-000755,PR-buMq59,rna
ACH-000755,PR-yyBP8Q,dna
ACH-000026,PR-857s92,rna
ACH-000026,PR-VVVniJ,dna
ACH-000822,PR-1GbOQ3,rna
ACH-000822,PR-33eWct,dna
ACH-002922,PR-uCos1f,rna
ACH-002922,PR-ciP7m4,dna
ACH-001365,PR-eTh7sY,dna
ACH-002001,PR-MVcH2J,rna
ACH-002001,PR-WHvVGL,dna
ACH-002214,PR-i2pVuB,dna
ACH-000901,PR-6fNkuZ,rna
ACH-000901,PR-yY5sTt,dna
ACH-000454,PR-tuVQdk,rna
ACH-000454,PR-OPYJGD,dna
ACH-000938,PR-Kmo37M,rna
ACH-000938,PR-6Ybf3z,dna
ACH-002046,PR-uCnkK1,rna
ACH-002046,PR-XydG5i,dna
ACH-002188,PR-QCCkpK,dna
ACH-001845,PR-MkD7OY,rna
ACH-001845,PR-Am6S8Y,dna
ACH-002255,PR-GYfpLB,dna
ACH-000928,PR-Zpqxil,rna
ACH-000928,PR-piT3XW,dna
ACH-001835,PR-vtvyQ4,rna
ACH-001835,PR-8nhMR6,dna
ACH-002298,PR-5W465g,dna
ACH-001735,PR-ni9IFM,rna
ACH-001735,PR-9UlYsF,dna
ACH-002038,PR-wgc6Rb,rna
ACH-002038,PR-wNBi2F,dna
ACH-002372,PR-hluHxj,dna
ACH-000565,PR-s0eYFF,rna
ACH-000565,PR-XwvS9a,dna
ACH-001398,PR-hZhjZA,rna
ACH-001398,PR-Z7RHS2,dna
ACH-000406,PR-MIpl80,rna
ACH-000406,PR-CWsu0l,dna
ACH-000455,PR-JWn3XA,rna
ACH-000455,PR-WVHySQ,dna
ACH-001106,PR-g3t2bv,rna
ACH-001106,PR-JlGUxm,dna
ACH-000494,PR-C1rjZe,rna
ACH-000694,PR-sbcqfY,rna
ACH-000694,PR-ytV4kc,dna
ACH-000800,PR-gckfgt,rna
ACH-000800,PR-tP3e6v,dna
ACH-000563,PR-sfoVbc,rna
ACH-000563,PR-1930g1,dna
ACH-002021,PR-aeV2m3,rna
ACH-002021,PR-ceqzpN,dna
ACH-000584,PR-qoqjVV,rna
ACH-000584,PR-WNpEYB,dna
ACH-000361,PR-ny3Y0P,rna
ACH-000361,PR-wTKq7j,dna
ACH-001986,PR-rlvppM,rna
ACH-001986,PR-slPVjh,dna
ACH-001322,PR-UcIQ5l,rna
ACH-001322,PR-E1lBUf,dna
ACH-002142,PR-vm6g9M,dna
ACH-000483,PR-JYetfI,rna
ACH-000483,PR-wtAgZH,dna
ACH-002279,PR-KFM9lV,dna
ACH-002089,PR-WZtkzQ,dna
ACH-000606,PR-uhiHj8,rna
ACH-000606,PR-CpkIXj,dna
ACH-002486,PR-rHdGMG,rna
ACH-002486,PR-0o2rt1,dna
ACH-002281,PR-NpGjEQ,dna
ACH-002379,PR-JWMTAX,dna
ACH-000906,PR-o6XD68,rna
ACH-000906,PR-kcL5s5,dna
ACH-000446,PR-7TW7XL,rna
ACH-000446,PR-5IWcSG,dna
ACH-000522,PR-KxjYfi,rna
ACH-000522,PR-reLFPu,dna
ACH-000703,PR-oBJC9j,rna
ACH-000703,PR-gEc0bf,dna
ACH-001496,PR-6Ngp2b,rna
ACH-001496,PR-y29pOB,dna
ACH-001347,PR-dDibQr,rna
ACH-001347,PR-72XNeT,dna
ACH-001959,PR-SirKzW,rna
ACH-001959,PR-C67eeP,dna
ACH-000927,PR-Pnalt2,rna
ACH-000927,PR-boobRt,dna
ACH-002354,PR-DaJPv6,dna
ACH-000640,PR-WefPGM,rna
ACH-000640,PR-PNKnmM,dna
ACH-001399,PR-OsYjts,rna
ACH-001399,PR-HLZsmV,dna
ACH-000055,PR-5LAnFI,rna
ACH-000055,PR-E4UZXY,dna
ACH-000978,PR-8Hxi0Y,rna
ACH-000978,PR-IPei1i,dna
ACH-001627,PR-2WACfU,rna
ACH-001627,PR-5vQHpI,dna
ACH-001539,PR-XDvXwJ,rna
ACH-001539,PR-pajigv,dna
ACH-001049,PR-7eCkVg,dna
ACH-001061,PR-Yj8c1P,rna
ACH-001061,PR-v728kC,dna
ACH-001386,PR-m3XOv9,rna
ACH-001386,PR-i4D3ah,dna
ACH-000336,PR-get6Pc,rna
ACH-000336,PR-iR9IHK,dna
ACH-000672,PR-R54DZ3,rna
ACH-000672,PR-a0i72B,dna
ACH-001113,PR-AdBjpG,rna
ACH-001113,PR-F0eREf,dna
ACH-000895,PR-8mRI0n,rna
ACH-000895,PR-C8Jq2o,dna
ACH-002153,PR-aEbAHG,dna
ACH-000611,PR-2OGFOX,rna
ACH-000611,PR-bPOZxz,dna
ACH-001057,PR-OUll2l,rna
ACH-001057,PR-sX8XAW,dna
ACH-000488,PR-W6AD3J,rna
ACH-000488,PR-IRf5z2,dna
ACH-000671,PR-DTiiT4,rna
ACH-000671,PR-fMalmr,dna
ACH-000575,PR-0B6q0Z,rna
ACH-000756,PR-Xxbcu1,rna
ACH-000756,PR-bBX617,dna
ACH-000698,PR-ValKlT,rna
ACH-000698,PR-PGHA4A,dna
ACH-000904,PR-wPMVT8,rna
ACH-001375,PR-fHN7Ap,rna
ACH-001375,PR-ZUgx91,dna
ACH-002884,PR-Ii6PYo,rna
ACH-002884,PR-OXmaQf,dna
ACH-000963,PR-RIIwZh,rna
ACH-000963,PR-FoI5mV,dna
ACH-000486,PR-LjcU4V,rna
ACH-000486,PR-1CYINn,dna
ACH-001451,PR-84mJ2n,rna
ACH-001451,PR-b45Wgm,dna
ACH-002361,PR-Oqe9zV,dna
ACH-000896,PR-YKxOYs,rna
ACH-000896,PR-HCvEQp,dna
ACH-001450,PR-wBq2IE,rna
ACH-001450,PR-VqAoGS,dna
ACH-000137,PR-uuF8yk,rna
ACH-000137,PR-csN5al,dna
ACH-001332,PR-YCZBm9,rna
ACH-001332,PR-aqFo8p,dna
ACH-001033,PR-OxsQJO,rna
ACH-001033,PR-yIItlL,dna
ACH-001321,PR-V3IPAF,rna
ACH-001321,PR-QHgFcn,dna
ACH-000813,PR-XEwrrU,rna
ACH-000813,PR-NqFlat,dna
ACH-002314,PR-20Kvag,dna
ACH-000277,PR-ZvWIf3,rna
ACH-000277,PR-uLwAEv,dna
ACH-000835,PR-zad6sw,rna
ACH-000835,PR-rWrc4g,dna
ACH-001853,PR-S1cFts,rna
ACH-001853,PR-76UU6d,dna
ACH-001431,PR-AQUyYJ,rna
ACH-001431,PR-GqKsFq,dna
ACH-000449,PR-r0hndP,rna
ACH-000449,PR-eN29bJ,dna
ACH-000032,PR-VSmtFD,rna
ACH-000032,PR-Xcdqi8,dna
ACH-000772,PR-3nSnQG,rna
ACH-000772,PR-XHbOKZ,dna
ACH-002003,PR-oNkuAu,rna
ACH-002003,PR-Q546sg,dna
ACH-000573,PR-QACUDZ,rna
ACH-000573,PR-gEOXZ9,dna
ACH-002083,PR-MCTJuq,dna
ACH-000576,PR-fHu0fE,rna
ACH-000576,PR-3oiVuO,dna
ACH-000765,PR-X88vKN,rna
ACH-000765,PR-f4mZsh,dna
ACH-001383,PR-0o6ywu,dna
ACH-000817,PR-GQJdlT,rna
ACH-000817,PR-Fom7XN,dna
ACH-000128,PR-XHdISL,rna
ACH-000128,PR-D2aXQ2,dna
ACH-000632,PR-e4829p,rna
ACH-000632,PR-FCs4QQ,dna
ACH-000308,PR-uRm8be,rna
ACH-000308,PR-sBaaMQ,dna
ACH-000876,PR-ytG4Zr,rna
ACH-000876,PR-VJskD1,dna
ACH-000354,PR-GQJS9H,rna
ACH-000354,PR-RVdl85,dna
ACH-002181,PR-6SyWYo,dna
ACH-000095,PR-9bHyjI,rna
ACH-000095,PR-7mztNC,dna
ACH-002687,PR-bS0kx1,rna
ACH-002687,PR-ALq0Yt,dna
ACH-001199,PR-bwSWv6,dna
ACH-000760,PR-uOhnZZ,rna
ACH-000760,PR-8u9sgK,dna
ACH-000378,PR-D5Zjey,rna
ACH-000378,PR-Tmcdai,dna
ACH-000042,PR-st3M6s,rna
ACH-000042,PR-DmHCFE,dna
ACH-000020,PR-gfSBBp,rna
ACH-000020,PR-raOtPC,dna
ACH-000424,PR-kXQqUL,rna
ACH-000424,PR-d3Gt2J,dna
ACH-000235,PR-elkm5d,rna
ACH-000235,PR-uEVRa5,dna
ACH-000545,PR-9qFLxb,rna
ACH-000545,PR-Aedghf,dna
ACH-002271,PR-sQS7tJ,dna
ACH-000609,PR-HPBJ3f,rna
ACH-000609,PR-nUdKoV,dna
ACH-000364,PR-kumi0Y,rna
ACH-000364,PR-6d53X9,dna
ACH-000759,PR-v3Dpu4,rna
ACH-000759,PR-9wCrN8,dna
ACH-002463,PR-gSH3es,rna
ACH-002463,PR-JImvdF,dna
ACH-001295,PR-tT2YhD,rna
ACH-001295,PR-Fu8yvK,dna
ACH-002202,PR-LYqPJx,dna
ACH-000773,PR-fpa8mv,rna
ACH-000773,PR-fXpf9F,dna
ACH-000725,PR-qdfr4v,rna
ACH-000725,PR-2AxAKM,dna
ACH-000902,PR-78Rz7B,rna
ACH-000902,PR-i6J3tN,dna
ACH-000353,PR-VNI9w4,rna
ACH-000353,PR-vGhKl3,dna
ACH-000152,PR-VqMWT8,rna
ACH-000152,PR-k6mCjA,dna
ACH-001525,PR-NQRumH,rna
ACH-001525,PR-C54KuC,dna
ACH-000539,PR-3WfiTh,rna
ACH-002388,PR-f22YyN,dna
ACH-002199,PR-WZZ0aJ,dna
ACH-000582,PR-BARITd,rna
ACH-000582,PR-IEUpIB,dna
ACH-000269,PR-qOG4gU,rna
ACH-000269,PR-EqGdPy,dna
ACH-001151,PR-7K2yhx,rna
ACH-001151,PR-4ojy7t,dna
ACH-002954,PR-xERWCu,rna
ACH-002954,PR-HZWSev,dna
ACH-000136,PR-vzY45q,rna
ACH-000136,PR-27yVZ5,dna
ACH-002122,PR-n0eBhD,dna
ACH-002757,PR-P9t8jg,rna
ACH-002757,PR-WvpaBQ,dna
ACH-002672,PR-BWC1ms,rna
ACH-002672,PR-J7On9V,dna
ACH-001239,PR-cSy0cZ,rna
ACH-001239,PR-e4k1Rx,dna
ACH-001991,PR-CHSpwA,rna
ACH-001991,PR-RSc97t,dna
ACH-001023,PR-MsaED6,dna
ACH-000299,PR-CH0d85,rna
ACH-000695,PR-mqXxEp,rna
ACH-000695,PR-kuQnIb,dna
ACH-002066,PR-0dHyNy,rna
ACH-002066,PR-ewjXei,dna
ACH-000612,PR-Myvrcc,rna
ACH-000612,PR-RDbb1o,dna
ACH-000063,PR-Ny54jl,rna
ACH-000063,PR-sMfubO,dna
ACH-000770,PR-JJP9Vp,rna
ACH-000770,PR-K7jU73,dna
ACH-000432,PR-Ut4uaT,rna
ACH-000432,PR-blDO6C,dna
ACH-002186,PR-M4505H,dna
ACH-002110,PR-hXZzXy,dna
ACH-001751,PR-FCFdSX,rna
ACH-001751,PR-L2ABsw,dna
ACH-000515,PR-b9pzyK,rna
ACH-000515,PR-dYE1Ic,dna
ACH-000521,PR-N72l8j,rna
ACH-000521,PR-Pd0Ucw,dna
ACH-000363,PR-ixez4a,rna
ACH-000363,PR-1Uo7R0,dna
ACH-000798,PR-A5CZZo,rna
ACH-000798,PR-mCAIMI,dna
ACH-000214,PR-f2uXcc,rna
ACH-000214,PR-cL2BVU,dna
ACH-002349,PR-HEJeS7,dna
ACH-000701,PR-RbKD1j,rna
ACH-000701,PR-0p3nvU,dna
ACH-001422,PR-opAztY,rna
ACH-001422,PR-Mupa85,dna
ACH-002302,PR-gNQqcU,dna
ACH-000193,PR-ZAEIch,rna
ACH-000193,PR-ZoU1XK,dna
ACH-000646,PR-e97U8R,rna
ACH-000646,PR-lzNVRi,dna
ACH-001098,PR-0hdbB5,rna
ACH-001098,PR-i0a92e,dna
ACH-000686,PR-WKnuCo,rna
ACH-000686,PR-6yM2mu,dna
ACH-000706,PR-AQdP9q,rna
ACH-000706,PR-0XuLau,dna
ACH-000467,PR-4Gx3lv,rna
ACH-000467,PR-w2evP5,dna
ACH-000683,PR-A3Grpb,rna
ACH-000683,PR-aiXnV7,dna
ACH-000719,PR-fxiDpH,rna
ACH-000719,PR-3Yx3ba,dna
ACH-001677,PR-Xs6oRt,rna
ACH-001677,PR-wqCpUw,dna
ACH-001356,PR-tAusaS,rna
ACH-001356,PR-3BkIqE,dna
ACH-002165,PR-dTy3Nb,dna
ACH-000768,PR-6b02yU,rna
ACH-000768,PR-X96ugW,dna
ACH-000227,PR-r7vDjG,rna
ACH-000227,PR-YmNQhP,dna
ACH-001958,PR-T80Hyf,dna
ACH-000317,PR-xpQgIV,rna
ACH-000317,PR-NVbKhU,dna
ACH-002363,PR-reftw6,dna
ACH-000826,PR-SRJ5QT,rna
ACH-000826,PR-Ms9vnJ,dna
ACH-002025,PR-Rev6Dl,rna
ACH-002025,PR-sRcKfl,dna
ACH-000013,PR-gXHYvm,rna
ACH-000013,PR-yFRI6x,dna
ACH-000476,PR-SdXt4A,rna
ACH-000476,PR-usYVu2,dna
ACH-001608,PR-3JsWWy,rna
ACH-001608,PR-qNfUCg,dna
ACH-000644,PR-8kVo1s,rna
ACH-000644,PR-zWwfjk,dna
ACH-000402,PR-aiDTwa,rna
ACH-000402,PR-7D6zg7,dna
ACH-000536,PR-ew7y5I,rna
ACH-000536,PR-c3WH0h,dna
ACH-000250,PR-0mCrkq,rna
ACH-000250,PR-zAi49E,dna
ACH-000682,PR-PzKsid,rna
ACH-000682,PR-oaKAIZ,dna
ACH-001793,PR-Yj4UVV,rna
ACH-001793,PR-pPif7Y,dna
ACH-002295,PR-zGaxVZ,dna
ACH-002307,PR-IwcVXa,dna
ACH-000489,PR-nucLyc,rna
ACH-000489,PR-CqsOR2,dna
ACH-000041,PR-BYY8lZ,rna
ACH-000041,PR-c4vJHK,dna
ACH-001494,PR-ULeizv,rna
ACH-001494,PR-FGHIYf,dna
ACH-001048,PR-fIob04,rna
ACH-001048,PR-XdBZqt,dna
ACH-000740,PR-eueQIk,rna
ACH-000740,PR-EkK3sD,dna
ACH-000427,PR-l7Jg3t,rna
ACH-000427,PR-ZLAW5H,dna
ACH-002308,PR-u5FimK,dna
ACH-000595,PR-4FTz66,rna
ACH-000595,PR-BGUgGC,dna
ACH-001649,PR-n51AWc,rna
ACH-001649,PR-iU3I91,dna
ACH-000982,PR-74eluO,rna
ACH-000982,PR-8WZowy,dna
ACH-001206,PR-LgiHjm,dna
ACH-000425,PR-oFLYxy,rna
ACH-000425,PR-FbZKpA,dna
ACH-000550,PR-wX09Mz,rna
ACH-000550,PR-IOjfDI,dna
ACH-000858,PR-BXwklV,rna
ACH-000858,PR-28WsnQ,dna
ACH-001960,PR-nraCNK,rna
ACH-001960,PR-rcGiQh,dna
ACH-001863,PR-o6uGyU,rna
ACH-001863,PR-FhsuPc,dna
ACH-002265,PR-j5Qvx9,dna
ACH-000279,PR-TuCs4Z,rna
ACH-000279,PR-VzGMkU,dna
ACH-000444,PR-gTg1kp,rna
ACH-000444,PR-JVQxPE,dna
ACH-001704,PR-tFOWBW,dna
ACH-000108,PR-MCmgOj,rna
ACH-000108,PR-gQNhen,dna
ACH-002659,PR-8MVaEE,rna
ACH-002659,PR-AQQ8je,dna
ACH-000888,PR-PyjGv6,rna
ACH-000888,PR-YXlKWL,dna
ACH-000511,PR-8led3R,rna
ACH-000511,PR-t7VCy2,dna
ACH-000024,PR-3uXkJd,rna
ACH-000024,PR-PlVtvW,dna
