Depmap ID,"CRISPR (DepMap Public 23Q2+Score, Chronos)",Cell Line Name,Primary Disease,Lineage,Lineage Subtype,Expression Public 23Q2,Mutations_Prioritized
ACH-001616,-0.0658556395512359,OCILY18,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,7.3474884972117955,Other
ACH-001618,-0.2117285625694721,OCIM2,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.372603915204483,Other
ACH-001619,-0.3651283951755605,OCUG1,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,5.130930869826448,Other
ACH-001622,0.0067965107406196,ONDA7,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.118525848935668,Other
ACH-001623,-0.2027447799065757,ONDA8,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.181102550753798,Other
ACH-001624,-0.2840400481108152,ONDA9,Diffuse Glioma,CNS/Brain,Diffuse Glioma,4.582556003014061,Other
ACH-001625,0.0914109499043272,OSC19,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.475084882948782,Other
ACH-001626,-0.0947644416601543,OSC20,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.329123596291566,Other
ACH-001627,0.0209901900436684,P4E6,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,7.427438563715095,Other
ACH-001628,-0.3216839716797428,PEA1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.299391206126829,Other
ACH-001630,-0.0856934626607562,PEO1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.760487101811031,Other
ACH-001608,-0.2246314142097218,NP2,Diffuse Glioma,CNS/Brain,Diffuse Glioma,6.434127784188027,Other
ACH-001632,-0.0814783488932987,PEO4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.856736756119109,Other
ACH-001639,-0.1402951558337494,ROS50,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,,Other
ACH-001641,0.0499395079714857,SAT,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.292781749227846,Other
ACH-001645,-0.0548212015244825,SEKI,Melanoma,Skin,Melanoma,5.563768278452033,Other
ACH-001647,-0.0187074619630252,SHI1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.529820946528695,Other
ACH-001648,-0.0965039711471513,SHMAC4,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,6.8370602037586,Other
ACH-001649,0.1115880084170468,SHMAC5,Prostate Adenocarcinoma,Prostate,Prostate Adenocarcinoma,7.220910321648719,Other
ACH-001650,-0.0451453438335947,SISO,Cervical Adenocarcinoma,Cervix,Cervical Adenocarcinoma,5.208283138412519,Other
ACH-001651,-0.1553586951277876,SKGI,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,5.310703657225108,Other
ACH-001652,-0.0434479164233746,SKGII,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma,5.362820525534263,Other
ACH-001653,-0.1077719249203575,SKGT2,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,6.859721128927965,Other
ACH-001654,-0.060533465053211,SKGT4,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.7713574089905615,Other
ACH-001655,-0.3549999688522987,SKN,Uterine Sarcoma/Mesenchymal,Uterus,Uterine Sarcoma/Mesenchymal,5.308156975114762,Other
ACH-001656,-0.2165869174294974,SKNO1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.302319050948834,Other
ACH-001664,-0.0379547368217504,SNU638,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.656496370553495,Other
ACH-001634,-0.1010082910842501,PGA1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,7.822666423257971,Other
ACH-001668,-0.1853298461084078,SUSA,Non-Seminomatous Germ Cell Tumor,Testis,Non-Seminomatous Germ Cell Tumor,6.203788453308596,Other
ACH-001607,-0.0551861014949024,NOZ,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,5.401903471607959,Other
ACH-001605,-0.2868096883337719,NO10,Diffuse Glioma,CNS/Brain,Diffuse Glioma,4.319762427669248,Other
ACH-001532,0.0317330078570964,JMURTK2,Rhabdoid Cancer,Kidney,Rhabdoid Cancer,5.724923070266613,Other
ACH-001533,-0.1817423076790157,KARPAS1718,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,8.086879280395529,Other
ACH-001536,0.1004311940126992,KKU100,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.091911357491912,Other
ACH-001538,-0.0514070978108156,KKU213,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.488000770834068,Other
ACH-001539,-0.3429993010635568,KML1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,4.737145919776202,Other
ACH-001542,-0.0466313935146058,KON,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.806324057390029,Other
ACH-001543,-0.1210570491646098,KOSC2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,6.844109421368412,Other
ACH-001544,0.0748766587704522,KYAE1,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,,Other
ACH-001547,0.1277612115015208,LO68,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.015693807105145,Other
ACH-001548,-0.3047491811892155,LS,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,4.894817763307944,Other
ACH-001549,-0.1168315820307597,LU135,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,5.294620748891627,Other
ACH-001550,-0.0766154532339364,MCC13,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma,5.717813489718049,Other
ACH-001551,-0.0474678224691099,MCC142,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma,5.004501392234941,Other
ACH-001552,-0.1186530001698872,MCC26,Merkel Cell Carcinoma,Skin,Merkel Cell Carcinoma,5.412442824775613,Other
ACH-001606,0.0149599465775259,NO11,Diffuse Glioma,CNS/Brain,Diffuse Glioma,,Other
ACH-001554,-0.1985276054898207,MEL202,Ocular Melanoma,Eye,Ocular Melanoma,5.701826258412055,Other
ACH-001556,-0.0845990634413742,MERO25,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.436295119839363,Other
ACH-001557,-0.1670587994829699,MERO41,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,4.526068811667588,Other
ACH-001558,-0.0676473258828967,MERO48A,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.132165525478088,Other
ACH-001559,-0.1586886052183785,MERO82,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.224194663970433,Other
ACH-001560,-0.230337494506378,MERO83,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,4.489286022625876,Other
ACH-001562,-0.0054266300486622,MERO95,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,4.023255352300303,Other
ACH-001563,-0.1155109044330754,MM127,Melanoma,Skin,Melanoma,5.762614578754559,Other
ACH-001566,-0.0162449180437766,MM370,Melanoma,Skin,Melanoma,5.285032249622911,Other
ACH-001567,-0.100296439886905,MM383,Melanoma,Skin,Melanoma,5.327687364176047,Other
ACH-001568,-0.1724330130838829,MM386,Melanoma,Skin,Melanoma,6.113742166049188,Other
ACH-001570,-0.1326299831396313,MM426,Melanoma,Skin,Melanoma,5.159467729266766,Other
ACH-001574,-0.0131070544165142,MOLM14,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,7.113950482422504,Other
ACH-001577,-0.016992183220512,MUTZ8,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.600507645345786,Other
ACH-001603,-0.1496163363857976,NH12,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.427941332509482,Other
ACH-001555,-0.1516429265542463,MERO14,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.129283016944966,Other
ACH-001982,0.0835956990436433,NZM3,Melanoma,Skin,Melanoma,4.795974694206668,Other
ACH-001669,-0.0526101038500074,TANOUE,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,6.705286790272472,Other
ACH-001673,-0.0651938962581866,TFK1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.176123271147939,Other
ACH-001802,-0.0340573768245124,LPS853,Liposarcoma,Soft Tissue,Liposarcoma,5.366322214245816,Other
ACH-001804,-0.1352040483193116,LPS510,Liposarcoma,Soft Tissue,Liposarcoma,5.039577103060678,Other
ACH-001814,-0.3003556047780633,OS252,Osteosarcoma,Bone,Osteosarcoma,5.304876050044889,Other
ACH-001819,-0.1659328495184856,MFM223,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.666756591884804,Other
ACH-001834,-0.0230489259141844,ICC10,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.825785627464791,Other
ACH-001835,-0.0849121299287388,ICC106,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.57803297169654,Other
ACH-001836,0.0304791569840924,ICC108,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.537451387653073,Other
ACH-001838,0.0710352985490667,ICC12,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.759688488427289,Other
ACH-001839,-0.033694807755682,ICC137,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,4.084064264788474,Other
ACH-001841,0.0696064897486556,ICC15,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.444600813711502,Other
ACH-001842,-0.2371247263271039,ICC2,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.846493315964563,Other
ACH-001843,-0.0071233661136657,ICC3,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,6.007644030878014,Other
ACH-001844,-0.0925249647412378,ICC4,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,4.960233671694454,Other
ACH-001848,-0.0194512936445103,ICC8,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.858478390423273,Other
ACH-001799,-0.028074658740166,LPS141,Liposarcoma,Soft Tissue,Liposarcoma,4.444932048942182,Other
ACH-001849,-0.0801650748930321,ICC9,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.956985924612576,Other
ACH-001852,-0.0557286554135814,HKGZCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,4.469885976274464,Other
ACH-001853,-0.1450518590503542,KMCH1,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,Liver,Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma,5.034743949324734,Other
ACH-001856,-0.0682140781896715,RBE,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.581049900945041,Other
ACH-001857,-0.0440095209453611,SG231,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,4.341274183692175,Other
ACH-001858,-0.0677938124505143,SSP25,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,4.218781167784069,Other
ACH-001861,-0.0714401221201159,TGBC1TKB,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,4.072105800480419,Other
ACH-001862,-0.0704292188598807,TGBC52TKB,Ampullary Carcinoma,Ampulla of Vater,Ampullary Carcinoma,4.787118982813345,Other
ACH-001863,0.0402168364570269,TKKK,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,5.208283138412519,Other
ACH-001864,-0.1827959486700842,YSCCC,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,3.9541963103868754,Other
ACH-001959,-0.0702477547851536,CCLP1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,4.584361252518709,Other
ACH-001960,-0.0920101064027878,CCSW1,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,4.581351247168778,Other
ACH-001961,-0.1312353046267494,GB2,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,4.899659026377443,Other
ACH-001970,-0.1680065334368021,MM253,Melanoma,Skin,Melanoma,5.043081981895663,Other
ACH-001973,-0.0173719091664231,MM485,Melanoma,Skin,Melanoma,4.934044647112246,Other
ACH-001850,-0.0925457267800526,G415,Intracholecystic Papillary Neoplasm,Biliary Tract,Intracholecystic Papillary Neoplasm,4.533563348214512,Other
ACH-001670,-0.1195998924634099,TASK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor,5.312882955284356,Other
ACH-001796,-0.1115224505132323,95T1000,Liposarcoma,Soft Tissue,Liposarcoma,5.115199749385445,Other
ACH-001794,0.0045697009183329,93T449,Liposarcoma,Soft Tissue,Liposarcoma,5.702380501615525,Other
ACH-001674,-0.1245790255759535,TGW,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.760753208062987,Other
ACH-001675,-0.1310682542484372,TR146,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,,Other
ACH-001677,-0.3903661728451806,U2904,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,7.437377567905123,Other
ACH-001685,0.0592985688521942,UHO1,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma,5.536052900240209,Other
ACH-001687,0.0630770607975158,UMRC3,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,8.438916575864729,Other
ACH-001688,-0.0959700631215236,UMRC7,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,7.322559135937585,Other
ACH-001690,0.0933854676762699,UPCISCC026,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.793375711264754,Other
ACH-001691,-0.1399718392513227,UPCISCC029A,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.895787316463311,Other
ACH-001692,0.0212882441752434,UPCISCC040,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.803743668505225,Other
ACH-001694,-0.0793557429133019,UPCISCC074,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.797791200478888,Other
ACH-001696,-0.041716973254824,UPCISCC111,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.47800105583793,Other
ACH-001698,-0.1264902151798621,UPCISCC116,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,4.287620044112067,Other
ACH-001699,-0.1471873887264801,UPCISCC131,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.351910961103077,Other
ACH-001701,-0.0094287786163074,UPCISCC200,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma,5.520107901637548,Other
ACH-001795,-0.0294915038671247,94T778,Liposarcoma,Soft Tissue,Liposarcoma,5.556429415449573,Other
ACH-001702,-0.0573028786134318,VAESBJ,Epithelioid Sarcoma,Soft Tissue,Epithelioid Sarcoma,5.997518234519788,Other
ACH-001709,-0.0410981675279316,WSUNHL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,6.285032249622911,Other
ACH-001711,0.0644250450452285,PFSK1,Embryonal Tumor,CNS/Brain,Embryonal Tumor,4.922197848396367,Other
ACH-001715,-0.0803034957774083,CAL72,Osteosarcoma,Bone,Osteosarcoma,5.279471295644468,Other
ACH-001719,0.0147814007875564,OCIC4P,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.537917249034082,Other
ACH-001735,-0.1852747771541849,SEMK2,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,6.52387555132852,Other
ACH-001736,-0.1051664212756324,HB1119,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,6.469071952080386,Other
ACH-001737,-0.1409744599443826,CTV1DM,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,7.420633980202779,Other
ACH-001740,-0.1810836241364273,RH28,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,5.815575428862573,Other
ACH-001745,-0.1979869862934451,RHJT,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,5.537296067090842,Other
ACH-001750,-0.0882772566763583,TTC442,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,5.662490363913776,Other
ACH-001765,-0.1843157570126622,RH4,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma,5.518849828707692,Other
ACH-001786,-0.1286253497993548,SNU1544,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.9963887464476215,Other
ACH-001791,-0.1657916610652634,LPS6,Liposarcoma,Soft Tissue,Liposarcoma,7.0833197577657065,Other
ACH-001793,-0.1138067946447322,LPS27,Liposarcoma,Soft Tissue,Liposarcoma,5.888986721186558,Other
ACH-001707,-0.1591014822676758,WAOSEL,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,7.961333926861552,Other
ACH-000841,-0.2249675006735838,NCIH2087,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.011898120369493,Other
ACH-000848,-0.0548541653285035,JHH7,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.205939832470884,Other
ACH-000839,-0.1227758585607309,SCABER,Bladder Squamous Cell Carcinoma,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,5.006746832440585,Other
ACH-000293,-0.2600038745649765,KLE,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,4.033863451866284,Other
ACH-000294,-0.3134441776305349,NB4,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.102868054251107,Other
ACH-000295,-0.2097100195345292,EM2,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,5.269033146455237,Other
ACH-000296,-0.1297937365417113,OUMS23,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,6.870611313044545,Other
ACH-000302,-0.2140631454656888,SNU1077,Endometrial Carcinoma,Uterus,Endometrial Carcinoma,4.733896605247495,Other
ACH-000303,0.1238644956041847,SNU5,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,4.823749360308272,Other
ACH-000304,-0.1824062038849265,WM115,Melanoma,Skin,Melanoma,6.299574370608874,Other
ACH-000305,-0.0782104779884073,ECGI10,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,5.469560421711221,Other
ACH-000308,0.0642249029126365,EFO21,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,7.191799501065075,Other
ACH-000310,-0.5701631681049716,IMR32,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.913846824263042,Other
ACH-000311,-0.1440676862559415,NCIH2122,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,4.12350066435096,Other
ACH-000312,-0.2421204058374989,SKNBE2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.013908845490639,Other
ACH-000313,-0.0564707295020565,KMRC3,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,6.094658342654544,Other
ACH-000315,-0.0834894632902203,KARPAS422,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.837943241891027,Other
ACH-000292,-0.124318801436562,NCIH841,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,4.470536865092583,Other
ACH-000316,-0.0154911006831075,SNU886,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma,5.735251375786425,Other
ACH-000318,-0.1965068883617594,TE10,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,6.187648995310601,Other
ACH-000319,-0.1393434601935693,MPP89,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.57106999816771,Other
ACH-000320,-0.1479156661960647,PSN1,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.299208018387279,Other
ACH-000322,-0.4527947952510356,HT144,Melanoma,Skin,Melanoma,5.492173659610827,Other
ACH-000323,-0.1505878384487486,42MGBA,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.962317654942308,Other
ACH-000324,-0.2047418109160972,JHOC5,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,4.953265239014844,Other
ACH-000325,-0.1164474920672404,SNU620,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.968321196106267,Other
ACH-000326,-0.0213885393501798,JURLMK1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms,6.013238915113665,Other
ACH-000329,-0.1726589142106005,CCFSTTG1,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.368069876532083,Other
ACH-000330,-0.0733127778089214,EFM19,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.762348815644129,Other
ACH-000331,-0.1363420096494885,ISTMES2,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,5.87528859822269,Other
ACH-000332,-0.1836223097878865,YAPC,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.309794643874583,Other
ACH-000334,-0.3538374443669968,DB,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.799346387522287,Other
ACH-000335,0.0034624919115685,MSTO211H,Pleural Mesothelioma,Pleura,Pleural Mesothelioma,6.296273846706719,Other
ACH-000317,-0.2055945107462093,TUHR14TKB,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.802968651005583,Other
ACH-000336,-0.0043527754605842,OCIAML3,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,5.328405658958567,Other
ACH-000291,-0.1360322150566867,OV90,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,6.042863176247121,Other
ACH-000288,-0.1023396911266979,BT549,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,4.70376517879341,Other
ACH-000249,-0.0372912843734487,CL11,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.319401166858324,Other
ACH-000250,0.0238307034083656,KMRC20,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.242983516109694,Other
ACH-000251,-0.0610268701799315,NCIH2887,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.393690764187454,Other
ACH-000252,-0.1100313167370573,LS1034,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.998421188729135,Other
ACH-000253,-0.0924897208166885,COLO201,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,5.869377924031328,Other
ACH-000255,0.0087737495875435,LMSU,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma,5.446917864866026,Other
ACH-000256,0.0362492008956941,COV318,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.565901766806668,Other
ACH-000257,0.0984917861321765,CORL279,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.048323386537814,Other
ACH-000258,-0.150310601418499,DU4475,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.339137384919585,Other
ACH-000259,0.011593923027398,KELLY,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,6.222263603528345,Other
ACH-000260,-0.1752405303988308,SKNAS,Neuroblastoma,Peripheral Nervous System,Neuroblastoma,5.712320640741631,Other
ACH-000261,-0.1121427347708176,RERFLCAI,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.536052900240209,Other
ACH-000262,-0.2561977845406348,UOK101,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,5.281327329659484,Other
ACH-000263,-0.3207521151871209,KASUMI1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia,6.977508904540138,Other
ACH-000290,0.0351594944750831,NCIH209,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor,6.924099885640741,Other
ACH-000264,-0.0086905563358437,CALU6,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,6.23035674505615,Other
ACH-000266,-0.0531206873980226,SNU213,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.3432301395534685,Other
ACH-000269,-0.3404558782513581,AM38,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.782932704820837,Other
ACH-000271,-0.0392636521967531,SUDHL10,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma,5.016139702655253,Other
ACH-000272,-0.0039112760889394,SLR24,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma,4.434961760187254,Other
ACH-000273,-0.2427815336924417,SF539,Diffuse Glioma,CNS/Brain,Diffuse Glioma,5.754353071692127,Other
ACH-000274,-0.1142911594569987,HS852T,Melanoma,Skin,Melanoma,5.421896512042248,Other
ACH-000276,-0.1961207862051273,HCC38,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,6.11582397743624,Other
ACH-000277,-0.3780202913659759,HCC1419,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma,5.899175630480513,Other
ACH-000278,-0.0419555044507663,COV362,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.3215673760354045,Other
ACH-000279,-0.1461697067249306,EWS502,Ewing Sarcoma,Bone,Ewing Sarcoma,5.650190123496775,Other
ACH-000280,-0.0589312152570234,SNU840,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,5.180307019969433,Other
ACH-000281,-0.1335001155391229,KP2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,5.904484097901423,Other
ACH-000282,-0.0305582752549496,NCIH1755,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer,5.816087658600206,Other
ACH-000286,-0.0756178252932476,SNU1033,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma,4.964398632203184,Other
ACH-000265,-0.1147946488769543,KP4,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma,6.015693807105145,Other
