splicing_event	histology	type
PTP4A2:31915895-31915987_31911695-31911826_31918969-31919109	HGG	inclusion
PNISR:99416349-99416428_99414571-99414690_99425214-99425270	HGG	inclusion
MAPKAP1:125506310-125506417_125484442-125484583_125543058-125543168	HGG	inclusion
RPL17-C18orf32:49488500-49488566_49483583-49483771_49489358-49489550	HGG	inclusion
TOR1AIP2:179865436-179865854_179852631-179852811_179877238-179877373	HGG	inclusion
IFT22:101318956-101319032_101316339-101316542_101321670-101321777	HGG	inclusion
CMC1:28263291-28263380_28241583-28241812_28316332-28316423	HGG	inclusion
CSDE1:114749817-114750207_114739691-114739890_114757924-114758003	HGG	inclusion
RPL27:42999933-43000102_42998470-42998831_43002672-43002783	HGG	inclusion
BAG6:31640385-31640528_31640198-31640306_31640644-31640704	EPN	inclusion
RPS3A:151100485-151100588_151099627-151099714_151102870-151104205	EPN	inclusion
SNAP91:83556143-83556245_83552879-83554285_83560103-83560208	EPN	inclusion
PLD3:40365718-40365930_40365552-40365585_40366418-40366464	EPN	inclusion
RPS3A:151100975-151101162_151099627-151099714_151102870-151102932	EPN	inclusion
KIAA1191:176359481-176359567_176355570-176355749_176359810-176359918	EPN	inclusion
SUPT20H:37048564-37048599_37047877-37047936_37051487-37051559	EPN	inclusion
YWHAZ:100951929-100952125_100948595-100948900_100952849-100952983	EPN	inclusion
YWHAZ:100951929-100952308_100948613-100948900_100952849-100952883	EPN	inclusion
SNHG6:66922324-66922392_66921817-66922114_66922613-66922725	EPN	inclusion
MIR9-1HG:156407842-156407975_156404252-156404601_156413412-156413478	EPN	inclusion
RAB34:28715993-28716058_28715799-28715901_28716902-28716994	EPN	inclusion
RAB34:28715993-28716061_28715799-28715901_28716902-28716994	EPN	inclusion
GLYR1:4821547-4821597_4821203-4821453_4822874-4822931	EPN	inclusion
ADGRL3:61730622-61730636_61676825-61676935_61732753-61733554	EPN	inclusion
KIF21A:39330242-39330262_39326263-39326324_39330745-39330911	EPN	inclusion
MFF:227328678-227328789_227325150-227325427_227330625-227330846	EPN	inclusion
MID1IP1:38804310-38804413_38801453-38801487_38804682-38806433	EPN	inclusion
ABHD12:25300699-25300884_25294741-25295030_25302218-25302346	EPN	inclusion
ZFR:32380075-32380172_32379114-32379210_32385507-32385649	EPN	inclusion
ANAPC16:72223888-72224056_72215999-72216072_72230365-72230440	EPN	inclusion
MFF:227328678-227330846_227325264-227325427_227332418-227332588	EPN	inclusion
MIR9-1HG:156414654-156414753_156404255-156404601_156421554-156421752	EPN	inclusion
SLC25A26:66236544-66236700_66220741-66221127_66243202-66243312	EPN	inclusion
CAMLG:134741066-134741523_134738494-134738792_134743986-134744052	EPN	inclusion
KIAA1191:176359462-176359567_176355570-176355749_176359810-176359918	EPN	inclusion
NDUFB5:179615983-179616049_179604808-179604939_179616982-179617044	EPN	inclusion
AMZ2:68248640-68248705_68205480-68206238_68250187-68250470	EPN	inclusion
AMZ2:68248644-68248705_68205480-68206238_68250187-68250470	EPN	inclusion
DONSON:33582165-33582246_33581950-33582055_33584589-33584768	EPN	inclusion
CHMP7:23259066-23259126_23258731-23258830_23260143-23260286	EPN	inclusion
MIAT:26657482-26657654_26657255-26657354_26663315-26663398	EPN	inclusion
RPLP0:120198554-120198739_120197321-120197462_120198853-120199000	EPN	inclusion
RPLP0:120198554-120198770_120197321-120197462_120198853-120199000	EPN	inclusion
TPT1-AS1:45390714-45390902_45387584-45389820_45391031-45391676	EPN	inclusion
ATG16L1:233273721-233273777_233272965-233273052_233274675-233274778	EPN	inclusion
WDR49:167633409-167633532_167627132-167627292_167653260-167653499	EPN	inclusion
CLSTN1:9737498-9737554_9735884-9736042_9741093-9741256	EPN	inclusion
PFKM:48135291-48135383_48134942-48135038_48137720-48137815	EPN	inclusion
EVI5:92663420-92663452_92636201-92636336_92665938-92665955	EPN	inclusion
PLEKHG3:64737862-64738224_64737355-64737375_64738741-64738855	EPN	inclusion
PPP1R7:241153476-241153604_241149575-241149708_241157806-241157862	EPN	inclusion
EPB41L1:36209488-36209898_36197858-36198041_36212271-36212376	EPN	inclusion
RNPS1:2264573-2264760_2264175-2264331_2268054-2268091	EPN	inclusion
COL16A1:31679804-31679851_31679631-31679685_31680041-31680101	EPN	inclusion
SYNE1:152130720-152130778_152121686-152122676_152132121-152132214	EPN	inclusion
SMC5:70346605-70346649_70344143-70344269_70347065-70347161	EPN	inclusion
PPP1R7:241150259-241150547_241149637-241149708_241153475-241153604	EPN	inclusion
ST7:117134124-117134192_117131884-117131960_117136080-117136235	EPN	inclusion
RAPGEF1:131604931-131605188_131602113-131602149_131619050-131619206	EPN	inclusion
ADCYAP1R1:31080613-31080633_31077990-31078098_31081712-31081754	EPN	inclusion
ARHGEF1:41906457-41906620_41905938-41906025_41906702-41906803	EPN	inclusion
NTRK2:84669718-84669888_84669334-84669423_84670376-84670960	LGG	inclusion
TPGS2:36805374-36805397_36800197-36800311_36807846-36807934	LGG	inclusion
TPGS2:36805374-36805502_36800197-36800311_36807846-36807934	LGG	inclusion
EMC8:85780379-85780473_85778623-85779867_85781210-85781258	LGG	inclusion
RHNO1:2885162-2885534_2877198-2877282_2887910-2888057	LGG	inclusion
RHNO1:2885263-2885534_2877198-2877282_2887910-2888137	LGG	inclusion
SNAP91:83556143-83556245_83552879-83554285_83560103-83560208	CPG	inclusion
MBNL1:152455542-152455577_152447619-152447773_152456266-152456361	CPG	inclusion
AP1B1:29329712-29329720_29327679-29328895_29330377-29330532	CPG	inclusion
EPB41L1:36195329-36195364_36194211-36194360_36197858-36198041	CPG	inclusion
PARP6:72250845-72250957_72250019-72250092_72251206-72251255	CPG	inclusion
ANXA6:151110627-151110644_151109752-151109846_151117126-151117180	CPG	inclusion
CACNA2D1:81983314-81983334_81982566-81982627_81984634-81984711	CPG	inclusion
ARAP2:36119650-36119718_36117060-36117135_36121178-36121326	CPG	inclusion
KIF21A:39330242-39330262_39326263-39326324_39330745-39330911	CPG	inclusion
SCRIB:143807552-143807614_143806923-143807013_143808608-143809025	CPG	inclusion
CTNND1:57789037-57789155_57761788-57762046_57791384-57791673	CPG	inclusion
CTNND1:57791385-57791673_57761796-57762046_57794009-57794081	CPG	inclusion
CTNND1:57791494-57791673_57761796-57762046_57794009-57794081	CPG	inclusion
SORBS1:95422190-95422216_95421960-95422073_95432447-95432576	CPG	inclusion
KIF1B:10326111-10326359_10324757-10324895_10334519-10334638	CPG	inclusion
G6PC3:44074969-44075087_44074679-44074770_44075309-44075451	CPG	inclusion
ARHGEF11:156938418-156938513_156937248-156937496_156939547-156939910	CPG	inclusion
SCAMP5:75016593-75016749_75012676-75012805_75017869-75017925	CPG	inclusion
SULF2:47659399-47659452_47656911-47658392_47659696-47659721	CPG	inclusion
ETV6:11825644-11825713_11752449-11752579_11826401-11826556	CPG	inclusion
ANAPC16:72223888-72224056_72215999-72216072_72230365-72230440	CPG	inclusion
LSR:35262546-35262692_35258944-35259064_35266358-35266532	CPG	inclusion
DYNC1I1:95828057-95828116_95813195-95813337_95869882-95869998	CPG	inclusion
ABHD14B:51971460-51971698_51969083-51970184_51973964-51974021	CPG	inclusion
EMID1:29254203-29254287_29243444-29243489_29255270-29255612	CPG	inclusion
CLSTN1:9737498-9737554_9735884-9736042_9741093-9741256	CPG	inclusion
TCF7L2:113158667-113158717_113158020-113158069_113160618-113160691	CPG	inclusion
DDR1:30884538-30884710_30882927-30882983_30888687-30888814	CPG	inclusion
DDR1:30885625-30885680_30882954-30882983_30888687-30888814	CPG	inclusion
AKAP9:92042046-92042186_92040673-92040898_92042667-92042771	CPG	inclusion
CTNND1:57791385-57791673_57761796-57762119_57794009-57794081	CPG	inclusion
PHKA2:18899173-18899226_18897162-18897333_18900669-18900699	CPG	inclusion
DNM1:128247924-128247935_128247374-128247486_128248582-128248753	CPG	inclusion
PARP6:72250845-72250954_72250019-72250092_72251206-72251255	CPG	inclusion
MYO1B:191402632-191402718_191400381-191400468_191408114-191408189	CPG	inclusion
CTNND1:57791492-57791673_57761800-57762046_57794009-57794081	CPG	inclusion
LETMD1:51056144-51056245_51049033-51049185_51056349-51056428	CPG	inclusion
TEAD1:12675409-12675561_12674420-12674834_12764178-12764434	CPG	inclusion
ZNF207:32366665-32366757_32365329-32365487_32367771-32368014	CPG	inclusion
LSM14B:62130219-62130296_62129784-62129952_62130529-62130666	CPG	inclusion
RAPGEF2:159344036-159344059_159343280-159343404_159345105-159345329	CPG	inclusion
BLNK:96215321-96215389_96209837-96209907_96216652-96216734	CPG	inclusion
ATP2C1:130894590-130894775_130894014-130894337_130930415-130930526	CPG	inclusion
MORF4L2:103678499-103678600_103675495-103677051_103685170-103685260	MB	inclusion
MORF4L2:103678499-103678651_103675497-103677051_103685170-103685260	MB	inclusion
MRPL53:74472358-74472470_74471981-74472252_74472568-74472680	MB	inclusion
LARP1:154793800-154793901_154793594-154793723_154794099-154794262	MB	inclusion
LARP1:154793800-154793922_154793594-154793723_154794099-154794262	MB	inclusion
LARP1:154793800-154794000_154793594-154793723_154794099-154794195	MB	inclusion
EIF2D:206599463-206599612_206599002-206599092_206599732-206599836	MB	inclusion
SNHG5:85677954-85678032_85677008-85677492_85678135-85678188	MB	inclusion
SNHG5:85676985-85677191_85666003-85666147_85677423-85677492	MB	inclusion
SNHG5:85677093-85677191_85664959-85666147_85677423-85677492	MB	inclusion
MRPL22:154950803-154950938_154941216-154941265_154956370-154956436	MB	inclusion
MRPL22:154950821-154950938_154941094-154941265_154956370-154956436	MB	inclusion
LMBR1:156688030-156688191_156677790-156684163_156724111-156724178	MB	inclusion
PTPRZ1:122034095-122034115_122031473-122031559_122034281-122034378	MB	inclusion
ZNF280D:56707082-56707143_56704120-56704267_56707262-56707306	MB	inclusion
ZNF280D:56707082-56707150_56704120-56704267_56707262-56707306	MB	inclusion
DNAJC19:180988178-180988229_180984564-180988096_180989599-180989673	MB	inclusion
ZNF532:58865304-58865385_58864876-58864986_58865469-58865579	MB	inclusion
SLC35B3:8417402-8417494_8416883-8416995_8419579-8419677	MB	inclusion
SEPTIN2:241324216-241324241_241315860-241315982_241335125-241335212	MB	inclusion
RNASET2:166948570-166948625_166946392-166946739_166952487-166952534	MB	inclusion
RNASET2:166948566-166948625_166946681-166946739_166952487-166952548	MB	inclusion
TCF3:1612207-1612433_1609289-1611849_1615284-1615485	MB	inclusion
IFI44:78662704-78662878_78659311-78659483_78663764-78663897	MB	inclusion
PLPP1:55475299-55475450_55467868-55468149_55534571-55534964	MB	inclusion
IDH3B:2658638-2658837_2658394-2658522_2659524-2659585	MB	inclusion
RPLP1:69453647-69453721_69452817-69453020_69455169-69455287	MB	inclusion
ENSG00000283103:58325275-58325361_58314670-58315036_58326822-58326859	MB	inclusion
RPS11:49497173-49497325_49496433-49496471_49497519-49497595	MB	inclusion
RNF130:179963471-179963564_179955066-179955669_179966805-179967010	MB	inclusion
PLD3:40365662-40365930_40348699-40348768_40366418-40366510	MB	inclusion
PLD3:40365718-40365930_40348684-40348768_40366418-40366464	MB	inclusion
CD9:6200384-6200565_6199874-6200072_6225425-6225534	MB	inclusion
CD9:6200422-6200565_6199714-6200072_6225425-6225534	MB	inclusion
ASAH1:18083981-18084286_18075540-18075587_18084675-18084802	MB	inclusion
MTSS1:124557681-124557875_124556231-124556405_124562781-124562992	MB	inclusion
MFF:227347226-227347384_227340291-227340380_227352513-227352573	MB	inclusion
AKAP13:85658537-85658590_85655416-85655787_85664562-85664755	MB	inclusion
EPB41L3:5394677-5394793_5392380-5393478_5395066-5395147	MB	inclusion
LRRFIP2:37091467-37091538_37083635-37083806_37094791-37094908	MB	inclusion
DDR1:30895404-30895514_30894505-30894671_30896620-30896865	MB	inclusion
SCMH1:41152599-41152741_41151613-41151684_41159724-41159933	MB	inclusion
ERC1:1112215-1112298_1110191-1110347_1115865-1116033	MB	inclusion
SLC22A17:23347891-23347996_23347459-23347731_23348160-23348306	MB	inclusion
TTLL5:75737566-75737607_75735194-75735289_75745094-75745208	MB	inclusion
KIFC3:57759125-57759153_57758216-57758909_57759727-57759836	MB	inclusion
AP1G2:23566562-23566686_23566277-23566419_23567110-23567315	MB	inclusion
C12orf75:105365807-105365842_105348601-105348626_105366616-105366696	MB	inclusion
LSAMP:115816614-115816646_115809793-115810414_115834561-115834597	MB	inclusion
APEH:49674489-49674621_49674350-49674413_49675693-49675787	MB	inclusion
RAB4B:40783778-40783840_40780018-40780499_40783920-40783973	MB	inclusion
URGCP:43887790-43887811_43887414-43887485_43906561-43906626	MB	inclusion
URGCP:43887790-43887816_43887414-43887485_43906561-43906596	MB	inclusion
GSTK1:143265261-143265296_143264547-143265092_143267616-143267733	MB	inclusion
EIF3K:38632601-38632678_38632025-38632496_38634992-38635102	MB	inclusion
MIR9-1HG:156414654-156414753_156404255-156404601_156421554-156421752	MB	inclusion
PLD3:40365553-40365930_40348671-40348724_40366418-40366464	MB	inclusion
PLD3:40365553-40365930_40348689-40348768_40366418-40366464	MB	inclusion
PLD3:40365718-40365930_40348506-40348724_40366418-40366464	MB	inclusion
GALE:23796509-23796586_23796150-23796265_23796696-23796782	MB	inclusion
RPS6KC1:213176400-213176492_213167857-213167973_213230496-213230544	MB	inclusion
ZNF664:123988043-123988138_123973122-123974020_124011380-124011441	MB	inclusion
TARBP1:234427317-234427388_234425672-234425793_234427575-234427766	MB	inclusion
UBN1:4877385-4877474_4876870-4877111_4880082-4880445	MB	inclusion
TNK2:195867169-195867258_195866888-195867016_195867360-195868709	MB	inclusion
MRPS18A:43675202-43675271_43671201-43671906_43675493-43675617	MB	inclusion
LYRM1:20915556-20915714_20900770-20900889_20920121-20920214	MB	inclusion
SERPING1:57599864-57600377_57598248-57598321_57602034-57602169	MB	inclusion
POC1B:89459638-89459718_89425160-89425379_89466769-89466922	MB	inclusion
DCUN1D4:51911070-51911174_51899269-51899378_51913289-51913392	MB	inclusion
CADM3:159193870-159193902_159193422-159193560_159196363-159196454	MB	inclusion
CADM3:159193870-159194040_159193422-159193560_159196363-159196454	MB	inclusion
ZFAND6:80098416-80098578_80072563-80072647_80120327-80120405	MB	inclusion
MSL1:40131537-40131584_40129244-40129627_40132033-40132042	MB	inclusion
SLC16A4:110382834-110382966_110381651-110381795_110389236-110389355	MB	inclusion
NDRG2:21018457-21018471_21018203-21018239_21018762-21018814	MB	inclusion
CD151:834530-834591_832951-833022_836062-836153	MB	inclusion
MTSS1:124557681-124557875_124556260-124556354_124562781-124562992	MB	inclusion
YBEY:46291334-46291462_46286869-46287123_46296161-46296230	MB	inclusion
ECHDC1:127316450-127316502_127314815-127314896_127327001-127327137	MB	inclusion
KLC1:103687081-103687211_103679308-103679545_103700654-103700727	MB	inclusion
LARP4:50453460-50453672_50441589-50441643_50454313-50454417	MB	inclusion
ORMDL2:55818999-55819173_55818040-55818112_55819341-55819493	MB	inclusion
ORMDL2:55819091-55819173_55818040-55818112_55819341-55819493	MB	inclusion
TRAPPC6A:45165127-45165194_45164724-45164970_45178092-45178211	MB	inclusion
SARAF:30073877-30074055_30069641-30070059_30082846-30082948	MB	inclusion
RACK1:181239067-181239177_181238098-181238239_181239486-181239582	MB	inclusion
EMP3:48327521-48327623_48326829-48326922_48329351-48329439	MB	inclusion
MORF4L2:103678499-103678620_103676825-103677051_103685170-103685260	MB	inclusion
DRAM2:111124742-111124881_111120515-111120693_111126226-111126294	MB	inclusion
LEPROT:65429862-65430048_65425302-65425378_65431802-65436007	MB	inclusion
LEPROT:65429931-65430048_65425302-65425378_65431802-65431920	MB	inclusion
PPP1CA:67401068-67401232_67400688-67400919_67401727-67401793	MB	inclusion
TBC1D5:17623849-17623913_17508473-17508605_17742480-17742564	MB	inclusion
PTPMT1:47569700-47569891_47565457-47565986_47571470-47572360	MB	inclusion
PLD3:40365718-40365930_40348684-40348768_40366383-40366510	MB	inclusion
APP:26000015-26000182_25982343-25982477_26021839-26022042	MB	inclusion
MAP4:47853163-47853352_47850689-47852938_47855247-47855360	MB	inclusion
STK25:241508006-241508135_241501356-241501708_241508442-241508556	MB	inclusion
MPRIP:17143556-17143669_17142626-17142765_17146035-17146092	MB	inclusion
MLLT10:21534645-21534804_21524674-21524775_21538832-21538912	MB	inclusion
DST:56468982-56468999_56466077-56466195_56469882-56469957	MB	inclusion
ADAM23:206609910-206610000_206596050-206596162_206617578-206621127	MB	inclusion
LTA4H:96003838-96003920_96002959-96003064_96006313-96006409	MB	inclusion
LTA4H:96003838-96003981_96002989-96003064_96006313-96006409	MB	inclusion
TCF3:1612207-1612430_1610964-1611849_1615284-1615821	MB	inclusion
SUMF2:56074114-56074218_56072996-56073111_56074585-56074736	MB	inclusion
ABCD4:74300150-74300268_74299177-74299675_74302874-74302918	MB	inclusion
SNHG5:85677791-85678032_85677423-85677492_85678135-85678736	MB	inclusion
SNHG5:85677795-85678032_85677078-85677492_85678135-85678188	MB	inclusion
GLMP:156294759-156295016_156294364-156294565_156295525-156295654	MB	inclusion
TMEM205:11345520-11345628_11345251-11345415_11346126-11346300	MB	inclusion
TMEM205:11345520-11345737_11345251-11345415_11346126-11346248	MB	inclusion
HAUS4:22952541-22952683_22952327-22952459_22955099-22955176	MB	inclusion
RPS6KB2:67428982-67429022_67428482-67428623_67429119-67429240	MB	inclusion
GSTA4:52987357-52987408_52985450-52985583_52994156-52994261	MB	inclusion
PLEKHA1:122392303-122392372_122374707-122374806_122393180-122393341	MB	inclusion
SLC15A4:128809943-128810053_128809395-128809473_128814774-128815070	MB	inclusion
BCL9L:118909914-118910015_118908269-118908655_118918825-118918879	MB	inclusion
CYBC1:82447580-82447621_82446622-82446696_82449169-82449292	MB	inclusion
CYBC1:82447580-82447646_82446622-82446696_82449169-82449320	MB	inclusion
TRAPPC6A:45165127-45165194_45164724-45164970_45178134-45178237	MB	inclusion
SLC25A11:4939060-4939212_4938768-4938975_4939815-4940046	MB	inclusion
KLC1:103687081-103687211_103679383-103679518_103700654-103700727	MB	inclusion
SLC1A2:35292287-35292520_35286050-35286951_35301518-35301641	MB	inclusion
SEMA6D:47768581-47768748_47767036-47767093_47770496-47770765	MB	inclusion
ARPC2:218217463-218217544_218217146-218217254_218225919-218225954	MB	inclusion
ACOT9:23734341-23734367_23733171-23733217_23735918-23736016	MB	inclusion
MPV17:27312994-27313109_27312679-27312772_27322447-27322522	MB	inclusion
LTBP3:65552860-65552982_65552247-65552406_65553163-65553256	MB	inclusion
SLC15A4:128809943-128810111_128809395-128809473_128814774-128815070	MB	inclusion
ZFAS1:49280485-49280570_49279103-49279208_49289044-49289260	MB	inclusion
PRPF40A:152679056-152679109_152677450-152677475_152679351-152679472	MB	inclusion
HNRNPK:83973902-83973973_83973285-83973399_83974516-83974589	MB	inclusion
PITPNC1:67687066-67687184_67675478-67675542_67692571-67693367	MB	inclusion
CMTM7:32449454-32449552_32441839-32442013_32452391-32452473	MB	inclusion
APP:26000015-26000182_25997187-25997416_26021839-26022042	MB	inclusion
ARPC2:218217372-218217544_218217140-218217254_218225919-218225954	MB	inclusion
ZNF615:52000346-52000378_51991331-51994837_52001812-52001908	MB	inclusion
ZNF664:123988046-123988138_123973885-123974020_124011380-124011441	MB	inclusion
CSDE1:114730508-114730568_114730257-114730422_114732603-114732816	MB	inclusion
MPV17:27312994-27313154_27312679-27312772_27322447-27322522	MB	inclusion
SERPING1:57599879-57600377_57597802-57598321_57602034-57602169	MB	inclusion
TXNDC11:11730645-11730774_11721576-11721670_11733981-11734079	MB	inclusion
MPV17:27312994-27313074_27312679-27312772_27322447-27322522	MB	inclusion
NKAIN3:62953902-62953972_62918452-62918513_62965353-62984904	MB	inclusion
HNRNPK:83975462-83975505_83974516-83974589_83976994-83977051	ATRT	inclusion
CARD8:48221730-48221855_48215137-48215384_48230437-48230647	ATRT	inclusion
SNAP91:83556143-83556245_83552879-83554285_83560103-83560208	ATRT	inclusion
YWHAZ:100951929-100952125_100948595-100948900_100952849-100952983	ATRT	inclusion
YWHAZ:100951929-100952308_100948613-100948900_100952849-100952883	ATRT	inclusion
SECISBP2L:49019418-49019552_49017547-49017628_49027364-49027480	ATRT	inclusion
SUZ12:31947617-31947685_31940421-31940486_31966146-31966196	ATRT	inclusion
ADGRL3:61730622-61730636_61676825-61676935_61732753-61733554	ATRT	inclusion
NCOA4:46016540-46016694_46015125-46015266_46030525-46030623	ATRT	inclusion
SORBS1:95351209-95351376_95346405-95346452_95354881-95354967	ATRT	inclusion
SORBS1:95351216-95351376_95346405-95346452_95354881-95354967	ATRT	inclusion
PNISR:99416349-99416428_99414571-99414690_99425214-99425270	ATRT	inclusion
ABHD12:25300699-25300884_25294741-25295030_25302218-25302346	ATRT	inclusion
SEMA6D:47767037-47767093_47766579-47766677_47768580-47768748	ATRT	inclusion
NDUFB5:179615983-179616049_179604808-179604939_179616982-179617044	ATRT	inclusion
STAG3L5P-PVRIG2P-PILRB:100353373-100353483_100353209-100353270_100355142-100355240	ATRT	inclusion
GBA2:35741672-35741890_35740824-35741064_35744296-35744412	ATRT	inclusion
MANEAL:37796744-37796820_37795736-37795846_37799843-37801133	ATRT	inclusion
ZFP69B:40454203-40454288_40450475-40451088_40456944-40457071	ATRT	inclusion
CHID1:893427-893519_884067-884169_899339-899401	ATRT	inclusion
EIF4G3:21001199-21001312_20997600-20997633_21002712-21002808	ATRT	inclusion
AKR1A1:45568485-45568684_45567981-45568177_45568926-45568999	ATRT	inclusion
NDUFS2:161203403-161203543_161201680-161202480_161206406-161206597	ATRT	inclusion
NDUFS2:161203437-161203543_161201665-161202480_161206406-161206593	ATRT	inclusion
R3HDM2:57289009-57289040_57283823-57284056_57295398-57295507	ATRT	inclusion
INO80E:30001414-30001530_30000928-30001040_30005220-30005791	ATRT	inclusion
CPT1C:49691821-49691953_49691115-49691340_49692238-49692393	ATRT	inclusion
PILRB:100353895-100354012_100353209-100353270_100355142-100355240	ATRT	inclusion
METTL26:635518-635774_635280-635340_636093-636260	ATRT	inclusion
TMUB2:44189411-44189588_44188934-44189299_44190500-44191226	ATRT	inclusion
TMUB2:44189424-44189588_44188850-44189299_44190500-44190553	ATRT	inclusion
RALY:34031522-34031604_33993645-33994131_34072065-34072205	ATRT	inclusion
EPB41L1:36214357-36214440_36212271-36212376_36218875-36218962	ATRT	inclusion
PUM1:30964674-30964910_30953713-30953981_30965981-30966197	ATRT	inclusion
C3orf18:50565466-50565861_50561721-50561747_50567462-50567665	ATRT	inclusion
RPLP0:120198554-120198739_120197321-120197462_120198853-120199000	ATRT	inclusion
NENF:212442546-212442625_212432972-212433120_212444338-212444442	ATRT	inclusion
METTL26:635518-635774_634736-634797_636093-636260	ATRT	inclusion
CACNG7:53941470-53941615_53915364-53915505_53942035-53942386	ATRT	inclusion
FNTA:43064101-43064215_43056307-43056546_43069554-43069583	ATRT	inclusion
FEZ1:125448502-125448567_125442880-125446111_125452333-125452409	ATRT	inclusion
MSI1:120351344-120351400_120347445-120347514_120353298-120353379	ATRT	inclusion
ABAT:8735699-8735809_8674616-8674711_8746000-8746025	ATRT	inclusion
RPS9:54206276-54206462_54201486-54201609_54207397-54207647	ATRT	inclusion
PPP1CA:67401068-67401199_67398939-67400919_67401727-67401788	ATRT	inclusion
PPP1CA:67401068-67401232_67400688-67400919_67401727-67401793	ATRT	inclusion
UNC13A:17676012-17676041_17674656-17674756_17688177-17688326	ATRT	inclusion
HMGA1:34237204-34237317_34236872-34236963_34240736-34240882	ATRT	inclusion
ACSL3:222900674-222900780_222860984-222861258_222908732-222909036	ATRT	inclusion
ADAM23:206609910-206610000_206596050-206596162_206617578-206621127	ATRT	inclusion
CLSTN1:9737498-9737554_9735884-9736042_9741093-9741256	ATRT	inclusion
UFD1:19475068-19475100_19471686-19471808_19479082-19479172	ATRT	inclusion
DLG4:7191893-7192002_7191266-7191358_7192944-7193117	ATRT	inclusion
DDR1:30884538-30884710_30882927-30882983_30888687-30888814	ATRT	inclusion
DDR1:30885625-30885680_30882954-30882983_30888687-30888814	ATRT	inclusion
RBM4:66643450-66644140_66638934-66640123_66646026-66646452	ATRT	inclusion
EVI5:92663420-92663452_92636201-92636336_92665938-92665955	ATRT	inclusion
FAM131A:184338387-184338529_184337310-184337371_184341723-184341817	ATRT	inclusion
BLOC1S1:55716933-55717005_55716291-55716717_55719090-55719223	ATRT	inclusion
MTCH2:47635545-47635571_47634671-47634734_47638698-47638791	ATRT	inclusion
NFASC:204920632-204920740_204828650-204828782_204944225-204944406	ATRT	inclusion
CYRIB:129879389-129879471_129871374-129871496_129903311-129903350	ATRT	inclusion
SDR39U1:24441674-24441795_24440203-24440926_24442177-24442260	ATRT	inclusion
SH3BP5:15256853-15257113_15254352-15256303_15258830-15258883	ATRT	inclusion
SIVA1:104755630-104755824_104753146-104753319_104756603-104756760	ATRT	inclusion
PHC1:8933307-8933350_8932562-8932813_8933864-8933980	ATRT	inclusion
ST7:117134124-117134192_117131884-117131960_117136080-117136235	ATRT	inclusion
EPB41L1:36214360-36214440_36212271-36212376_36218875-36218962	ATRT	inclusion
NRM:30689276-30689452_30688046-30688942_30690841-30690967	ATRT	inclusion
TNRC6B:40270122-40270280_40264687-40267036_40273424-40273600	ATRT	inclusion
PCLAF:64376743-64376905_64364303-64366075_64380957-64381038	ATRT	inclusion
PAM:102974116-102974436_102961157-102961229_102990271-102990401	ATRT	inclusion
DROSHA:31521123-31521215_31515453-31515564_31526078-31526912	ATRT	inclusion
MFGE8:88899656-88899811_88898682-88899532_88901550-88901735	ATRT	inclusion
PIKFYVE:208347859-208348023_208346049-208346147_208350023-208350083	ATRT	inclusion
ANAPC11:81893552-81893614_81891937-81892106_81894466-81894586	ATRT	inclusion
PILRB:100353373-100354012_100353209-100353270_100355142-100355240	ATRT	inclusion
PKM:72203022-72203188_72200473-72200655_72206727-72206880	ATRT	inclusion
LAMA2:129443063-129443068_129440815-129440998_129445666-129445821	ATRT	inclusion
MORF4L2:103678499-103678600_103675495-103677051_103685170-103685260	GNG	inclusion
MORF4L2:103678499-103678651_103675497-103677051_103685170-103685260	GNG	inclusion
KIAA1191:176359811-176359918_176355570-176355749_176361601-176361735	GNG	inclusion
TSTD1:161038551-161038673_161037630-161038075_161038879-161038937	GNG	inclusion
MATR3:139307239-139308327_139293777-139294028_139314674-139314736	GNG	inclusion
CADM1:115198406-115198438_115178643-115178775_115214607-115214780	GNG	inclusion
CADM1:115209574-115209657_115178643-115178775_115214607-115214694	GNG	inclusion
OCIAD1:48857213-48857365_48851805-48851975_48860724-48861200	GNG	inclusion
MCFD2:46909023-46909177_46907528-46907969_46915722-46915761	GNG	inclusion
UBFD1:23566987-23567069_23562624-23562730_23570479-23570575	GNG	inclusion
GSE1:85665015-85665128_85663343-85663614_85665975-85666347	GNG	inclusion
MRPL47:179602652-179602797_179601729-179601790_179604526-179604638	GNG	inclusion
ADGRB2:31744193-31744357_31742837-31743002_31744647-31744731	GNG	inclusion
EIF3H:116726016-116726172_116658248-116658980_116755665-116755797	GNG	inclusion
LDB2:16505840-16505982_16501540-16502873_16508534-16508686	GNG	inclusion
BTF3L4:52059835-52059901_52056198-52056379_52064824-52064938	GNG	inclusion
CAMLG:134741066-134741523_134738494-134738792_134743986-134744052	GNG	inclusion
NDUFB5:179615983-179616049_179604808-179604939_179616982-179617044	GNG	inclusion
YBX1:42696199-42696288_42693489-42693523_42696641-42696944	GNG	inclusion
R3HDM2:57292572-57292667_57289008-57289040_57295398-57295507	GNG	inclusion
ABI2:203394700-203394846_203391043-203391143_203395655-203395780	GNG	inclusion
PHACTR1:13184799-13185005_13182518-13182686_13205814-13206136	GNG	inclusion
COA8:103571623-103571820_103562959-103563124_103587273-103587364	GNG	inclusion
NAP1L1:76067371-76067473_76060137-76060279_76074202-76074239	GNG	inclusion
PPP6R2:50436988-50437068_50436366-50436452_50437505-50437603	GNG	inclusion
