gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str	flip
GRIA1	GRIA1_153795476-153795590	-0.321052631578947	0.0582584983635774	19		chr5:153795476-153795590	+	0
CCNJL	CCNJL_160276269-160276412	-0.245333333333333	0.0524436205208349	3		chr5:160276269-160276412	-	0
CCDC30	CCDC30_42473122-42473303	-0.423071428571429	0.188725875395919	14		chr1:42473122-42473303	+	1
CSNK1G3	CSNK1G3_123605339-123605362	-0.234	0.0104243305140746	4		chr5:123605339-123605362	+	0
BAG6	BAG6_31644307-31644414	-0.339041666666667	0.043951597329351	48		chr6:31644307-31644414	-	0
ANKRD65	ANKRD65_1420052-1420592	-0.462391304347826	0.111342526030115	23		chr1:1420052-1420592	-	0
TUBGCP5	TUBGCP5_23024737-23024830	-0.288148148148148	0.00463849862732214	27		chr15:23024737-23024830	-	0
AC093157.1	AC093157.1_101075276-101075394	-0.358727272727273	0.223060122347806	11		chr1:101075276-101075394	+	0
STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB_100353373-100353483	-0.493	0.149808449122776	15		chr7:100353373-100353483	+	0
ADCYAP1R1	ADCYAP1R1_31095667-31095750	-0.407487179487179	0.172875201684987	39		chr7:31095667-31095750	+	1
CYB561D1	CYB561D1_109494520-109494623	-0.575333333333333	0.042533124346404	6		chr1:109494520-109494623	+	0
ZCWPW1	ZCWPW1_100402516-100402576	-0.27675	0.0666034738378767	12		chr7:100402516-100402576	-	0
ZNF783	ZNF783_149293751-149293842	-0.45115	0.0298774250282013	20		chr7:149293751-149293842	+	0
SSPO	SSPO_149816372-149816538	-0.5	0	7		chr7:149816372-149816538	+	0
WARS1	WARS1_100374136-100374179	-0.39	0.135114766032436	7		chr14:100374136-100374179	-	0
WARS1	WARS1_100374136-100374220	-0.374857142857143	0.145211176271958	14		chr14:100374136-100374220	-	0
CALML4	CALML4_68205121-68205151	-0.446	0	3		chr15:68205121-68205151	-	0
RIMS2	RIMS2_103927842-103927889	-0.474444444444444	0.128015732540098	9		chr8:103927842-103927889	+	1
EEF1D	EEF1D_143594416-143594518	-0.518	0.159275442760856	4		chr8:143594416-143594518	-	0
ZNF213-AS1	ZNF213-AS1_3132850-3132942	-0.6662	0.0723028353524258	5		chr16:3132850-3132942	-	0
PDZD4	PDZD4_153808360-153808595	-0.2672	0.0321862634606062	10		chrX:153808360-153808595	-	0
AC244197.3	AC244197.3_149526530-149527068	-0.619666666666667	0.0467154506917501	3		chrX:149526530-149527068	-	0
ARSL	ARSL_2964224-2964340	-0.387833333333333	0.107909993358663	6		chrX:2964224-2964340	-	0
CABIN1	CABIN1_24160330-24160406	-0.6715	0.324562012564625	2		chr22:24160330-24160406	+	1
DGCR9	DGCR9_18987757-18987900	-0.505058823529412	0.165631922718809	17		chr22:18987757-18987900	+	0
DGCR9	DGCR9_19005833-19005942	-0.325333333333333	0.055770362499569	3		chr22:19005833-19005942	+	0
EVA1C	EVA1C_32457597-32457720	-0.425882352941176	0.0847274176056231	17		chr21:32457597-32457720	+	0
LTN1	LTN1_28964577-28964766	-0.543333333333333	0.291720871153688	6		chr21:28964577-28964766	-	1
RTEL1	RTEL1_63689966-63690210	-0.242916666666667	0.00708284312029192	24		chr20:63689966-63690210	+	0
ADNP	ADNP_50904766-50904849	-0.4185	0.0643467170879758	2		chr20:50904766-50904849	-	0
RAB9A	RAB9A_13703735-13703902	-0.2813	0.0395419608348735	10		chrX:13703735-13703902	+	0
RAB9A	RAB9A_13703814-13703902	-0.237125	0.0591787546337366	8		chrX:13703814-13703902	+	0
SHANK1	SHANK1_50663097-50663169	-0.28	0.0930335960822756	9		chr19:50663097-50663169	-	0
MYH14	MYH14_50230825-50230999	-0.2718	0.107857313150291	5		chr19:50230825-50230999	+	0
AC245060.7	AC245060.7_22307533-22307591	-0.344	0	29		chr22:22307533-22307591	+	0
CATSPERG	CATSPERG_38359470-38359581	-0.879333333333333	0.295571762295837	6		chr19:38359470-38359581	+	1
ZNF566	ZNF566_36473332-36473458	-0.518375	0.130655421952992	8		chr19:36473332-36473458	-	0
C19orf12	C19orf12_29705274-29705394	-0.423125	0.185168215029316	8		chr19:29705274-29705394	-	0
ZNF433-AS1	ZNF433-AS1_11990169-11990381	-0.393	0.130847239176071	3		chr19:11990169-11990381	+	0
MAPRE2	MAPRE2_34988593-34988848	-0.22	0.00848528137423858	2		chr18:34988593-34988848	+	0
GPS1	GPS1_82052378-82052459	-0.499666666666667	0.0887148991620536	3		chr17:82052378-82052459	+	0
SNHG16	SNHG16_76558374-76559043	-0.263	0.0550136346735971	13		chr17:76558374-76559043	+	0
SNHG16	SNHG16_76558945-76559043	-0.26375	0.052911804835113	12		chr17:76558945-76559043	+	0
WBP2	WBP2_75852656-75852820	-0.231	0.0268700576850888	2		chr17:75852656-75852820	-	0
UNK	UNK_75791760-75792019	-0.271785714285714	0.00382348631736111	28		chr17:75791760-75792019	+	0
KCNJ16	KCNJ16_70108301-70108381	-0.265769230769231	0.0877203452704045	13		chr17:70108301-70108381	+	0
TEX14	TEX14_58602400-58602590	-0.958333333333333	0.0721687836487032	3		chr17:58602400-58602590	-	1
CACNB1	CACNB1_39185950-39186104	-0.354230769230769	0.140605923207472	13		chr17:39185950-39186104	-	0
AC098850.3	AC098850.3_16708796-16709635	-0.571	1.21618838889762e-16	6		chr17:16708796-16709635	+	0
CTC1	CTC1_8235831-8235959	-0.511	0.0543261753976233	4		chr17:8235831-8235959	-	0
SLC12A4	SLC12A4_67961575-67961706	-0.400206896551724	0.20128806282652	29		chr16:67961575-67961706	-	1
LRRC36	LRRC36_67365304-67365355	-0.749	0.164218012275011	10		chr16:67365304-67365355	+	0
APMAP	APMAP_24973645-24973737	-0.8555	0.204353859762912	2		chr20:24973645-24973737	-	0
TVP23A	TVP23A_10808537-10808606	-0.3885	0.149154282539926	4		chr16:10808537-10808606	-	0
ROGDI	ROGDI_4801050-4801321	-0.353846153846154	0.0947542895314792	26		chr16:4801050-4801321	-	0
RYR3	RYR3_33843488-33843574	-0.539714285714286	0.165186474714401	7		chr15:33843488-33843574	+	0
HERC2P3	HERC2P3_20461192-20461342	-0.5555	0.392444263558534	2		chr15:20461192-20461342	-	0
HERC2P3	HERC2P3_20466195-20466370	-0.444	0.24585225915849	7		chr15:20466195-20466370	-	0
HERC2P3	HERC2P3_20483403-20483517	-0.640666666666667	0.321732601187176	6		chr15:20483403-20483517	-	0
PPP2R5C	PPP2R5C_101818992-101819085	-0.329	0.124413289751002	7		chr14:101818992-101819085	+	0
RDH11	RDH11_67692438-67692593	-0.452	0.22017038856304	3		chr14:67692438-67692593	-	0
CES1	CES1_55810927-55811007	-0.507	0	9		chr16:55810927-55811007	-	0
PPP2R3C	PPP2R3C_35108095-35108236	-0.236	0	2		chr14:35108095-35108236	-	0
METTL3	METTL3_21500913-21501129	-0.406777777777778	0.131553010016664	9		chr14:21500913-21501129	-	0
NAA16	NAA16_41373768-41373880	-0.8426	0.215543035146117	5		chr13:41373768-41373880	+	1
RIMBP2	RIMBP2_130469020-130469169	-0.32945	0.118540899004698	20		chr12:130469020-130469169	-	0
GOLGA2P5	GOLGA2P5_100158679-100158873	-0.596538461538461	0.0124807544150676	13		chr12:100158679-100158873	-	0
GOLGA2P5	GOLGA2P5_100158798-100158873	-0.43	0	14		chr12:100158798-100158873	-	0
DTX3	DTX3_57605989-57606029	-0.276666666666667	0.0694286204193439	3		chr12:57605989-57606029	+	0
ZNF740	ZNF740_53184891-53185040	-0.284857142857143	0.0030237157840738	7		chr12:53184891-53185040	+	0
SCN8A	SCN8A_51688758-51688849	-0.356444444444444	0.126571235981078	9		chr12:51688758-51688849	+	0
POU6F1	POU6F1_51196799-51196946	-0.2532	0.0163191386327308	15		chr12:51196799-51196946	-	0
PRH1	PRH1_11121010-11121180	-0.299764705882353	0.0564009412729131	17		chr12:11121010-11121180	-	0
PVR	PVR_44658742-44658765	-0.263	0	3		chr19:44658742-44658765	+	1
AC005906.2	AC005906.2_5023524-5023621	-0.365666666666667	0.0946854441470986	3		chr12:5023524-5023621	+	0
DYRK4	DYRK4_4580824-4580977	-0.636	0.165226016001223	12		chr12:4580824-4580977	+	1
WNK1	WNK1_880721-880999	-0.248125	0.0489414737941437	8		chr12:880721-880999	+	0
HYLS1	HYLS1_125891423-125891472	-0.627	0.0764431524438622	10		chr11:125891423-125891472	+	0
TEX21P	TEX21P_64354001-64354074	-0.749	0.029698484809835	2		chr14:64354001-64354074	-	0
CCDC153	CCDC153_119193151-119193243	-0.628	0.100799659863372	8		chr11:119193151-119193243	-	0
CCDC84	CCDC84_119011939-119012003	-0.384	0.022	4		chr11:119011939-119012003	+	0
CASP12	CASP12_104887196-104887305	-0.8505	0.0657609306503489	2		chr11:104887196-104887305	-	0
NDRG4	NDRG4_58499144-58501077	-0.50475	0.192904176176776	60		chr16:58499144-58501077	+	0
CCDC82	CCDC82_96385937-96386020	-0.6175	0.343540148066181	10		chr11:96385937-96386020	-	0
NUMA1	NUMA1_72049419-72049539	-0.490909090909091	0.317830286330757	11		chr11:72049419-72049539	-	0
NFRKB	NFRKB_129893062-129893152	-0.282	0.015556349186104	2		chr11:129893062-129893152	-	0
PPP1R32	PPP1R32_61489782-61489946	-0.261	0	3		chr11:61489782-61489946	+	0
AP001931.2	AP001931.2_57806461-57806478	-0.304333333333333	0.0289885034683292	3		chr11:57806461-57806478	+	0
ATG13	ATG13_46625301-46625417	-0.243333333333333	0.0607974780178696	3		chr11:46625301-46625417	+	0
PPM1A	PPM1A_60268293-60268435	-0.4285	0.14764032872717	4		chr14:60268293-60268435	+	0
NEDD4L	NEDD4L_58227830-58227907	-0.556285714285714	0.325122394535614	7		chr18:58227830-58227907	+	0
CYP2E1	CYP2E1_133532124-133532284	-0.238888888888889	0.00333333333333333	9		chr10:133532124-133532284	+	0
C11orf65	C11orf65_108385920-108385975	-0.5695	0.344361002437849	2		chr11:108385920-108385975	-	0
MRPL43	MRPL43_100983948-100984074	-0.390555555555556	0.0696826607027486	18		chr10:100983948-100984074	-	0
MPO	MPO_58275542-58275702	-0.353	1.15213288168275e-16	14		chr17:58275542-58275702	-	0
CD300LF	CD300LF_74698576-74698621	-0.298	0.00848528137423858	2		chr17:74698576-74698621	-	0
COL13A1	COL13A1_69952882-69952968	-0.684083333333333	0.160213421971164	24		chr10:69952882-69952968	+	1
ST3GAL5	ST3GAL5_85852860-85853099	-0.673	0.353553390593274	2		chr2:85852860-85853099	-	1
ISLR2	ISLR2_74130554-74130621	-0.813888888888889	0.119090768370647	9		chr15:74130554-74130621	+	1
DNAAF1	DNAAF1_84177514-84177606	-0.318	0.0818860997565114	4		chr16:84177514-84177606	+	0
SNX10	SNX10_26354057-26354184	-0.293111111111111	0.0496347772344262	9		chr7:26354057-26354184	+	0
RAB28	RAB28_13369871-13369965	-0.314571428571429	0.0834962217565504	7		chr4:13369871-13369965	-	0
MCF2L2	MCF2L2_183231134-183231212	-0.313166666666667	0.120446530322242	6		chr3:183231134-183231212	-	0
PXYLP1	PXYLP1_141262243-141262340	-0.243666666666667	0.0293300187521249	9		chr3:141262243-141262340	+	0
ZBTB8OS	ZBTB8OS_32633951-32634072	-0.4572	0.188215833552866	5		chr1:32633951-32634072	-	0
ZBTB8OS	ZBTB8OS_32633951-32634110	-0.6155	0.178686876966385	4		chr1:32633951-32634110	-	0
CD200	CD200_112335943-112336017	-0.312	0.139197102460264	13		chr3:112335943-112336017	+	0
ALCAM	ALCAM_105552144-105552182	-0.243525	0.0351786557519303	40		chr3:105552144-105552182	+	0
MRNIP	MRNIP_179851243-179851337	-0.3466	0.13185711964092	5		chr5:179851243-179851337	-	0
ATP7B	ATP7B_51958311-51958400	-0.513	0.0353553390593274	2		chr13:51958311-51958400	-	0
LINC02018	LINC02018_75446468-75446535	-0.621714285714286	0.196960837296584	7		chr3:75446468-75446535	+	0
PXK	PXK_58423461-58423494	-0.608461538461538	0.125062394684024	13		chr3:58423461-58423494	+	0
IP6K2	IP6K2_48708120-48708237	-0.6315	0.244646343388438	10		chr3:48708120-48708237	-	0
APLP2	APLP2_130123612-130123779	-0.21	0.0014142135623731	2		chr11:130123612-130123779	+	0
PTK2	PTK2_140669727-140669735	-0.2476	0.0286059434383836	5		chr8:140669727-140669735	-	0
LINC02236	LINC02236_6777050-6777158	-0.8444375	0.127114105563991	16		chr5:6777050-6777158	+	1
TMEM116	TMEM116_112003800-112003863	-0.573	0.173948268171891	2		chr12:112003800-112003863	-	0
MTERF4	MTERF4_241095130-241096438	-0.3761	0.0478990837305081	10		chr2:241095130-241096438	-	0
NCBP2	NCBP2_196941487-196941602	-0.299	0.0367695526217005	2		chr3:196941487-196941602	-	0
LRRFIP1	LRRFIP1_237758729-237758821	-0.298166666666667	0.099233898777921	6		chr2:237758729-237758821	+	0
UBA1	UBA1_47198309-47198355	-0.2576	0.0922431569277635	5		chrX:47198309-47198355	+	0
MAP2	MAP2_209704450-209704620	-0.262083333333333	0.0514418618589486	12		chr2:209704450-209704620	+	0
CASP10	CASP10_201203730-201203766	-0.647823529411765	0.216028133380272	17		chr2:201203730-201203766	+	1
CACNA1C	CACNA1C_2681950-2682054	-0.6215	0.365703431758577	4		chr12:2681950-2682054	+	1
CERKL	CERKL_181565433-181565510	-0.356285714285714	0.118264835976597	7		chr2:181565433-181565510	-	0
PAQR3	PAQR3_78922141-78922421	-0.598461538461538	0.283562637226362	13		chr4:78922141-78922421	-	1
GIGYF2	GIGYF2_232731122-232731234	-0.408	0	2		chr2:232731122-232731234	+	0
GIGYF2	GIGYF2_232731122-232731258	-0.2705	0.0459619407771256	2		chr2:232731122-232731258	+	0
IBTK	IBTK_82231718-82231842	-0.285038461538462	0.0080720791335604	26		chr6:82231718-82231842	-	0
SMPDL3A	SMPDL3A_122795677-122795890	-0.413235294117647	0.107740155821637	17		chr6:122795677-122795890	+	0
SMPDL3A	SMPDL3A_122803664-122803833	-0.285444444444444	0.0330307096166246	9		chr6:122803664-122803833	+	0
AC078883.1	AC078883.1_172512334-172512518	-0.667	1.15555676109332e-16	13		chr2:172512334-172512518	-	0
MEAK7	MEAK7_84503958-84504147	-0.316875	0.0950104317580819	8		chr16:84503958-84504147	-	0
FTX	FTX_74284743-74284944	-0.298692307692308	0.109201941844292	13		chrX:74284743-74284944	-	0
AL390879.1	AL390879.1_136994847-136994995	-0.6945	0.0275771644662753	2		chrX:136994847-136994995	+	0
MAPK9	MAPK9_180286975-180287067	-0.430416666666667	0.276355982001256	12		chr5:180286975-180287067	-	0
MKLN1-AS	MKLN1-AS_131321879-131321931	-0.494333333333333	0.120088855991442	3		chr7:131321879-131321931	-	0
ALS2	ALS2_201719986-201720128	-0.212	0.00818535277187244	3		chr2:201719986-201720128	-	0
WDR11-AS1	WDR11-AS1_120808233-120808341	-0.3255	0.0843820676052284	4		chr10:120808233-120808341	-	0
FAM49A	FAM49A_16622939-16623137	-0.768	0.186676190233249	2		chr2:16622939-16623137	-	0
ANK2	ANK2_113374732-113374946	-0.268444444444444	0.0436552147833197	9		chr4:113374732-113374946	+	0
FAM47E	FAM47E_76280264-76280341	-0.4715	0.033	4		chr4:76280264-76280341	+	0
TMEM175	TMEM175_948116-948154	-0.3702	0.0677842164519145	5		chr4:948116-948154	+	0
KYAT3	KYAT3_88964556-88964712	-0.351571428571429	0.148778198607701	7		chr1:88964556-88964712	-	0
TTC7A	TTC7A_46917184-46917277	-0.604944444444444	0.0261971534650848	18		chr2:46917184-46917277	+	0
BLCAP	BLCAP_37521319-37521451	-0.628733333333333	0.197860869829089	15		chr20:37521319-37521451	-	0
MIR4435-2HG	MIR4435-2HG_111248148-111248241	-0.616714285714286	0.0734634487815424	28		chr2:111248148-111248241	-	0
LRRC37A3	LRRC37A3_64894649-64897654	-0.594421052631579	0.243771595234709	19		chr17:64894649-64897654	-	0
AGPAT4	AGPAT4_161165577-161165713	-0.275	0.0679006627360882	5		chr6:161165577-161165713	-	0
XPO6	XPO6_28154588-28154612	-0.364	0.0905096679918781	2		chr16:28154588-28154612	-	0
HRH2	HRH2_175691224-175691359	-0.460058823529412	0.104490711661513	17		chr5:175691224-175691359	+	0
TTN-AS1	TTN-AS1_178531314-178531578	-0.322162790697674	0.100937729562188	43		chr2:178531314-178531578	+	0
TACC2	TACC2_122143572-122143706	-0.523461538461538	0.165868437207139	26		chr10:122143572-122143706	+	0
CCDC175	CCDC175_59531772-59531910	-1	0	9		chr14:59531772-59531910	-	1
KCP	KCP_128879913-128880085	-0.722076923076923	0.0406600982505403	13		chr7:128879913-128880085	-	0
ANO1	ANO1_70111126-70111191	-0.84147619047619	0.149127334532479	21		chr11:70111126-70111191	+	0
LRRC37A4P	LRRC37A4P_45539892-45539963	-0.9742	0.0576905538194946	5		chr17:45539892-45539963	-	1
SLC49A3	SLC49A3_684483-684599	-0.251	5.99588961666477e-17	7		chr4:684483-684599	-	0
RAPGEF4	RAPGEF4_172960760-172960813	-0.24892	0.00600638549101427	25		chr2:172960760-172960813	+	0
FAHD2CP	FAHD2CP_96019201-96019260	-0.3595	0.195319396544907	4		chr2:96019201-96019260	+	0
FAHD2CP	FAHD2CP_96019538-96019700	-0.245	0.0410121933088198	2		chr2:96019538-96019700	+	0
AC006511.6	AC006511.6_8129264-8129362	-0.954	0.0400374824383352	3		chr12:8129264-8129362	+	1
PTS	PTS_112230208-112230230	-0.239090909090909	0.0318196623032192	11		chr11:112230208-112230230	+	0
TPTE2	TPTE2_19426425-19426517	-0.88425	0.125079117818626	8		chr13:19426425-19426517	-	1
TMCO4	TMCO4_19798071-19798215	-0.291571428571429	0.0656882971384735	7		chr1:19798071-19798215	-	0
LRRC42	LRRC42_53947862-53947981	-0.243666666666667	0.0435521282922876	12		chr1:53947862-53947981	+	0
NTAN1	NTAN1_15047997-15048099	-0.42125	0.0628537986123353	16		chr16:15047997-15048099	-	0
ATXN2L	ATXN2L_28836326-28836490	-0.32865	0.144811774383163	20		chr16:28836326-28836490	+	0
SUOX	SUOX_56001886-56001948	-0.414875	0.135917451313025	8		chr12:56001886-56001948	+	0
ZNF736	ZNF736_64307981-64308315	-0.581333333333333	0.223449540097305	12		chr7:64307981-64308315	+	0
PLSCR1	PLSCR1_146537996-146538044	-0.833125	0.158141381139066	8		chr3:146537996-146538044	-	1
ZNF266	ZNF266_9418766-9418895	-0.310608695652174	0.114848809361951	23		chr19:9418766-9418895	-	0
SOX2-OT	SOX2-OT_181778535-181778669	-0.656	0	2		chr3:181778535-181778669	+	0
PRR34-AS1	PRR34-AS1_46055599-46055733	-0.509666666666667	0.425001568624556	3		chr22:46055599-46055733	+	0
CADPS	CADPS_62467298-62467312	-0.25425	0.0586422771272285	4		chr3:62467298-62467312	-	0
TBCE	TBCE_235363014-235363128	-0.7966	0.167822227371704	5		chr1:235363014-235363128	+	1
TENM4	TENM4_79148710-79148806	-0.7145	0.0957721253810314	6		chr11:79148710-79148806	-	0
SLC25A26	SLC25A26_66236544-66236700	-0.3084	0.0424452588636234	10		chr3:66236544-66236700	+	0
CYP2J2	CYP2J2_59904366-59904516	-0.261533333333333	0.0566062422941734	15		chr1:59904366-59904516	-	0
ADCY9	ADCY9_4007368-4007558	-0.29775	0.0209180373294027	36		chr16:4007368-4007558	-	0
SNHG17	SNHG17_38425935-38426048	-0.52125	0.131248673462684	8		chr20:38425935-38426048	-	0
SNHG17	SNHG17_38425935-38426052	-0.325076923076923	0.104191699556204	13		chr20:38425935-38426052	-	0
KLK10	KLK10_51017110-51017290	-0.4	0	2		chr19:51017110-51017290	-	0
C1orf220	C1orf220_178545213-178545903	-0.4395	0.215762987249126	4		chr1:178545213-178545903	+	0
APEX1	APEX1_20455735-20455773	-0.924666666666667	0.0997409979229538	6		chr14:20455735-20455773	+	1
PCBP1-AS1	PCBP1-AS1_70053731-70053812	-0.58534375	0.18928398350439	32		chr2:70053731-70053812	-	0
PCBP1-AS1	PCBP1-AS1_70053731-70053815	-0.565823529411765	0.198966796466789	34		chr2:70053731-70053815	-	0
PCBP1-AS1	PCBP1-AS1_70055714-70055910	-0.38875	0.0266004385928754	4		chr2:70055714-70055910	-	0
AC138393.1	AC138393.1_224002522-224002622	-0.304142857142857	0.0848943752262478	14		chr1:224002522-224002622	+	0
ST18	ST18_52217742-52217901	-0.3155	0.0487903679018717	2		chr8:52217742-52217901	-	0
ST18	ST18_52217746-52217901	-0.297	0.0410121933088198	2		chr8:52217746-52217901	-	0
RAB11FIP5	RAB11FIP5_73079651-73081663	-0.265888888888889	0.0407689969353075	9		chr2:73079651-73081663	-	0
PTPN18	PTPN18_130359608-130359646	-0.377333333333333	0.0695868761573138	3		chr2:130359608-130359646	+	0
PPIP5K2	PPIP5K2_103176866-103176910	-0.369538461538462	0.163162809990827	13		chr5:103176866-103176910	+	0
RAPGEF1	RAPGEF1_131619051-131619209	-0.260333333333333	0.0470432425186303	6		chr9:131619051-131619209	-	0
AASS	AASS_122082788-122082891	-0.218833333333333	0.016400203250773	6		chr7:122082788-122082891	-	0
COL8A1	COL8A1_99691399-99691568	-0.354461538461538	0.121155282856764	13		chr3:99691399-99691568	+	0
MYO18A	MYO18A_29085604-29085648	-0.36996875	0.153876885093665	32		chr17:29085604-29085648	-	0
PEAR1	PEAR1_156902188-156902285	-0.580066666666667	0.0986801953402047	15		chr1:156902188-156902285	+	0
NUP54	NUP54_76134175-76134362	-0.3502	0.0784040815264103	5		chr4:76134175-76134362	-	0
AC108479.3	AC108479.3_88020510-88020601	-0.523833333333333	0.164582575755832	12		chr2:88020510-88020601	+	0
AC117464.1	AC117464.1_83968688-83968744	-0.8056	0.201691100448185	5		chr3:83968688-83968744	+	0
FYB1	FYB1_39208864-39208964	-0.3296	0.0671289803289161	5		chr5:39208864-39208964	-	0
GAPVD1	GAPVD1_125263551-125263700	-0.35075	0.0937776625855006	4		chr9:125263551-125263700	+	0
SLC3A2	SLC3A2_62876787-62876879	-0.2645	0.0785693506218733	8		chr11:62876787-62876879	+	0
ACSL6	ACSL6_131976184-131976240	-0.261	0.0545481438730962	5		chr5:131976184-131976240	-	0
CDKL3	CDKL3_134366359-134366544	-0.484	0.164048773235279	2		chr5:134366359-134366544	-	0
LINC01184	LINC01184_128081973-128082194	-0.685571428571429	0.145727893855703	7		chr5:128081973-128082194	-	0
DBNL	DBNL_44051830-44051942	-0.7994	0.210595109154985	5		chr7:44051830-44051942	+	1
FABP6	FABP6_160229546-160229624	-0.290958333333333	0.0407702781411919	24		chr5:160229546-160229624	+	0
ANK3	ANK3_60145968-60146021	-0.331125	0.107851054700453	16		chr10:60145968-60146021	-	0
RNF32	RNF32_156642977-156643087	-0.672	0.269135653528105	4		chr7:156642977-156643087	+	1
AL445524.1	AL445524.1_231524426-231524547	-0.2583	0.0582257102432708	10		chr1:231524426-231524547	-	0
BPHL	BPHL_3119285-3119512	-0.3165	0.18766370631176	4		chr6:3119285-3119512	+	0
AP1G2	AP1G2_23563584-23563609	-0.227	2.85602516873777e-17	18		chr14:23563584-23563609	-	0
AP1G2	AP1G2_23565816-23565892	-0.447846153846154	0.100069065218804	39		chr14:23565816-23565892	-	0
HLA-F-AS1	HLA-F-AS1_29728365-29728495	-0.786714285714286	0.142249445559217	7		chr6:29728365-29728495	-	1
ARHGAP26	ARHGAP26_143207383-143207473	-0.516208333333333	0.19442422893534	24		chr5:143207383-143207473	+	1
ENPP5	ENPP5_46170053-46170114	-0.308	0.0438710230866191	4		chr6:46170053-46170114	-	0
SORBS1	SORBS1_95351216-95351376	-0.252428571428571	0.0198947781541338	14		chr10:95351216-95351376	-	0
CEP162	CEP162_84217799-84217860	-0.477666666666667	0.0553202795847358	3		chr6:84217799-84217860	-	0
ZNF767P	ZNF767P_149563520-149563603	-0.34325	0.0770859909451776	4		chr7:149563520-149563603	-	0
FYN	FYN_111813892-111814107	-0.5842	0.11029823208012	5		chr6:111813892-111814107	-	0
THNSL2	THNSL2_88185551-88185724	-0.306333333333333	0.0341223289552946	3		chr2:88185551-88185724	+	0
TPTEP2	TPTEP2_38369986-38370045	-0.678	0.3179037590215	6		chr22:38369986-38370045	-	0
NR2F1-AS1	NR2F1-AS1_93438703-93438741	-0.578363636363636	0.0928894748906169	11		chr5:93438703-93438741	-	0
AMZ1	AMZ1_2709075-2709244	-0.667	1.35973995551052e-16	3		chr7:2709075-2709244	+	0
GGCT	GGCT_30497741-30497896	-0.477	0.0937251300345857	6		chr7:30497741-30497896	-	0
SNRK	SNRK_43289740-43289789	-0.2844	0.0341950288784788	5		chr3:43289740-43289789	+	0
COA1	COA1_43650612-43650712	-0.340307692307692	0.127091075762469	26		chr7:43650612-43650712	-	0
COA1	COA1_43657216-43657269	-0.2795	0.0490883557136177	4		chr7:43657216-43657269	-	0
SYTL2	SYTL2_85717483-85717726	-0.780153846153846	0.0358406843666586	39		chr11:85717483-85717726	-	0
STAG3L3	STAG3L3_72999055-72999162	-0.383	0.165773511583899	8		chr7:72999055-72999162	-	0
LINC02614	LINC02614_125853326-125853487	-0.6228	0.355526651602942	5		chr3:125853326-125853487	-	1
LINC02614	LINC02614_125910220-125910323	-0.7146	0.201040543174754	5		chr3:125910220-125910323	-	1
ZYX	ZYX_143382801-143383322	-0.375	0.176776695296637	2		chr7:143382801-143383322	+	0
LINC01145	LINC01145_145201142-145201301	-0.3985	0.0431335136523794	2		chr1:145201142-145201301	-	0
ACTR3B	ACTR3B_152783187-152783242	-0.371	0	7		chr7:152783187-152783242	+	0
ACTR3B	ACTR3B_152800531-152800655	-0.216	8.59975056989852e-17	16		chr7:152800531-152800655	+	0
CCDC136	CCDC136_128806237-128806395	-0.446428571428572	0.177714056040274	7		chr7:128806237-128806395	+	0
CLEC5A	CLEC5A_141945341-141945400	-0.678333333333333	0.239078787571517	6		chr7:141945341-141945400	-	1
CLEC5A	CLEC5A_141946214-141946312	-0.758342857142857	0.0196467971602361	35		chr7:141946214-141946312	-	0
C11orf80	C11orf80_66788160-66788269	-0.3752	0.0354711150092579	5		chr11:66788160-66788269	+	0
SSPO	SSPO_149798068-149798125	-0.692086956521739	0.119636157898354	23		chr7:149798068-149798125	+	0
TP53TG3D	TP53TG3D_32254394-32254683	-0.627636363636364	0.152198733718302	11		chr16:32254394-32254683	+	1
HSCB	HSCB_28743882-28743923	-0.498	0.169770433232645	6		chr22:28743882-28743923	+	0
TLK1	TLK1_171022872-171023129	-0.701428571428571	0.0652435841652287	14		chr2:171022872-171023129	-	0
KAT6A	KAT6A_42049576-42049707	-0.363666666666667	0.0589604387138812	3		chr8:42049576-42049707	-	0
KAT6A	KAT6A_42049620-42049707	-0.4095	0.021920310216783	2		chr8:42049620-42049707	-	0
ELOC	ELOC_73969560-73969673	-0.4688	0.28542196832059	5		chr8:73969560-73969673	-	0
TEPSIN	TEPSIN_81237551-81237660	-0.633333333333333	0.179070749519103	3		chr17:81237551-81237660	-	0
SETD9	SETD9_56911169-56911502	-0.3982	0.106450457960499	5		chr5:56911169-56911502	+	0
SETD9	SETD9_56911169-56911536	-0.443857142857143	0.071752882802548	7		chr5:56911169-56911536	+	0
DENND3	DENND3_141150286-141150348	-0.327428571428571	0.113191367666822	7		chr8:141150286-141150348	+	0
WDR97	WDR97_144113440-144113517	-0.785	0.0606217782649107	3		chr8:144113440-144113517	+	0
MROH1	MROH1_144242602-144242628	-0.284	0.0914800524704703	11		chr8:144242602-144242628	+	0
CELF1	CELF1_47499453-47499604	-0.37425	0.145231711413176	4		chr11:47499453-47499604	-	0
SMC5-AS1	SMC5-AS1_70218315-70218485	-0.554	0.25977572744856	8		chr9:70218315-70218485	-	0
SPIN1	SPIN1_88418778-88418951	-0.234076923076923	0.0266691505253465	13		chr9:88418778-88418951	+	0
