Splice ID	Case	Sample	Histology	CNS	Type
NR2C2AP:19202470-19202575_19202057-19202398_19202790-19202881	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
MRPL47:179602652-179602737_179601729-179601790_179604526-179604640	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
PEX2:76988307-76988338_76986186-76986296_76999989-77000078	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
PAXX:136992640-136992974_136992490-136992562_136993052-136993243	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
SUPV3L1:69182520-69182654_69180280-69180562_69185986-69186064	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
DNAAF4:55432497-55432602_55430307-55430779_55434904-55435058	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
APRT:88810423-88810556_88810069-88810148_88811549-88811656	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
ENSG00000236494:33795905-33796129_33793775-33794547_33802921-33803190	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
COPZ2:48027676-48027789_48026166-48026475_48028471-48028510	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
WBP2:75847796-75847930_75847099-75847609_75848569-75848662	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
ZNF561-AS1:9626784-9626860_9621477-9621645_9632227-9632417	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
ZNF573:37772938-37772982_37771563-37771696_37773660-37773751	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
MT1X:56683165-56683230_56682469-56682568_56683957-56684196	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
SLC38A9:55704322-55704434_55697845-55697992_55711451-55711499	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
ENSG00000165121:85829463-85829606_85822879-85823080_85837758-85837965	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
RICTOR:38949356-38949427_38947263-38947441_38949711-38950720	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
GUSBP1:21466619-21466748_21461782-21461866_21491320-21491508	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
ANGPT2:6532332-6532487_6527554-6527676_6562646-6563245	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
ZNF561:9620916-9620963_9619431-9619582_9621161-9621222	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
DNAJC6:65345611-65345723_65264693-65264932_65364634-65364761	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
FAHD2A:95410864-95411026_95410526-95410586_95412433-95412542	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
ZNF618:114035191-114035235_114032644-114032728_114036299-114036377	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
PIGN:62163531-62163656_62161132-62161385_62186843-62186989	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
NT5C2:103111745-103111805_103106588-103106706_103174857-103174982	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
SH3GLB1:86728403-86728441_86724312-86724405_86734601-86734691	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
SH3GLB1:86728403-86728489_86724312-86724405_86734601-86734691	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
CLN5:76998043-76998085_76995901-76996127_77000457-77002477	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
NPAS3:33055905-33055994_32934932-32935003_33215181-33215426	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
NUMB:73316390-73316422_73297210-73297285_73323129-73323204	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
DCAF17:171457971-171458075_171453121-171453213_171468887-171469030	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
KLHDC10:130096921-130097007_130070533-130070809_130116444-130116666	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
BCORL1:130010508-130010663_130005187-130005317_130012577-130012668	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
ELP3:28099828-28099966_28097218-28097318_28106712-28106783	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
EXOC7:76090329-76090397_76089174-76089320_76094413-76094581	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
RBMS2:56580278-56580375_56571697-56571855_56581183-56581263	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
TBC1D14:7006632-7006726_7001144-7001251_7010652-7010777	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
UBE3D:83063153-83063245_83057825-83058022_83065641-83065823	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
FAM102A:127948368-127948414_127948070-127948225_127950422-127950539	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
NTRK2:84803028-84803179_84751985-84752085_84810541-84811219	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
PPP2R2B:147040717-147040805_146878001-146878195_147081058-147081136	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
ISY1:129137131-129137196_129134831-129134954_129140367-129140485	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
CHL1:342984-343031_341911-342082_344588-344709	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
HSPG2:21868885-21868968_21865716-21865809_21872185-21872377	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
PPP1R35:100435631-100435767_100435281-100435533_100435847-100436064	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
FASTK:151076913-151077027_151076623-151076832_151077309-151077401	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
QARS1:49097992-49098117_49095931-49096079_49098191-49098258	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
NAPRT:143574986-143575093_143574784-143574900_143575422-143575525	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
TMEM198B:55834851-55835615_55832846-55833541_55836125-55836246	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
ENSG00000233184:101080887-101080998_101077362-101077508_101086851-101087265	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
LINC02904:143042958-143043087_143039260-143039569_143043177-143043262	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
LINC00844:59000346-59000503_58999625-58999787_59001228-59001543	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
CHKB-CPT1B:50578549-50578659_50577774-50577934_50579035-50579255	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
FCGRT:49513882-49514133_49513153-49513473_49524506-49524776	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
ZNF790-AS1:36801203-36801240_36797501-36797811_36801875-36801933	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
BCL7B:73553548-73553669_73552166-73552242_73557040-73557251	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
PDIK1L:26112460-26112650_26111836-26111915_26114291-26114593	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
SLC6A9:44011561-44011722_44010725-44010882_44024247-44024362	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
TRIM46:155178809-155178846_155178491-155178613_155179631-155179934	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
TARS2:150496482-150496628_150492184-150492489_150497529-150497587	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
MYNN:169774031-169774097_169773426-169773462_169774264-169774561	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
SEMA5A:9423094-9423238_9379822-9380023_9437755-9437852	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
RHBDD1:226839409-226839627_226836043-226836087_226864603-226864711	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
ABHD11:73737221-73737391_73736093-73736691_73737561-73737735	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
LTN1:28964577-28964766_28960516-28960706_28965864-28965906	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
PIK3C2A:17204307-17204375_17169351-17169806_17207847-17207983	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
NRBP2:143835820-143836030_143835661-143835730_143836126-143836180	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
NRBP2:143835967-143836030_143835017-143835730_143836126-143836180	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
DPP7:137113361-137113496_137113205-137113287_137113864-137114028	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
CREM:35188200-35188388_35126845-35127193_35206894-35207006	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
FAR2P3:130695467-130695591_130693734-130693796_130696341-130696409	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
AACS:125124902-125125024_125119857-125124769_125128160-125128274	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
COA8:103579371-103579491_103563076-103563124_103587273-103587364	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
ARSA:50626834-50627052_50626590-50626760_50627165-50627406	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
POLM:44074131-44074530_44073782-44074025_44078739-44078811	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
SLC38A9:55702739-55702894_55697845-55697992_55711451-55711499	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
ARHGEF1:41905175-41905261_41904948-41905036_41905759-41905827	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
WDR17:176068220-176068386_176065876-176066079_176111574-176111703	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
ABCC1:16068156-16068302_16056091-16056295_16071641-16071729	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
EIF4G1:184316132-184316218_184315407-184315856_184317320-184317431	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
LPGAT1:211830183-211830330_211829058-211829323_211830572-211830722	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
EGFL7:136663408-136663623_136662915-136663108_136664691-136664785	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
TROAP:49323845-49323946_49323603-49323752_49325500-49325658	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
TROAP:49323845-49324037_49323373-49323752_49325500-49325505	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
FAHD2A:95405553-95405803_95402707-95402872_95410526-95410586	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
INVS:100214925-100215040_100126382-100126549_100226061-100226213	SE	BS_QNNX91SM	H3.3 K28	NA	Inclusion
F12:177404499-177404664_177404195-177404413_177404809-177404914	SE	BS_QNNX91SM	H3.3 K28	NA	Skipping
IDS:149491538-149491667_149490313-149490440_149496345-149496516	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
STAG2:124090854-124090964_124090574-124090764_124094017-124094144	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ITM2A:79363423-79363554_79362941-79363139_79367104-79367334	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
EIF3L:37855565-37855644_37851279-37851490_37858678-37858740	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
AP1B1:29329712-29329720_29327679-29328895_29330377-29330532	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
NDUFV3:42903182-42904276_42896926-42897047_42908863-42909105	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
APP:25905024-25905077_25897572-25897673_25911740-25911962	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
APP:25997360-25997416_25982343-25982477_26021839-26022042	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
ADRM1:62304461-62304577_62303567-62303781_62306196-62306320	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
YWHAB:44887545-44887742_44885739-44885886_44901530-44901833	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
EPB41L1:36195329-36195364_36194211-36194360_36197858-36198041	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PLEKHA4:48839205-48839263_48838016-48838129_48841148-48841310	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
GEMIN7:45079907-45080029_45079259-45079377_45090106-45090537	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
APLP1:35878082-35878108_35877717-35877825_35878583-35878654	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
APLP1:35878085-35878108_35877717-35877825_35878583-35878654	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
SOS1:38989270-38989314_38987472-38987591_38995122-38995387	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
TENM3:182744143-182744163_182743169-182743419_182751799-182752032	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
EIF4E2:232574263-232574341_232567077-232567214_232580903-232581332	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ROBO1:78693348-78693356_78688647-78688772_78714396-78714524	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
MFSD12:3542776-3542977_3538274-3538756_3544808-3544939	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CD4:6800072-6800187_6789488-6789662_6814141-6814300	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
SNAP91:83556143-83556245_83552879-83554285_83560103-83560208	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
KCTD20:36474789-36475062_36470051-36470257_36479120-36479223	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
TOM1L2:17857769-17857855_17850892-17850952_17861475-17861551	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
BRD8:138159555-138159599_138156881-138157267_138160068-138160129	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
SEMA6A:116472885-116472935_116467582-116467747_116473072-116473093	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
TWF1:43805831-43806002_43804494-43804572_43806220-43806282	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
GPM6B:13807650-13807769_13785621-13785808_13938506-13938638	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
CERT1:75399310-75399387_75389591-75389687_75400204-75400297	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
BPHL:3119285-3119512_3118375-3118847_3123656-3123760	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
FRYL:48502828-48502845_48501622-48501733_48505546-48505615	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
SRSF3:36599821-36600276_36598848-36598983_36601151-36601190	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
PROM1:15979881-15979904_15971042-15971082_15980421-15980537	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
MAP2:209723595-209723687_209709913-209710254_209725708-209725790	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
GABBR1:29609229-29609379_29608600-29608733_29610923-29611001	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
KIDINS220:8747145-8747201_8736867-8736999_8747886-8748000	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
SERP2:44390357-44390578_44379640-44379713_44397271-44397710	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
TM2D1:61686792-61686921_61683451-61683546_61700933-61701025	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
TM2D1:61694697-61694770_61683271-61683546_61700933-61701025	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
DDX39B:31538763-31538855_31536499-31536683_31540321-31540534	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
SIDT2:117186990-117187001_117186583-117186636_117187377-117187449	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
FLOT1:30741614-30741704_30741189-30741333_30741791-30741867	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
FLOT1:30741662-30741704_30741189-30741333_30741791-30741867	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ERBIN:66072169-66072291_66053405-66054951_66076315-66076408	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
SAFB:5648989-5649499_5648015-5648043_5649925-5649975	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
TNIK:171107183-171107206_171101448-171101633_171108064-171108162	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
TPM3:154172029-154172104_154171412-154171488_154172907-154172978	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
NAV1:201790554-201790577_201789739-201789792_201790688-201790766	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ENAH:225517196-225517306_225514595-225514900_225519197-225519565	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ENAH:225517196-225517990_225514595-225514900_225519197-225519565	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
USP54:73534600-73534770_73530703-73530835_73536268-73536437	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
MMAB:109561243-109561329_109561039-109561104_109561419-109561517	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
QDPR:17492232-17492340_17490661-17490745_17501718-17501859	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
QDPR:17509271-17509363_17504378-17504475_17511949-17511981	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ELP6:47510184-47510254_47504193-47504448_47511147-47511226	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CLASP2:33594951-33594968_33592394-33592496_33602951-33603125	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PRKRIP1:102395977-102396537_102376211-102376322_102399547-102399648	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
CRAT:129108899-129109277_129107813-129108077_129110482-129110747	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
CRAT:129109103-129109277_129107813-129108077_129110482-129110710	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
CRAT:129109179-129109277_129107813-129108077_129110482-129110545	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
EXOC7:76091143-76091235_76089174-76089320_76094413-76094581	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CLIP2:74372932-74373036_74364254-74364315_74375886-74376822	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
FAM13C:59262434-59262645_59253716-59254443_59268552-59268691	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
AGRN:1051032-1051043_1050725-1050837_1051252-1051369	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PPT1:40076730-40076913_40072718-40074183_40078559-40078658	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PPT1:40076842-40076913_40072709-40074183_40078559-40078658	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
BTF3L4:52059835-52059901_52056198-52056379_52064824-52064938	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
BTF3L4:52083340-52083541_52064824-52064938_52086111-52086171	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
AGAP1:235718381-235718392_235717556-235717644_235740962-235741048	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
EPB41L2:130878104-130878250_130869562-130870126_130885095-130885268	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
EPB41L2:130878104-130878250_130870327-130870381_130885095-130885268	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
PPP3CC:22539469-22539498_22532920-22533018_22540614-22541056	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
KCNAB2:6041831-6041872_6040516-6040645_6072754-6072788	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PTBP2:96806419-96806452_96804784-96804939_96806865-96806958	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ABI1:26763880-26763960_26751597-26751783_26765217-26765318	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PRKD1:29656476-29656499_29638693-29638904_29663698-29663859	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PBX1:164820072-164820184_164811989-164812149_164821536-164821626	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CNP:41968068-41968740_41966794-41966887_41971891-41972031	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CNP:41968073-41968740_41966814-41966887_41971891-41972031	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
NEO1:73274692-73274724_73273810-73274005_73278130-73278199	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CMC2:80980770-80980879_80975801-80976179_80981805-80981877	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CMC2:80980770-80980879_80975801-80976179_80997313-80997429	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
UAP1:162592732-162592782_162590322-162590511_162597791-162597858	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
UAP1:162592735-162592782_162590322-162590511_162597791-162597858	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
FXR1:180975313-180975404_180970157-180970358_180976121-180976282	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
MAP4K4:101868029-101868037_101867211-101867309_101869621-101869797	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
DNM1L:32737865-32737942_32737104-32737161_32740063-32740240	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
RTN4:55025086-55027485_54987490-54987698_55028163-55028220	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
AMPH:38417825-38417950_38394004-38394214_38422420-38422477	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
BRSK2:1456955-1457049_1456597-1456687_1459191-1459239	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CLASP1:121409024-121409047_121407470-121407715_121410865-121410969	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
BIN1:127051154-127051243_127050801-127050912_127057472-127057601	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
BIN1:127051154-127051243_127050801-127050912_127059010-127059155	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
VPS13D:12338231-12338305_12335704-12335827_12341782-12341885	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PTPRS:5216720-5216767_5215497-5215595_5218419-5218532	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PTPRS:5218787-5218798_5218419-5218532_5219309-5219467	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PRPSAP2:18865469-18865564_18856298-18856429_18865801-18865900	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ANAPC16:72220054-72220379_72215999-72216138_72223887-72224056	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
SRP9:225786862-225786985_225783299-225783368_225789033-225789141	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
GNG5:84501826-84501970_84498322-84498548_84506010-84506301	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CCDC115:130339560-130339762_130338242-130339232_130340907-130341039	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
RPL7L1:42880861-42880966_42879615-42879951_42883450-42883614	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
RAF1:12606201-12606299_12604135-12604289_12608765-12608923	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
TNK2:195869497-195869541_195867360-195868709_195870113-195870168	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
GIGYF2:232700585-232700654_232697304-232697392_232703423-232703489	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
UBP1:33408690-33408797_33402800-33402904_33409235-33409346	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
INTS10:19849162-19849239_19845703-19845797_19851648-19852061	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ABLIM3:149242491-149242538_149239758-149239888_149244880-149245015	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
MAGI1:65387143-65387226_65383531-65383623_65391141-65391358	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
NOVA1:26549680-26549781_26479976-26480143_26595409-26595473	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
MACF1:39436482-39436490_39435557-39435761_39437776-39438008	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
DDR1:30885625-30885680_30881065-30881125_30888687-30888814	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
PDCD10:167725401-167725473_167720061-167720273_167734805-167734863	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
FEZ2:36560785-36560865_36558437-36558513_36578596-36578865	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
HNRNPM:8483158-8483211_8474166-8474244_8485602-8485648	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
MRPL52:22833418-22833489_22830186-22830254_22834171-22834346	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ELOB:2775451-2775556_2771413-2772102_2776992-2777127	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
FUBP3:130634667-130634738_130632201-130632278_130635998-130636126	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
MTRR:7873373-7873526_7870769-7870923_7875257-7875310	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
BCAS1:53957432-53957497_53953431-53953695_53975388-53975430	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
BCAS1:53966906-53967073_53953431-53953695_53975388-53975430	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
BCAS1:53992512-53992646_53985286-53985499_53995011-53995056	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
RPS24:78037439-78040225_78037193-78037304_78040614-78040716	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
RPS24:78040204-78040225_78037193-78037304_78040614-78040696	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
NUMA1:72012401-72012442_72010785-72010854_72012894-72016260	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
AP2M1:184180645-184180650_184180063-184180251_184180848-184180881	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
EIF4G2:10801661-10801774_10800961-10801087_10802048-10802209	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CYTH2:48477717-48477719_48474837-48474949_48478068-48478145	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CDC42BPA:227051881-227051985_227047926-227048010_227069776-227069853	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
NRXN2:64692847-64692876_64690404-64690476_64697774-64697792	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PC:66954249-66954436_66952295-66952468_66958321-66958383	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PPFIA1:70349923-70350039_70348188-70348420_70350993-70351023	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
ARRB1:75271701-75271724_75268888-75268959_75272894-75272978	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
PICALM:85978070-85978093_85976622-85976682_85981128-85981228	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
KYAT3:88988252-88988351_88969408-88969467_88992584-88992629	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
MARK3:103500156-103500200_103498501-103498528_103502881-103503071	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
CADM1:115198406-115198438_115178643-115178775_115209573-115209657	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
DBI:119367559-119367644_119366988-119367060_119368187-119368305	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
AP3M1:74138806-74138931_74138106-74138382_74150754-74150842	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
TMPO:98544951-98545061_98537474-98537572_98546358-98546447	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
SORBS1:95414494-95414655_95410632-95410777_95421960-95422073	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
ARHGEF40:21087320-21087463_21087000-21087105_21087967-21088098	SE	BS_V558NW3Q	H3.3 K28	NA	Inclusion
PAPOLA:96562819-96562893_96556174-96556413_96564954-96564988	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ATXN2L:28832496-28832567_28832186-28832399_28832816-28832887	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ZFYVE21:103729793-103729846_103729090-103729182_103732619-103732762	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
ATXN7:63997621-63997687_63995504-63996483_63999449-63999559	SE	BS_V558NW3Q	H3.3 K28	NA	Skipping
