gene	splice_event	avg_dpsi	stdev_dpsi	freq	coord	str	flip
SIGIRR	SIGIRR_408695-408893	0.409	0.123544092765064	8		chr11:408695-408893	-	0
AC006001.3	AC006001.3_66576755-66576932	0.310421052631579	0.0638177228862482	19		chr7:66576755-66576932	-	0
LINC02614	LINC02614_125875074-125875166	0.6416	0.0165469030334985	5		chr3:125875074-125875166	-	0
AC107871.1	AC107871.1_68199541-68199681	0.423642857142857	0.124850437997357	14		chr15:68199541-68199681	-	0
GTF2IP20	GTF2IP20_223952385-223952442	0.551352941176471	0.127804020465159	17		chr1:223952385-223952442	-	0
RASA4	RASA4_102602324-102602405	0.485125	0.152286794756285	8		chr7:102602324-102602405	-	0
DPY19L2P2	DPY19L2P2_103258444-103258592	0.785142857142857	0.125959613272764	14		chr7:103258444-103258592	-	0
CLEC5A	CLEC5A_141943896-141943964	0.4272	0.17602329391305	5		chr7:141943896-141943964	-	0
TMEM139	TMEM139_143285941-143286202	0.376	0.0715661532130538	8		chr7:143285941-143286202	+	0
AOC3	AOC3_42855444-42855573	0.403	0.156848653166038	5		chr17:42855444-42855573	+	0
CARD19	CARD19_93111879-93111938	0.3537	0.0997909481532936	10		chr9:93111879-93111938	+	0
SSPO	SSPO_149826679-149826821	0.449	0.0831659270889914	8		chr7:149826679-149826821	+	0
ZMYM5	ZMYM5_19851355-19851448	0.2235	0.00580229839517641	4		chr13:19851355-19851448	-	0
ADAM28	ADAM28_24308641-24308768	0.518	1.15555676109332e-16	13		chr8:24308641-24308768	+	0
WARS1	WARS1_100374136-100374265	0.856785714285714	0.236044935637712	28		chr14:100374136-100374265	-	0
TLR10	TLR10_38776110-38776426	0.443363636363636	0.139426161624906	11		chr4:38776110-38776426	-	0
UBXN8	UBXN8_30751507-30751518	0.6144	0.217518504959923	5		chr8:30751507-30751518	+	0
SYBU	SYBU_109645884-109646004	0.686933333333333	0.217054787904761	15		chr8:109645884-109646004	-	0
SAMD12	SAMD12_118439832-118439961	0.279333333333333	0.0722795498971413	3		chr8:118439832-118439961	-	0
SAMD12	SAMD12_118439862-118439961	0.336285714285714	0.061564909609599	7		chr8:118439862-118439961	-	0
NEU4	NEU4_241814892-241815147	0.281588235294118	0.0885967400807793	17		chr2:241814892-241815147	+	0
DPH7	DPH7_137575709-137575892	0.313555555555556	0.0217862577245617	27		chr9:137575709-137575892	-	0
EEF1D	EEF1D_143590608-143590729	0.5512	0.0553235935203056	5		chr8:143590608-143590729	-	0
PRDM2	PRDM2_13715541-13715614	0.41	0.133088487310306	34		chr1:13715541-13715614	+	0
AC009053.2	AC009053.2_74344779-74344971	0.371666666666667	0.0715448577234358	6		chr16:74344779-74344971	-	0
ADAMTSL1	ADAMTSL1_18675857-18675907	0.43788	0.157980040933446	25		chr9:18675857-18675907	+	0
GRHL3	GRHL3_24331426-24331612	0.451	0.116955832119081	16		chr1:24331426-24331612	+	0
ATP13A2	ATP13A2_16992243-16992342	0.4425	0.119501046020527	2		chr1:16992243-16992342	-	0
GLIDR	GLIDR_39778894-39778944	0.442571428571429	0.117612155186524	7		chr9:39778894-39778944	-	0
FRG1HP	FRG1HP_40993253-40993434	0.259125	0.045124826869474	16		chr9:40993253-40993434	+	0
COP1	COP1_176163815-176163891	0.563692307692308	0.13873378861173	13		chr1:176163815-176163891	-	0
TRPM6	TRPM6_74788614-74788742	0.475	0.0667952094090587	6		chr9:74788614-74788742	-	0
KIF27	KIF27_83903060-83904018	0.4259	0.0761656819775882	10		chr9:83903060-83904018	-	0
PAXBP1-AS1	PAXBP1-AS1_32732519-32732825	0.301	0.058847259919218	3		chr21:32732519-32732825	+	0
LINC00880	LINC00880_157103358-157103479	0.4742	0.254863100506919	5		chr3:157103358-157103479	-	0
PCED1B-AS1	PCED1B-AS1_47209281-47209458	0.363428571428571	0.118459356099968	7		chr12:47209281-47209458	-	0
SLC16A14	SLC16A14_230045745-230046722	0.291	0.0744801028079696	15		chr2:230045745-230046722	-	0
GGTA1P	GGTA1P_121479066-121479334	0.414028571428572	0.0241605971321388	35		chr9:121479066-121479334	-	0
CCDC18-AS1	CCDC18-AS1_93305388-93305470	0.427238095238095	0.132183548432437	21		chr1:93305388-93305470	-	0
CCDC18-AS1	CCDC18-AS1_93311490-93311608	0.456305555555556	0.137016124065631	36		chr1:93311490-93311608	-	0
LCN12	LCN12_136954724-136954826	0.241666666666667	0.0170098010962308	3		chr9:136954724-136954826	+	0
ENTPD2	ENTPD2_137048941-137049006	0.3645	0.140714249456123	2		chr9:137048941-137049006	-	0
HACD1	HACD1_17603726-17603744	0.5755	0.268420379256121	6		chr10:17603726-17603744	-	0
LINC00836	LINC00836_25652869-25653042	0.6728	0.183869518952979	25		chr10:25652869-25653042	+	0
ARMC4	ARMC4_27968923-27969018	0.742	0.364867099092259	2		chr10:27968923-27969018	-	1
DEDD2	DEDD2_42216680-42217045	0.312222222222222	0.0897024857387599	18		chr19:42216680-42217045	-	0
SP100	SP100_230449561-230449710	0.266555555555556	0.0456511530826745	9		chr2:230449561-230449710	+	0
AL035530.2	AL035530.2_159040919-159041055	0.487214285714286	0.114588345877707	14		chr6:159040919-159041055	+	0
ATP11C	ATP11C_139731651-139731755	0.408055555555556	0.150097016556243	18		chrX:139731651-139731755	-	0
STAG2	STAG2_123961786-123961856	0.3124	0.102944564370021	25		chrX:123961786-123961856	+	0
ZMAT1	ZMAT1_101887198-101887304	0.647461538461538	0.177106190078446	13		chrX:101887198-101887304	-	0
ZMAT1	ZMAT1_101892705-101892754	0.8645	0.0896963130314093	8		chrX:101892705-101892754	-	0
MAGIX	MAGIX_49164863-49165090	0.497444444444444	0.0766340510333219	9		chrX:49164863-49165090	+	0
CASS4	CASS4_56451819-56453129	0.364	0.084039425271714	17		chr20:56451819-56453129	+	0
RBM11	RBM11_14219553-14219725	0.50825	0.00639661368746517	4		chr21:14219553-14219725	+	0
SIN3B	SIN3B_16862884-16862979	0.238083333333333	0.0302840418109241	24		chr19:16862884-16862979	+	0
EPOR	EPOR_11382847-11382949	0.733190476190476	0.136694410656625	21		chr19:11382847-11382949	-	0
EPOR	EPOR_11382847-11382982	0.7586	0.137670621412123	20		chr19:11382847-11382982	-	0
FRG1EP	FRG1EP_29490007-29490064	0.542142857142857	0.143067416675796	14		chr20:29490007-29490064	-	0
TTC25	TTC25_41936762-41936927	0.382	0.0472863616701475	6		chr17:41936762-41936927	+	0
COX10-AS1	COX10-AS1_14033552-14033661	0.4185	0.0120208152801713	2		chr17:14033552-14033661	-	0
CBFA2T3	CBFA2T3_88880720-88880788	0.42	0.124498995979887	5		chr16:88880720-88880788	-	0
CMC2	CMC2_80998285-80998351	0.293	0.0355996254661946	4		chr16:80998285-80998351	-	0
CMC2	CMC2_80998285-80998354	0.326	0.0631928265971173	7		chr16:80998285-80998354	-	0
AC138969.1	AC138969.1_16318551-16318734	0.6063125	0.141902181683957	16		chr16:16318551-16318734	+	1
CARHSP1	CARHSP1_8868049-8868160	0.414045454545455	0.128186425725424	22		chr16:8868049-8868160	-	0
HMOX2	HMOX2_4483637-4483754	0.2865	0.0742462120245875	2		chr16:4483637-4483754	+	0
IQCH	IQCH_67400114-67400305	0.417470588235294	0.0799453857698013	17		chr15:67400114-67400305	+	0
ZNF772	ZNF772_57476380-57476672	0.528642857142857	0.0980452071106112	14		chr19:57476380-57476672	-	0
CATSPER2	CATSPER2_43649727-43649879	0.534666666666667	0.0629311793416692	3		chr15:43649727-43649879	-	0
CACNA1G	CACNA1G_50609882-50609935	0.3434	0.0436268266093238	5		chr17:50609882-50609935	+	1
SNRPN	SNRPN_24974288-24974456	0.4695	0.021920310216783	2		chr15:24974288-24974456	+	0
TMEM63C	TMEM63C_77196071-77196230	0.286	0	2		chr14:77196071-77196230	+	0
VCPKMT	VCPKMT_50112615-50112719	0.5665	0.35850313806158	2		chr14:50112615-50112719	-	0
C14orf28	C14orf28_44903207-44903296	0.310333333333333	0.0330807093837683	3		chr14:44903207-44903296	+	0
NAE1	NAE1_66826523-66826583	0.44325	0.130744844203182	8		chr16:66826523-66826583	-	0
BORA	BORA_72734960-72735005	0.4992	0.0949354668032072	15		chr13:72734960-72735005	+	0
CAB39L	CAB39L_49401133-49401270	0.3082	0.0444380789092289	15		chr13:49401133-49401270	-	0
GJB6	GJB6_20230866-20231061	0.665857142857143	0.166524701442387	7		chr13:20230866-20231061	-	1
IQCD	IQCD_113200580-113200813	0.526	0.0940859536098065	13		chr12:113200580-113200813	-	0
AC025569.1	AC025569.1_70520786-70520928	0.573307692307693	0.186855284741688	13		chr12:70520786-70520928	+	0
PRH1	PRH1_10883061-10883096	0.3846	0.157543080527906	10		chr12:10883061-10883096	-	0
PRH1	PRH1_10884154-10884275	0.639	0.184675777667627	8		chr12:10884154-10884275	-	1
PVR	PVR_44657762-44657910	0.292230769230769	0.0685129596574666	13		chr19:44657762-44657910	+	0
PVR	PVR_44658742-44658900	0.296416666666667	0.0971890924794017	12		chr19:44658742-44658900	+	0
BCO2	BCO2_112179278-112179482	0.39	0.0870563036201285	6		chr11:112179278-112179482	+	0
BCO2	BCO2_112179278-112179569	0.579	0.0806151350553976	6		chr11:112179278-112179569	+	0
ZNF585A	ZNF585A_37108287-37108385	0.702785714285714	0.215774162056046	14		chr19:37108287-37108385	-	1
PHF21A	PHF21A_46118742-46118800	0.507714285714286	0.106239845453129	7		chr11:46118742-46118800	-	0
IMMP1L	IMMP1L_31463172-31463305	0.558166666666667	0.107822103766371	12		chr11:31463172-31463305	-	0
IMMP1L	IMMP1L_31469740-31469797	0.5116	0.0949013522910325	10		chr11:31469740-31469797	-	0
AP006621.3	AP006621.3_778113-778218	0.507090909090909	0.0715827556684633	11		chr11:778113-778218	+	0
OAT	OAT_124414346-124414432	0.6662	0.132436076224397	15		chr10:124414346-124414432	-	0
ATE1	ATE1_121899866-121899994	0.3303	0.0263778105400901	10		chr10:121899866-121899994	-	0
MAPK10	MAPK10_86453030-86453181	0.389166666666667	0.12489037617289	12		chr4:86453030-86453181	-	0
XRRA1	XRRA1_74862981-74863021	0.7642	0.136328010019179	20		chr11:74862981-74863021	-	1
THAP6	THAP6_75515433-75515532	0.260823529411765	0.0421889133750172	17		chr4:75515433-75515532	+	0
TIE1	TIE1_43307796-43307924	0.268566666666667	0.0448043127029264	30		chr1:43307796-43307924	+	0
BDH1	BDH1_197538306-197538952	0.2445	0.0260784768827042	24		chr3:197538306-197538952	-	0
MUC12-AS1	MUC12-AS1_101015198-101015290	0.32025	0.0938132009189894	4		chr7:101015198-101015290	-	0
PHLDB2	PHLDB2_111948932-111949075	0.485833333333333	0.135761144055632	18		chr3:111948932-111949075	+	0
ARL13B	ARL13B_94003659-94003908	0.3619375	0.0568054794892183	16		chr3:94003659-94003908	+	0
AC073332.1	AC073332.1_17291230-17291371	0.633	0.218269558115647	6		chr7:17291230-17291371	-	0
DAG1	DAG1_49492823-49492973	0.544588235294118	0.169660344078813	17		chr3:49492823-49492973	+	0
DOCK9	DOCK9_98845329-98845372	0.3135	0.112429978208661	2		chr13:98845329-98845372	-	0
KIF9	KIF9_47243051-47243245	0.444636363636364	0.120805854764802	11		chr3:47243051-47243245	-	0
FAM181A-AS1	FAM181A-AS1_93925112-93925276	0.490964285714286	0.0922851788360635	28		chr14:93925112-93925276	-	0
FAM181A-AS1	FAM181A-AS1_93925112-93925338	0.38164	0.0927248977711308	25		chr14:93925112-93925338	-	0
STAC	STAC_36443364-36443640	0.437	0.275771644662754	2		chr3:36443364-36443640	+	0
ALDH3B1	ALDH3B1_68018527-68018637	0.336666666666667	0.131650593572072	12		chr11:68018527-68018637	+	0
PTPRZ1	PTPRZ1_122012078-122013889	0.344428571428571	0.0943538930985741	21		chr7:122012078-122013889	+	0
PTPRZ1	PTPRZ1_122012648-122013889	0.328857142857143	0.0903727202834382	21		chr7:122012648-122013889	+	0
SEPTIN2	SEPTIN2_241317499-241317599	0.379	0.0526054496543213	10		chr2:241317499-241317599	+	0
AGFG1	AGFG1_227531091-227531210	0.259	0.0311126983722081	2		chr2:227531091-227531210	+	0
ACSL3	ACSL3_222900674-222900780	0.37125	0.110226316771862	12		chr2:222900674-222900780	+	0
CA5B	CA5B_15749971-15750165	0.253571428571429	0.0371970300913802	7		chrX:15749971-15750165	+	0
OSGEP	OSGEP_20451257-20451452	0.4975	0.130723262767464	8		chr14:20451257-20451452	-	0
TTC38	TTC38_46292203-46292328	0.237538461538461	0.0343574722212781	13		chr22:46292203-46292328	+	0
CD33	CD33_51225218-51225598	0.52275	0.0793921509745368	12		chr19:51225218-51225598	+	0
INSYN2A	INSYN2A_127175212-127176400	0.392666666666667	0.112	9		chr10:127175212-127176400	-	0
CCNL1	CCNL1_157149287-157149385	0.235555555555556	0.0672701849096446	9		chr3:157149287-157149385	-	0
KIAA2026	KIAA2026_5944871-5944960	0.45775	0.0438434715778758	4		chr9:5944871-5944960	-	0
DGUOK	DGUOK_73938910-73939022	0.288142857142857	0.0842880548504721	7		chr2:73938910-73939022	+	0
ARPP21	ARPP21_35715439-35715476	0.578625	0.216058813090986	8		chr3:35715439-35715476	+	0
CLEC4E	CLEC4E_8537115-8537266	0.2655	0.0431335136523794	2		chr12:8537115-8537266	-	0
AC006504.5	AC006504.5_27797754-27798176	0.407590909090909	0.105238350374806	22		chr19:27797754-27798176	+	0
THAP9-AS1	THAP9-AS1_82899713-82899737	0.2854	0.081533407580722	30		chr4:82899713-82899737	-	0
FGF1	FGF1_142685957-142686088	0.329	0.0561515805654658	3		chr5:142685957-142686088	-	0
ARMC3	ARMC3_22946144-22946261	0.437	0.152278879503551	8		chr10:22946144-22946261	+	0
CEP63	CEP63_134558142-134558347	0.434875	0.111041047052136	24		chr3:134558142-134558347	+	0
SULF1	SULF1_69495765-69495926	0.48844	0.116849290398644	25		chr8:69495765-69495926	+	0
NTNG1	NTNG1_107421084-107421143	0.820866666666667	0.12595286344313	15		chr1:107421084-107421143	+	1
CGREF1	CGREF1_27100416-27100542	0.427571428571429	0.133250899425866	14		chr2:27100416-27100542	-	0
DYNLL1	DYNLL1_120495284-120495437	0.519333333333333	0.121467073727821	9		chr12:120495284-120495437	+	0
C5orf34	C5orf34_43508577-43508666	0.38475	0.032159757461772	4		chr5:43508577-43508666	-	0
ARMC10	ARMC10_103086869-103086937	0.634076923076923	0.17054591832234	13		chr7:103086869-103086937	+	0
CLCA4	CLCA4_86563661-86563769	0.5019	0.0978620911736965	10		chr1:86563661-86563769	+	0
CFAP126	CFAP126_161366439-161366501	0.526333333333333	0.15232158962756	6		chr1:161366439-161366501	-	0
LINC02798	LINC02798_121427982-121428064	0.411666666666667	0.0947311986623203	9		chr1:121427982-121428064	+	0
CENPS-CORT	CENPS-CORT_10434657-10434690	0.281	0.0587805911397363	20		chr1:10434657-10434690	+	0
PRR5L	PRR5L_36376629-36376704	0.470933333333333	0.0901106198487382	15		chr11:36376629-36376704	+	0
AGRN	AGRN_1051993-1052016	0.7375	0.230931653463592	8		chr1:1051993-1052016	+	0
AL162258.1	AL162258.1_153628121-153628237	0.380511627906977	0.134891556460846	43		chr1:153628121-153628237	-	0
LGALS9	LGALS9_27643525-27643620	0.2515	0.0459619407771256	2		chr17:27643525-27643620	+	0
AC006030.1	AC006030.1_74247036-74247307	0.466	0.184190119170383	4		chr2:74247036-74247307	-	0
AL359764.2	AL359764.2_241424626-241424714	0.708263157894737	0.192393936756294	19		chr1:241424626-241424714	+	0
NUDT2	NUDT2_34336229-34336341	0.280642857142857	0.0335068469302737	14		chr9:34336229-34336341	+	0
NUDT2	NUDT2_34336300-34336341	0.220538461538462	0.012567254968206	13		chr9:34336300-34336341	+	0
PIK3CB	PIK3CB_138796463-138796567	0.257	0.0664357906983449	8		chr3:138796463-138796567	-	0
LINC01141	LINC01141_20428584-20428670	0.398923076923077	0.141229990640835	13		chr1:20428584-20428670	-	0
PI4KB	PI4KB_151326172-151326373	0.264647058823529	0.110731059992483	17		chr1:151326172-151326373	-	0
DPEP2	DPEP2_67991838-67991979	0.2945	0.00494974746830584	2		chr16:67991838-67991979	-	0
ADD3-AS1	ADD3-AS1_109947196-109947276	0.361	0.0542125446737192	5		chr10:109947196-109947276	-	0
AC008695.1	AC008695.1_131561978-131562047	0.591	0.121622366364086	2		chr5:131561978-131562047	-	0
AASDH	AASDH_56345127-56345290	0.327947368421053	0.117223183943285	19		chr4:56345127-56345290	-	0
AC118553.2	AC118553.2_100043073-100043229	0.536272727272727	0.124437205777927	11		chr1:100043073-100043229	+	0
CFAP69	CFAP69_90306901-90307098	0.518466666666667	0.152922420418546	15		chr7:90306901-90307098	+	0
RFC2	RFC2_74249012-74249220	0.388894736842105	0.144720379712374	19		chr7:74249012-74249220	-	0
NFIA-AS2	NFIA-AS2_60969931-60970065	0.444764705882353	0.0959700265150782	34		chr1:60969931-60970065	-	0
ATP5MC2	ATP5MC2_53669871-53670114	0.342833333333333	0.0495799018420435	6		chr12:53669871-53670114	-	0
AC090517.5	AC090517.5_56917065-56917212	0.272	0.0664590099234107	6		chr15:56917065-56917212	-	0
LINC01515	LINC01515_65585665-65585802	0.489153846153846	0.115908823583951	26		chr10:65585665-65585802	+	0
ATP5MG	ATP5MG_118405657-118405709	0.617666666666667	0.160011552613232	12		chr11:118405657-118405709	+	0
GLB1L	GLB1L_219239920-219240094	0.405285714285714	0.103872861848374	7		chr2:219239920-219240094	-	0
GEMIN2	GEMIN2_39124992-39125036	0.2803	0.099464175572023	10		chr14:39124992-39125036	+	0
STRA6LP	STRA6LP_97294845-97294991	0.286333333333333	0.0287286152352203	3		chr9:97294845-97294991	+	0
CSGALNACT2	CSGALNACT2_43154897-43155810	0.350416666666667	0.144949181272318	12		chr10:43154897-43155810	+	0
GPX8	GPX8_55160994-55161255	0.4315	0.121455753260189	6		chr5:55160994-55161255	+	0
NUP214	NUP214_131232162-131232308	0.262142857142857	0.0403791553957756	7		chr9:131232162-131232308	+	0
BCS1L	BCS1L_218660037-218660218	0.53425	0.187584223507978	12		chr2:218660037-218660218	+	0
MTMR12	MTMR12_32234962-32235129	0.285538461538462	0.082471828912075	13		chr5:32234962-32235129	-	0
BX284613.2	BX284613.2_171247581-171247727	0.836285714285714	0.211841896259897	14		chr1:171247581-171247727	-	0
MALINC1	MALINC1_140106296-140106490	0.483571428571429	0.226713370538556	7		chr5:140106296-140106490	-	0
AC104109.4	AC104109.4_134308138-134308466	0.428222222222222	0.119576103149603	9		chr5:134308138-134308466	-	0
GRIA1	GRIA1_153794621-153794735	0.394833333333333	0.195369820255501	6		chr5:153794621-153794735	+	0
GRIA1	GRIA1_153795476-153795590	0.446307692307692	0.0990752110060707	13		chr5:153795476-153795590	+	0
DCXR	DCXR_82037450-82037541	0.346181818181818	0.110895282299851	11		chr17:82037450-82037541	-	0
GABBR1	GABBR1_29629087-29629107	0.378382352941176	0.155912177048079	34		chr6:29629087-29629107	-	0
HCP5	HCP5_31463371-31463508	0.3041	0.088182197749886	10		chr6:31463371-31463508	+	0
FBXL4	FBXL4_98926477-98927060	0.373666666666667	0.155500267952609	3		chr6:98926477-98927060	-	0
ERVK13-1	ERVK13-1_2669411-2669561	0.459	0.139139703689699	15		chr16:2669411-2669561	-	0
ERVK13-1	ERVK13-1_2669411-2672570	0.4815	0.130972007187287	4		chr16:2669411-2672570	-	0
ERVK13-1	ERVK13-1_2671345-2672570	0.577666666666667	0.187905117900853	3		chr16:2671345-2672570	-	0
ERVK13-1	ERVK13-1_2671595-2672570	0.577666666666667	0.187905117900853	3		chr16:2671595-2672570	-	0
HROB	HROB_44150961-44151044	0.392461538461538	0.108922461246992	13		chr17:44150961-44151044	+	0
ANKRD65	ANKRD65_1420052-1420592	0.427	0.10336343647538	3		chr1:1420052-1420592	-	0
STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB_100353373-100353483	0.29	0.05939696961967	2		chr7:100353373-100353483	+	0
CYB561D1	CYB561D1_109494520-109494623	0.574	0.259443910811456	8		chr1:109494520-109494623	+	0
HCG17	HCG17_30242147-30242311	0.337333333333333	0.0830802824581942	3		chr6:30242147-30242311	-	0
ZCWPW1	ZCWPW1_100402516-100402576	0.42	0.11452801695073	4		chr7:100402516-100402576	-	0
CEP41	CEP41_130400039-130400254	0.265296296296296	0.0671810497632587	27		chr7:130400039-130400254	-	0
PLAGL1	PLAGL1_143966158-143966198	0.508076923076923	0.190339810837732	13		chr6:143966158-143966198	-	0
PLAGL1	PLAGL1_143966158-143966212	0.598333333333333	0.206261234772065	12		chr6:143966158-143966212	-	0
DUSP19	DUSP19_183087040-183087192	0.38	0.107901807213781	11		chr2:183087040-183087192	+	0
AC246817.2	AC246817.2_2721490-2721592	0.632125	0.1545522026156	16		chr8:2721490-2721592	-	0
FKRP	FKRP_46748775-46748884	0.6263125	0.195613809584088	16		chr19:46748775-46748884	+	0
TARBP1	TARBP1_234433410-234433571	0.329533333333333	0.113557327666103	15		chr1:234433410-234433571	-	0
CALML4	CALML4_68205121-68205151	0.456625	0.119808110465583	16		chr15:68205121-68205151	-	0
RALYL	RALYL_84804770-84804802	0.379	0.110699292379551	7		chr8:84804770-84804802	+	0
GLIDR	GLIDR_39809486-39809615	0.262333333333333	0.0459932707293247	15		chr9:39809486-39809615	-	0
ANP32B	ANP32B_98002276-98002387	0.445428571428571	0.203537758284843	7		chr9:98002276-98002387	+	0
RINL	RINL_38876331-38876490	0.404	0.166877200360025	2		chr19:38876331-38876490	-	0
AK8	AK8_132866904-132866953	0.374931034482759	0.153988851877216	29		chr9:132866904-132866953	-	0
AK8	AK8_132875115-132875199	0.2792	0.063711851330816	5		chr9:132875115-132875199	-	0
ZNF213-AS1	ZNF213-AS1_3132850-3132942	0.342545454545455	0.0705228525179798	11		chr16:3132850-3132942	-	0
ZNF213-AS1	ZNF213-AS1_3132850-3133367	0.338285714285714	0.0671061703216485	7		chr16:3132850-3133367	-	0
MASTL	MASTL_27180953-27181066	0.358857142857143	0.180052241096326	7		chr10:27180953-27181066	+	0
SLC25A48	SLC25A48_135874021-135874154	0.473	0.14981417060574	22		chr5:135874021-135874154	+	0
AGAP4	AGAP4_45848843-45848912	0.649272727272727	0.197779721361464	11		chr10:45848843-45848912	-	0
PRSS27	PRSS27_2715718-2715880	0.315916666666667	0.102371390120246	12		chr16:2715718-2715880	-	0
PTPN20	PTPN20_46940582-46940717	0.389	0.0679779375974294	3		chr10:46940582-46940717	+	0
PDZD4	PDZD4_153808360-153808595	0.48775	0.171449458052998	4		chrX:153808360-153808595	-	0
ZNF185	ZNF185_152922720-152922809	0.445444444444444	0.054445181400908	9		chrX:152922720-152922809	+	0
SLC25A43	SLC25A43_119410190-119410362	0.3775	0.088946613201403	6		chrX:119410190-119410362	+	0
ZDHHC8P1	ZDHHC8P1_23393926-23394057	0.387375	0.230399614024974	8		chr22:23393926-23394057	-	0
DGCR9	DGCR9_18987757-18987900	0.313142857142857	0.0436937393357774	7		chr22:18987757-18987900	+	0
OPRL1	OPRL1_64092688-64092953	0.350777777777778	0.0969279404559162	27		chr20:64092688-64092953	+	0
SYCP2	SYCP2_59877385-59877555	0.406857142857143	0.104216738441714	21		chr20:59877385-59877555	-	0
STX16-NPEPL1	STX16-NPEPL1_58691034-58691227	0.39775	0.16221693294269	16		chr20:58691034-58691227	+	0
ADNP	ADNP_50904766-50904849	0.312	0.043840620433566	2		chr20:50904766-50904849	-	0
FAM182A	FAM182A_26073770-26073869	0.4424	0.134360708542341	5		chr20:26073770-26073869	+	0
CFAP61	CFAP61_20246117-20246215	0.3545	0.0997020561473032	2		chr20:20246117-20246215	+	0
PTPRA	PTPRA_2975215-2975241	0.259833333333333	0.0474320445540218	30		chr20:2975215-2975241	+	0
ZNF497	ZNF497_58357952-58358286	0.73121052631579	0.160838282807217	19		chr19:58357952-58358286	-	0
SNU13	SNU13_41687722-41688327	0.548333333333333	0.137274663843454	3		chr22:41687722-41688327	-	0
RAB9A	RAB9A_13703735-13703902	0.2458	0.0291324561271445	5		chrX:13703735-13703902	+	0
RAB9A	RAB9A_13703814-13703902	0.222	0.0168720676464583	4		chrX:13703814-13703902	+	0
PPM1N	PPM1N_45500681-45500710	0.4605	0.1209152595829	2		chr19:45500681-45500710	+	0
AC245060.7	AC245060.7_22307533-22307591	0.381375	0.115247482154089	8		chr22:22307533-22307591	+	0
CATSPERG	CATSPERG_38337740-38337861	0.7873125	0.193194795909897	16		chr19:38337740-38337861	+	0
LINC00906	LINC00906_28951032-28951352	0.3805625	0.091935461964721	16		chr19:28951032-28951352	+	0
ZNF257	ZNF257_22087531-22087595	0.940333333333333	0.0666502063012561	9		chr19:22087531-22087595	+	0
MEF2B	MEF2B_19157025-19157142	0.311888888888889	0.11345633463708	18		chr19:19157025-19157142	-	0
DNM2	DNM2_10797380-10797518	0.270666666666667	0.0545405048259243	6		chr19:10797380-10797518	+	0
GPS1	GPS1_82052378-82052459	0.403	0.175362481734264	2		chr17:82052378-82052459	+	0
CARD14	CARD14_80203822-80203885	0.6575	0.293449314192417	2		chr17:80203822-80203885	+	0
KIF19	KIF19_74344223-74344348	0.402470588235294	0.0821980213015031	17		chr17:74344223-74344348	+	0
RRP7BP	RRP7BP_42580217-42580359	0.4495	0.051618795026618	2		chr22:42580217-42580359	-	0
AC025048.2	AC025048.2_60128956-60129090	0.824333333333333	0.22041854126487	3		chr17:60128956-60129090	-	0
SEPTIN4	SEPTIN4_58526767-58526978	0.398533333333333	0.125358837324052	15		chr17:58526767-58526978	-	0
CACNB1	CACNB1_39185950-39186104	0.5135	0.0982878425849301	2		chr17:39185950-39186104	-	0
TUBA3FP	TUBA3FP_21011384-21011590	0.331857142857143	0.066456573719055	7		chr22:21011384-21011590	-	0
TVP23C	TVP23C_15540433-15540561	0.655214285714286	0.253960680957757	14		chr17:15540433-15540561	-	0
ALDOA	ALDOA_30068818-30068990	0.501333333333333	0.0605006887013142	3		chr16:30068818-30068990	+	0
CDR2	CDR2_22422161-22422214	0.5573	0.0718146534103204	10		chr16:22422161-22422214	-	0
ABCC1	ABCC1_16098873-16098902	0.26134693877551	0.00363748436656528	49		chr16:16098873-16098902	+	0
MYH11	MYH11_15708803-15708841	0.401428571428571	0.0428635709465009	7		chr16:15708803-15708841	-	0
LINC01569	LINC01569_4246973-4247061	0.481	0.189504617357995	2		chr16:4246973-4247061	-	0
DECR2	DECR2_406346-406361	0.65925	0.239087675689624	4		chr16:406346-406361	+	0
AC015712.1	AC015712.1_100850211-100850332	0.894	0.183597385602301	3		chr15:100850211-100850332	+	0
VPS33B-DT	VPS33B-DT_91030131-91030241	0.531875	0.148941443431399	8		chr15:91030131-91030241	+	0
ZNF814	ZNF814_57868458-57868579	0.582666666666667	0.0680906258844294	3		chr19:57868458-57868579	-	0
LOXL1	LOXL1_73946417-73946554	0.3392	0.0860127897466417	5		chr15:73946417-73946554	+	0
PKM	PKM_72203022-72203188	0.490894736842105	0.0752808775607444	19		chr15:72203022-72203188	-	0
KARS1	KARS1_75644283-75644462	0.2542	0.0514042799774493	10		chr16:75644283-75644462	-	0
PPIP5K1	PPIP5K1_43560413-43560595	0.326422222222222	0.0145109502365516	45		chr15:43560413-43560595	-	0
SRP14-AS1	SRP14-AS1_40056453-40056641	0.7005	0.200575600282216	8		chr15:40056453-40056641	+	1
HERC2P3	HERC2P3_20501546-20501714	0.892571428571429	0.0979146858968853	7		chr15:20501546-20501714	-	0
MAP3K9	MAP3K9_70735961-70736029	0.707222222222222	0.0788661638148566	27		chr14:70735961-70736029	-	1
KIAA0586	KIAA0586_58433112-58433344	0.738111111111111	0.182278251887358	9		chr14:58433112-58433344	+	0
DHRS4-AS1	DHRS4-AS1_23953774-23954033	0.317375	0.0868939213721453	8		chr14:23953774-23954033	-	0
