SpliceID	dPSI	Uniprot	Type
MCRIP2:647416-647544	0.449	Other	SE
MDM1:68325440-68325575	-0.294	Other	SE
MED12L:151409242-151409332	-0.362	Other	SE
MED15:20575112-20575232	0.168	Other	SE
MEF2C:88760987-88761125	0.159	Other	SE
MEIS1:66569049-66569145	0.113	Other	SE
METTL25B:156734008-156734493	0.253	Other	SE
METTL25B:156734008-156734493	-0.76	Other	SE
METTL25B:156735724-156735909	-0.149	Other	SE
METTL26:634888-634956	0.139	Other	SE
METTL26:634888-635063	0.174	Other	SE
METTL5:169812456-169812524	-0.196	Other	SE
MFF:227347225-227347384	0.123	Other	SE
MFF:227347225-227347384	0.173	Other	SE
MFN2:11992278-11992463	0.33	Other	SE
MFSD1:158805340-158805474	-0.142	Other	SE
MGA:41742545-41743172	0.244	Other	SE
MGA:41762128-41762362	-0.105	Other	SE
MGME1:17975683-17975903	0.133	Other	SE
MGRN1:4680031-4680097	0.213	Other	SE
MGST1:16357604-16357699	-0.179	Other	SE
MIA2:39293999-39294071	-0.107	Other	SE
MIA2:39320927-39321056	-0.257	Other	SE
MICAL1:109450299-109450557	0.13	Other	SE
MICALL1:37921971-37922426	0.114	Other	SE
MINDY1:151002164-151002323	0.283	Other	SE
MINDY1:151002164-151002400	0.297	Other	SE
MINDY1:151002164-151002706	0.305	Other	SE
MINDY1:151002164-151002968	0.272	Other	SE
MINK1:4892401-4892512	0.304	Other	SE
MIR762HG:30888713-30888958	0.482	Other	SE
MIS18BP1:45217018-45217179	0.104	Other	SE
MKI67:128114927-128116007	0.109	Other	SE
MLH1:37020309-37020463	-0.16	Other	SE
MLLT10:21617111-21617207	0.122	Other	SE
MLLT10:21682224-21682257	-0.199	Other	SE
MNAT1:60968228-60968397	-0.119	Other	SE
MPND:4352896-4353029	-0.123	Other	SE
MPPE1:11886712-11886781	0.221	Other	SE
MPST:37023751-37023927	0.111	Other	SE
MPST:37023751-37023927	0.303	Other	SE
MR1:181052234-181052510	0.296	Other	SE
MR1:181052234-181052510	0.783	Other	SE
MR1:181052321-181052510	0.223	Other	SE
MR1:181052321-181052510	0.288	Other	SE
MR1:181053572-181053677	0.408	Other	SE
MRE11:94492781-94492897	-0.371	Other	SE
MRE11:94492781-94492906	-0.354	Other	SE
MRI1:13765953-13766129	-0.298	Other	SE
MRPL3:131501843-131501924	0.359	Other	SE
MRPL48:73789334-73789490	0.422	Other	SE
MRPL55:228107976-228108084	0.453	Other	SE
MRPL55:228107976-228108137	0.515	Other	SE
MRPL9:151761961-151762010	0.23	Other	SE
MRRF:122270952-122271075	-0.109	Other	SE
MRRF:122285168-122285287	-0.37	Other	SE
MTERF4:241089979-241090044	-0.11	Other	SE
MTHFD2:74201381-74201479	-0.147	Other	SE
MTMR1:150762564-150762737	-0.104	Other	SE
MTMR2:95914241-95914312	0.105	Other	SE
MTMR2:95914241-95914333	0.118	Other	SE
MTMR2:95915814-95915963	0.497	Other	SE
MTRF1L:152991184-152991416	0.102	Other	SE
MTURN:30146176-30146299	0.154	Other	SE
MUC1:155188327-155188503	0.252	Other	SE
MVK:109581394-109581550	-0.301	Other	SE
MYB:135196725-135197323	0.174	Other	SE
MYB:135196960-135197323	0.212	Other	SE
MYD88:38139863-38139998	-0.108	Other	SE
MYO5A:52337809-52337884	0.309	Other	SE
NACA:56719725-56721459	0.126	Other	SE
NAGK:71075554-71075642	-0.106	Other	SE
NAP1L1:76059776-76059878	-0.135	Other	SE
NAT10:34139190-34139287	-0.102	Other	SE
NAV3:78121939-78122428	0.205	Other	SE
NBPF10:146142649-146142752	-0.22	Other	SE
NBPF14:148593597-148593700	-0.172	Other	SE
NBPF15:144437944-144438047	-0.168	Other	SE
NCL:231458265-231458620	0.54	Other	SE
NCOA2:70144641-70144848	-0.243	Other	SE
NCOR2:124334423-124334617	0.216	Other	SE
NCOR2:124354477-124354582	-0.13	Other	SE
NCOR2:124354477-124354582	-0.248	Other	SE
NDST1:150545311-150545486	0.117	Other	SE
NDUFAF6:95046993-95047127	-0.181	Other	SE
NDUFB5:179614951-179615059	-0.143	Other	SE
NEDD4:55846968-55847034	-0.144	Other	SE
NEK8:28735239-28735371	-0.391	Other	SE
NFASC:204997169-204997406	0.273	Other	SE
NFASC:205001169-205001286	0.405	Other	SE
NFASC:205001169-205001286	0.573	Other	SE
NFASC:205002595-205002748	0.147	Other	SE
NFATC2:51523080-51523596	-0.189	Other	SE
NFATC2:51523080-51524110	-0.382	Other	SE
NFE2L1:48054929-48055150	-0.119	Other	SE
NFIB:14155824-14155893	-0.228	Other	SE
NFIB:14155824-14155893	-0.264	Other	SE
NFIB:14179726-14179780	-0.11	Other	SE
NFKB2:102398738-102398864	0.399	Other	SE
NKTR:42620015-42620043	0.355	Other	SE
NME4:401946-402043	0.146	Other	SE
NME6:48296118-48296236	-0.23	Other	SE
NME7:169309969-169310080	-0.364	Other	SE
NMRAL1:4463641-4463850	-0.162	Other	SE
NMRAL1:4463677-4463850	-0.162	Other	SE
NPIPB4:21851769-21851855	0.495	Other	SE
NPIPB4:21851769-21852046	0.457	Other	SE
NPM1:171406396-171407161	0.176	Other	SE
NPM2:22025646-22025772	-0.171	Other	SE
NPRL2:50349385-50349490	-0.307	Other	SE
NPRL2:50349385-50349494	-0.13	Other	SE
NQO2:3015529-3015643	-0.331	Other	SE
NR1H3:47259360-47259606	0.157	Other	SE
NR1H3:47259790-47259979	-0.199	Other	SE
NR1H3:47261546-47261726	-0.355	Other	SE
NR4A2:156326311-156326328	-0.344	Other	SE
NT5C2:103139405-103139479	-0.131	Other	SE
NTMT1:129632649-129632801	-0.183	Other	SE
NTMT1:129632649-129632865	-0.163	Other	SE
NTRK2:84744972-84745073	0.171	Other	SE
NUP107:68721117-68721177	-0.137	Other	SE
NUP214:131189052-131189131	-0.308	Other	SE
NUP35:183133565-183133623	-0.153	Other	SE
NUP54:76145554-76145691	0.25	Other	SE
NVL:224307990-224308217	0.111	Other	SE
OARD1:41068840-41068953	-0.333	Other	SE
OCRL:129584343-129584367	0.126	Other	SE
ODF2:128471307-128471468	-0.104	Other	SE
OGDH:44647656-44647759	-0.295	Other	SE
OLA1:174081923-174082064	-0.389	Other	SE
OPA1:193603499-193603557	-0.365	Other	SE
OSBP2:30889489-30889636	0.127	Other	SE
OTUD7B:149949628-149949778	-0.101	Other	SE
OTUD7B:149949628-149949778	-0.155	Other	SE
P3H4:41803286-41803431	-0.116	Other	SE
P4HTM:49004097-49004260	-0.199	Other	SE
P4HTM:49004860-49005170	-0.421	Other	SE
P4HTM:49004860-49005867	-0.121	Other	SE
P4HTM:49005776-49005867	-0.111	Other	SE
P4HTM:49005776-49005867	-0.283	Other	SE
PABPC1L:44932341-44932432	0.542	Other	SE
PABPC1L:44933056-44933185	-0.249	Other	SE
PABPC1L:44933071-44933185	-0.271	Other	SE
PACRGL:20702140-20702221	0.241	Other	SE
PACRGL:20702140-20702221	0.519	Other	SE
PACRGL:20702140-20702221	0.634	Other	SE
PACRGL:20709682-20709773	0.173	Other	SE
PAK1:77349238-77349287	0.105	Other	SE
PAK1:77379893-77379994	-0.128	Other	SE
PAM:102974115-102974436	0.214	Other	SE
PAPOLA:96560648-96560711	-0.137	Other	SE
PAPOLA:96560648-96560711	-0.341	Other	SE
PAPOLA:96562818-96562893	0.115	Other	SE
PARD3:34284134-34284245	0.177	Other	SE
PARP2:20344931-20345126	-0.104	Other	SE
PATL1:59655955-59656045	0.129	Other	SE
PBRM1:52615350-52615456	-0.203	Other	SE
PBX3:125929654-125929845	0.167	Other	SE
PCBP2:53455884-53456001	-0.126	Other	SE
PCGF1:74505951-74506057	-0.446	Other	SE
PCMTD1:51860860-51861246	0.127	Other	SE
PCSK4:1487602-1487691	-0.185	Other	SE
PCYT2:81908875-81909321	-0.114	Other	SE
PDCD6IP:33827621-33827739	0.245	Other	SE
PDK3:24528075-24528186	-0.144	Other	SE
PDSS2:107212108-107212282	-0.207	Other	SE
PER2:238260827-238260953	-0.106	Other	SE
PER2:238275742-238275897	-0.122	Other	SE
PER2:238275742-238275897	-0.14	Other	SE
PEX19:160283529-160283639	-0.267	Other	SE
PFAS:8256834-8256963	-0.125	Other	SE
PFKFB2:207070279-207070409	0.221	Other	SE
PFKM:48132018-48132211	0.13	Other	SE
PHC3:170128339-170128387	-0.142	Other	SE
PHC3:170145422-170145521	-0.116	Other	SE
PHF20L1:132825034-132825157	0.188	Other	SE
PHF21A:45946075-45946098	0.404	Other	SE
PHF21A:45971115-45971364	0.12	Other	SE
PHF21A:46079133-46079166	-0.249	Other	SE
PHF7:52412810-52412920	-0.139	Other	SE
PIGQ:582247-582309	-0.124	Other	SE
PIGT:45419294-45419395	0.206	Other	SE
PIM2:48915019-48915392	-0.145	Other	SE
PIP5K1A:151215961-151216000	0.175	Other	SE
PIP5K1C:3633436-3633520	-0.166	Other	SE
PITHD1:23786314-23786423	0.184	Other	SE
PKD1:2092953-2093093	-0.135	Other	SE
PKP4:158577270-158577383	-0.175	Other	SE
PLAAT2:63558391-63558660	0.18	Other	SE
PLB1:28592660-28592719	-0.117	Other	SE
PLB1:28592660-28592719	-0.265	Other	SE
PLB1:28600808-28600860	-0.546	Other	SE
PLD1:171686684-171686798	-0.614	Other	SE
PLD1:171687370-171687584	-0.467	Other	SE
PLD1:171687370-171687584	-0.853	Other	SE
PLEC:143922503-143925884	0.121	Other	SE
PLEKHA7:16794487-16794714	0.364	Other	SE
PLEKHA8:30061896-30062027	-0.138	Other	SE
PLEKHA8:30078589-30078778	0.13	Other	SE
PLSCR1:146521543-146522053	0.358	Other	SE
PLSCR1:146521832-146522053	0.454	Other	SE
PLSCR1:146528613-146528831	0.127	Other	SE
PML:74032571-74032715	-0.201	Other	SE
PML:74033155-74033422	-0.164	Other	SE
PMS1:189795768-189795951	0.103	Other	SE
PNCK:153671879-153672018	-0.136	Other	SE
POGZ:151427822-151428014	0.762	Other	SE
POLI:54280666-54280903	-0.741	Other	SE
POLI:54283742-54283815	0.108	Other	SE
POLQ:121473349-121473487	-0.133	Other	SE
POLQ:121541348-121541479	0.145	Other	SE
POLR2D:127852924-127853105	0.101	Other	SE
POM121:72939335-72939409	-0.103	Other	SE
POM121:72940816-72940993	0.14	Other	SE
POM121C:75424525-75424628	-0.419	Other	SE
POU2F2:42117249-42117366	0.152	Other	SE
PPA2:105424195-105424322	0.151	Other	SE
PPARGC1A:23801729-23801881	0.104	Other	SE
PPCDC:75044385-75044514	-0.16	Other	SE
PPFIA1:70362287-70362488	0.132	Other	SE
PPOX:161168412-161168576	0.335	Other	SE
PPOX:161168431-161168576	0.335	Other	SE
PPP1R13B:103742653-103742823	-0.124	Other	SE
PPP1R9A:95203664-95203730	-0.111	Other	SE
PPP3CA:101083185-101083263	-0.384	Other	SE
PPRC1:102146671-102147392	0.473	Other	SE
PRC1:90969078-90969120	0.126	Other	SE
PRC1:90969078-90969120	0.129	Other	SE
PRC1-AS1:90983691-90983778	0.277	Other	SE
PRDX1:45514872-45514995	0.383	Other	SE
PRKAG1:49005742-49005881	0.166	Other	SE
PRKRA:178445425-178445535	0.298	Other	SE
PRKRA:178445425-178445535	0.434	Other	SE
PRKRA:178447455-178447586	0.417	Other	SE
PRKRA:178447455-178447586	0.445	Other	SE
PRKRA:178447455-178447586	0.454	Other	SE
PRKRA:178450365-178450411	-0.399	Other	SE
PROSER3:35765033-35765176	0.195	Other	SE
PROSER3:35765066-35765176	0.109	Other	SE
PROSER3:35765066-35765176	0.34	Other	SE
PRPF40B:49630544-49630625	0.178	Other	SE
PRR3:30561327-30561508	0.16	Other	SE
PRR3:30561327-30561508	0.182	Other	SE
PRUNE1:151018466-151018669	0.14	Other	SE
PRUNE1:151018466-151018669	-0.228	Other	SE
PRUNE1:151018556-151018669	-0.254	Other	SE
PRUNE1:151025514-151025673	0.217	Other	SE
PSPH:56019599-56019734	0.19	Other	SE
PSPH:56019599-56019808	0.246	Other	SE
PSRC1:109281618-109282060	-0.101	Other	SE
PTBP3:112275843-112276013	0.117	Other	SE
PTGES3:56665631-56666266	-0.104	Other	SE
PTGES3:56666203-56666266	-0.124	Other	SE
PTGR2:73879095-73879305	0.158	Other	SE
PTK2:140879470-140879637	-0.151	Other	SE
PTK2B:27422303-27422383	-0.142	Other	SE
PTPN12:77592184-77592256	-0.14	Other	SE
PTPRB:70532034-70532170	0.301	Other	SE
PUF60:143820665-143820716	-0.2	Other	SE
PUM1:30980061-30980178	0.108	Other	SE
PUM2:20278582-20278819	0.188	Other	SE
PUM2:20327309-20327378	0.108	Other	SE
PVR:44658741-44658900	0.11	Other	SE
QKI:163563419-163563719	-0.279	Other	SE
QPCTL:45698781-45698900	0.464	Other	SE
RAB18:27526827-27526889	-0.152	Other	SE
RAB29:205772495-205772567	0.36	Other	SE
RAB2A:60584207-60584290	-0.25	Other	SE
RAB34:28715992-28716058	-0.453	Other	SE
RAB34:28715992-28716061	-0.546	Other	SE
RAB7A:128797942-128798069	-0.344	Other	SE
RABL2A:113635050-113635130	-0.106	Other	SE
RABL2A:113635050-113635130	-0.117	Other	SE
RABL2A:113635050-113635130	-0.248	Other	SE
RABL2A:113640893-113641005	-0.168	Other	SE
RABL3:120690448-120690487	-0.103	Other	SE
RABL3:120738526-120738667	0.161	Other	SE
RAD51D:35107365-35107447	-0.298	Other	SE
RAD52:926795-926946	0.351	Other	SE
RAF1:12586274-12587637	-0.157	Other	SE
RAF1:12587590-12587637	-0.127	Other	SE
RAI14:34813573-34813660	0.258	Other	SE
RALY:34075873-34076040	0.333	Other	SE
RARA:40342795-40342867	-0.126	Other	SE
RARG:53227361-53227687	-0.124	Other	SE
RARS2:87583463-87583586	-0.38	Other	SE
RARS2:87585045-87585263	0.106	Other	SE
RARS2:87585045-87585263	0.125	Other	SE
RARS2:87585045-87585263	0.361	Other	SE
RARS2:87585045-87585263	0.36	Other	SE
RASSF7:563395-563478	0.505	Other	SE
RBCK1:409829-410025	0.136	Other	SE
RBCK1:409880-410025	0.113	Other	SE
RBCK1:420870-421006	0.239	Other	SE
RBFOX2:35752612-35752655	0.354	Other	SE
RBM33:155684932-155685052	0.113	Other	SE
RBM33:155711172-155711455	-0.39	Other	SE
RBM33:155711202-155711455	-0.206	Other	SE
RBM4:66643449-66644140	0.166	Other	SE
RBSN:15075046-15075116	-0.319	Other	SE
RBX1:40964046-40964117	-0.563	Other	SE
RBX1:40967798-40967884	-0.295	Other	SE
RDH11:67692437-67692593	0.311	Other	SE
RDH13:55059156-55059275	-0.288	Other	SE
REPS1:138917554-138917646	0.273	Other	SE
RFC4:186791724-186791850	0.113	Other	SE
RFFL:35016369-35016580	0.557	Other	SE
RFFL:35021370-35021781	0.107	Other	SE
RFX5:151345927-151345957	-0.179	Other	SE
RGL3:11399854-11399951	0.167	Other	SE
RGL3:11399854-11399969	0.219	Other	SE
RHOQ:46543753-46543812	-0.115	Other	SE
RHOQ:46543753-46543812	-0.136	Other	SE
RHOT1:32171042-32171101	-0.113	Other	SE
RHOT1:32171046-32171101	-0.297	Other	SE
RHOT2:670695-670773	-0.117	Other	SE
RIF1:151468473-151468551	0.166	Other	SE
RIPK1:3080978-3081116	-0.177	Other	SE
RNF126:652825-652884	0.3	Other	SE
RNF14:141978302-141978830	0.305	Other	SE
RNF150:140911143-140911354	-0.338	Other	SE
RO60:193069033-193069181	0.13	Other	SE
RPA2:27897632-27897707	-0.124	Other	SE
RPAIN:5425970-5426082	-0.14	Other	SE
RPE:210017789-210017887	0.268	Other	SE
RPIA:88729277-88729337	0.142	Other	SE
RPP14:58310289-58310406	-0.387	Other	SE
RPP14:58310289-58310406	-0.554	Other	SE
RPP14:58310308-58310406	-0.543	Other	SE
RPP14:58310308-58310406	-0.564	Other	SE
RPS3:75402303-75402446	0.178	Other	SE
RPTOR:80923489-80923673	0.269	Other	SE
RSF1:77693506-77693611	-0.444	Other	SE
RSKR:28612261-28612366	-0.14	Other	SE
RSRC1:158122102-158122298	0.129	Other	SE
RSRC2:122522142-122522329	-0.194	Other	SE
RSRP1:25306895-25306949	-0.407	Other	SE
RSRP1:25306895-25306949	-0.558	Other	SE
RUNX1:34859473-34859578	-0.102	Other	SE
RUNX2:45513449-45513653	0.157	Other	SE
RXRB:33196433-33196606	-0.735	Other	SE
RYK:134175929-134176039	0.124	Other	SE
SAMHD1:36941038-36941111	0.195	Other	SE
SATB2:199455868-199456096	0.185	Other	SE
SCAF8:154773988-154774072	-0.14	Other	SE
SCN1A:166047626-166047768	-0.184	Other	SE
SCO1:10692763-10692961	-0.165	Other	SE
SCO1:10692856-10692961	-0.853	Other	SE
SCYL2:100337386-100337506	-0.154	Other	SE
SDCCAG8:243293398-243293494	0.242	Other	SE
SDHC:161323613-161323670	-0.43	Other	SE
SDHC:161326650-161326768	-0.414	Other	SE
SDHC:161328395-161328497	-0.206	Other	SE
SEC11A:84680712-84680832	-0.11	Other	SE
SEC16A:136445051-136445111	-0.112	Other	SE
SEC16A:136453427-136453510	-0.408	Other	SE
SEC22C:42563764-42563980	-0.188	Other	SE
SEC24B:109481676-109481781	0.133	Other	SE
SEC24B:109481676-109481781	0.45	Other	SE
SEC31A:82830936-82830975	-0.309	Other	SE
SELENOI:26373366-26373629	-0.165	Other	SE
SELENOI:26375039-26375148	-0.194	Other	SE
SELENOI:26384958-26385139	-0.179	Other	SE
SELENOI:26384958-26385139	-0.269	Other	SE
SEMA4B:90217766-90217928	-0.38	Other	SE
SEPTIN4:58526681-58526978	0.128	Other	SE
SEPTIN4:58526766-58526978	0.371	Other	SE
SETMAR:4312897-4313229	0.167	Other	SE
SETMAR:4312897-4313229	0.331	Other	SE
SETMAR:4312897-4313761	0.15	Other	SE
SF1:64765950-64766155	0.109	Other	SE
SF1:64765950-64766155	0.117	Other	SE
SGO1:20174248-20175055	-0.233	Other	SE
SGO1:20175004-20175055	-0.155	Other	SE
SH3BP2:2825125-2825196	-0.135	Other	SE
SH3D19:151165588-151165696	-0.136	Other	SE
SHARPIN:144099080-144099205	0.114	Other	SE
SIN3B:16853068-16853158	-0.15	Other	SE
SIRT5:13591668-13591894	-0.455	Other	SE
SIRT5:13599031-13599155	-0.353	Other	SE
SIRT6:4179103-4179286	-0.152	Other	SE
SKA2:59119298-59119495	-0.434	Other	SE
SKA2:59119318-59119495	-0.191	Other	SE
SKA2:59119318-59119495	-0.425	Other	SE
SLC16A4:110378852-110379356	0.166	Other	SE
SLC1A3:36683863-36683998	-0.286	Other	SE
SLC22A5:132385327-132385499	-0.121	Other	SE
SLC25A13:96234801-96234917	-0.138	Other	SE
SLC26A9:205929203-205929356	0.26	Other	SE
SLC2A8:127403958-127404067	-0.117	Other	SE
SLC38A6:61037058-61037141	-0.101	Other	SE
SLC38A6:61046066-61046167	-0.369	Other	SE
SLC43A1:57493992-57494171	0.184	Other	SE
SLC47A2:19703091-19703167	-0.104	Other	SE
SLC4A11:3230731-3230845	-0.342	Other	SE
SLFN12:35421989-35423068	0.141	Other	SE
SLX4IP:10621313-10621414	-0.123	Other	SE
SMARCAD1:94278421-94278517	-0.278	Other	SE
SMARCC2:56164302-56164368	-0.224	Other	SE
SMARCD1:50087362-50087485	0.169	Other	SE
SMPDL3A:122795676-122795890	0.136	Other	SE
SNAP23:42529674-42529819	0.308	Other	SE
SNRNP70:49102113-49102173	0.134	Other	SE
SNRNP70:49102113-49102185	0.132	Other	SE
SNRNP70:49102113-49103587	0.124	Other	SE
SNRPD2:45689232-45689347	-0.195	Other	SE
SNRPD2:45689232-45689347	0.397	Other	SE
SNX5:17968374-17968457	-0.142	Other	SE
SORBS1:95414493-95414862	0.236	Other	SE
SORBS1:95414493-95414862	0.279	Other	SE
SORBS3:22566660-22566713	-0.274	Other	SE
SOX13:204121870-204121985	0.316	Other	SE
SP100:230449560-230449710	0.206	Other	SE
SP100:230462434-230462518	-0.292	Other	SE
SP100:230498460-230498535	0.23	Other	SE
SP3:173964404-173964553	-0.152	Other	SE
SPAST:32087491-32087578	-0.105	Other	SE
SPAST:32087494-32087578	-0.395	Other	SE
SPATA24:139397040-139397143	0.204	Other	SE
SPATS2L:200439121-200439328	0.145	Other	SE
SPEN:15872815-15873136	-0.111	Other	SE
SPG7:89524005-89524247	0.157	Other	SE
SPRED3:38394642-38394786	0.123	Other	SE
SRRM1:24647078-24647208	0.141	Other	SE
SRSF11:70247116-70247149	0.154	Other	SE
SRSF3:36599820-36600276	0.214	Other	SE
SRSF4:29159863-29160058	0.169	Other	SE
SRSF4:29159863-29160091	0.102	Other	SE
SRSF6:43459152-43459420	0.254	Other	SE
SRSF7:38748897-38749346	0.296	Other	SE
SS18:26080304-26080423	0.385	Other	SE
SS18:26082362-26082528	0.214	Other	SE
SS18:26082362-26082528	0.23	Other	SE
SS18:26084051-26084175	-0.174	Other	SE
SS18L1:62161435-62161580	-0.111	Other	SE
SSBP3:54258068-54258149	-0.117	Other	SE
SSBP4:18431352-18431418	0.162	Other	SE
SSBP4:18431646-18431706	-0.427	Other	SE
STAC3:57249040-57249308	0.299	Other	SE
STAU1:49165996-49166285	0.157	Other	SE
STAU1:49165996-49166285	0.196	Other	SE
STRADA:63713459-63713527	-0.134	Other	SE
STX16:58669290-58669453	-0.127	Other	SE
STX16:58669301-58669453	-0.112	Other	SE
SUN1:849519-849603	0.229	Other	SE
SUN1:849922-850033	0.118	Other	SE
SUPT20H:37017244-37017328	-0.129	Other	SE
SYCP2:59877384-59877555	0.477	Other	SE
SYNC:32684009-32684089	-0.209	Other	SE
SYNE1:152130719-152130778	0.17	Other	SE
SYVN1:65129728-65129915	-0.172	Other	SE
TAF1:71459149-71459251	-0.252	Other	SE
TAF1A:222563172-222563296	0.164	Other	SE
TANC1:159150369-159150556	0.138	Other	SE
TANC1:159163282-159163546	0.106	Other	SE
TAPBP:33304127-33304217	0.138	Other	SE
TARBP2:53502019-53502184	-0.203	Other	SE
TARBP2:53502059-53502184	-0.238	Other	SE
TARBP2:53503026-53503129	-0.152	Other	SE
TBC1D19:26683674-26683749	-0.883	Other	SE
TBCD:82911757-82911789	-0.21	Other	SE
TBRG1:124626472-124626609	0.177	Other	SE
TBRG1:124626472-124626609	0.195	Other	SE
TBX18:84760254-84760356	-0.13	Other	SE
TBX20:35249950-35250203	-0.156	Other	SE
TCERG1:146481149-146481200	-0.108	Other	SE
TCF25:89892192-89892275	0.398	Other	SE
TCF3:1631950-1632116	-0.114	Other	SE
TCF4:55350873-55351000	0.448	Other	SE
TCF4:55350873-55351003	-0.136	Other	SE
TCF4:55350873-55351003	0.233	Other	SE
TCF4:55461018-55461115	-0.115	Other	SE
TCF4:55461018-55461115	-0.253	Other	SE
TCF7L2:113159919-113159992	0.131	Other	SE
TCF7L2:113160618-113160691	0.103	Other	SE
TEAD1:12864837-12864900	0.143	Other	SE
TET2:105233896-105237351	-0.117	Other	SE
TET2:105243569-105243778	-0.144	Other	SE
TEX9:56391242-56391418	0.268	Other	SE
TFDP2:141993537-141993585	0.23	Other	SE
TGM1:24259074-24259249	0.317	Other	SE
TIPIN:66349314-66349437	0.243	Other	SE
TIPIN:66349314-66349437	0.338	Other	SE
TIPIN:66351524-66351600	0.119	Other	SE
TLE4:79649819-79649858	0.131	Other	SE
TLE4:79649819-79649858	0.166	Other	SE
TLE4:79649819-79649858	0.22	Other	SE
TLE4:79649819-79649858	0.2	Other	SE
TLE4:79649819-79649858	0.34	Other	SE
TLE4:79652592-79652794	-0.159	Other	SE
TLE4:79705888-79705942	-0.231	Other	SE
TLE4:79705888-79705942	-0.646	Other	SE
TLE4:79706746-79706899	-0.206	Other	SE
TLE4:79707122-79707218	0.3	Other	SE
TLE4:79707122-79707218	-0.525	Other	SE
TM7SF3:26980565-26980646	-0.16	Other	SE
TMEM143:48345159-48345354	0.247	Other	SE
TMEM14B:10749621-10749698	-0.301	Other	SE
TMEM168:112772780-112772818	0.213	Other	SE
TMEM175:947708-948154	0.116	Other	SE
TMEM185A:149608626-149608834	0.119	Other	SE
TMEM201:9609839-9609911	-0.13	Other	SE
TMEM94:75485870-75485998	-0.129	Other	SE
TMOD1:97546184-97546341	-0.129	Other	SE
TMPO:98544229-98544349	0.298	Other	SE
TMPO:98544441-98544537	0.216	Other	SE
TMPO:98544950-98545061	-0.294	Other	SE
TNIK:171128713-171128878	0.146	Other	SE
TNRC6A:24793472-24793649	0.118	Other	SE
TOM1L1:54960565-54960627	0.113	Other	SE
TOR2A:127732563-127732691	-0.223	Other	SE
TP53BP1:43421024-43421174	-0.258	Other	SE
TP53BP1:43446765-43446910	0.254	Other	SE
TP53BP1:43446765-43446914	0.326	Other	SE
TP73:3682332-3682430	-0.219	Other	SE
TPCN2:69067502-69067605	-0.164	Other	SE
TPCN2:69067502-69067605	-0.233	Other	SE
TPK1:144591422-144591569	0.149	Other	SE
TRAF3IP1:238344496-238344598	0.395	Other	SE
TRAIP:49842452-49842547	-0.478	Other	SE
TRAK1:42199176-42199253	-0.285	Other	SE
TRIM16L:18727524-18727702	-0.229	Other	SE
TRIM25:56912104-56912165	0.131	Other	SE
TRIO:14487463-14487730	0.241	Other	SE
TRIT1:39847547-39847660	0.13	Other	SE
TRO:54930740-54931031	0.108	Other	SE
TROAP:49330660-49330943	0.185	Other	SE
TRRAP:98957980-98958091	-0.134	Other	SE
TSNAXIP1:67827472-67827579	0.429	Other	SE
TTLL3:9816073-9816202	-0.124	Other	SE
TTLL3:9817644-9817759	-0.173	Other	SE
TTLL3:9817644-9818920	-0.108	Other	SE
TTLL3:9817644-9820741	-0.145	Other	SE
TTLL3:9818554-9818920	-0.159	Other	SE
TTLL3:9818821-9818920	-0.149	Other	SE
TTLL7:83948627-83948695	-0.255	Other	SE
TUBG2:42662972-42663052	-0.117	Other	SE
TUBGCP6:50220191-50221874	-0.104	Other	SE
TUBGCP6:50220250-50221874	-0.103	Other	SE
TUBGCP6:50221274-50221874	-0.104	Other	SE
TUT7:86318957-86319058	-0.124	Other	SE
TYW5:199936404-199936492	-0.152	Other	SE
UAP1L1:137078049-137078254	-0.215	Other	SE
UBA3:69071534-69071617	-0.378	Other	SE
UBAP2L:154237023-154237136	-0.118	Other	SE
UBE2G1:4289229-4289408	0.27	Other	SE
UBE2Q2:75868950-75869010	0.186	Other	SE
UBR7:93212031-93212127	0.225	Other	SE
UCHL5:193020306-193020381	-0.147	Other	SE
UCK2:165885141-165885379	0.16	Other	SE
UHRF2:6492302-6492401	0.25	Other	SE
UHRF2:6495584-6497103	0.34	Other	SE
UHRF2:6497048-6497103	0.336	Other	SE
UMPS:124742151-124742266	-0.153	Other	SE
UPB1:24521985-24522028	-0.301	Other	SE
UPB1:24523618-24523773	-0.189	Other	SE
UPF1:18851049-18851129	0.13	Other	SE
UPP1:48103296-48103411	0.143	Other	SE
USP10:84704739-84704860	-0.158	Other	SE
USP10:84704739-84704860	-0.543	Other	SE
USP10:84733434-84733503	-0.107	Other	SE
USP10:84740308-84740369	-0.211	Other	SE
USP10:84744632-84745673	0.157	Other	SE
USP10:84744632-84745673	0.221	Other	SE
USP10:84744632-84745673	0.227	Other	SE
USP2:119372706-119373521	0.147	Other	SE
USP25:15777903-15778027	-0.268	Other	SE
USP32:60211375-60211514	-0.115	Other	SE
USP35:78205841-78206035	-0.561	Other	SE
UTRN:144678405-144678578	-0.234	Other	SE
WAC:28595694-28596041	0.244	Other	SE
WAC:28595732-28596041	0.236	Other	SE
WARS1:100353686-100353869	0.53	Other	SE
WASHC2C:45769454-45769618	0.163	Other	SE
WDFY3:84704337-84704444	-0.131	Other	SE
WDFY3:84705393-84705511	-0.146	Other	SE
WDFY3:84705393-84705511	-0.304	Other	SE
WDPCP:63259306-63259409	-0.374	Other	SE
WDR20:102208602-102209862	0.206	Other	SE
WDR81:1730754-1730945	-0.573	Other	SE
