SpliceID	geneSymbol	dPSI	Preference_psi	Preference_de	z	sample_id
DNAJC11:6652828-6654039	DNAJC11	0.112	Skipping	NA	NA	NA
EWSR1:29288605-29291599	EWSR1	0.137	Skipping	NA	-2.9172291666666665	pHGG
EXOSC8:37000785-37001801	EXOSC8	0.15	Skipping	NA	NA	NA
EXOSC8:37000787-37002309	EXOSC8	0.202	Skipping	NA	NA	NA
EZH2:148816683-148817391	EZH2	0.117	Skipping	Down	-2.11252	pHGG
FMR1:147943130-147945051	FMR1	0.16	Skipping	Down	NA	NA
GAK:850935-851974	GAK	0.116	Skipping	NA	NA	NA
HDAC1:32331675-32332242	HDAC1	0.301	Skipping	Down	NA	NA
KDM2B:121442156-121443793	KDM2B	0.267	Skipping	Down	NA	NA
LYPD3:43463125-43463769	LYPD3	0.249	Skipping	Down	NA	NA
MCRS1:49566076-49566841	MCRS1	0.112	Skipping	Down	NA	NA
NF1:31229024-31229974	NF1	0.163	Skipping	NA	NA	NA
NONO:71290628-71291972	NONO	0.132	Skipping	Down	NA	NA
PHF20L1:132814636-132817545	PHF20L1	0.188	Skipping	Down	NA	NA
PKD1:2105321-2106024	PKD1	0.219	Skipping	Down	NA	NA
PML:74034477-74036394	PML	0.128	Skipping	Down	NA	NA
RBM39:35738967-35740887	RBM39	0.149	Skipping	Down	NA	NA
SCYL1:65538269-65538704	SCYL1	0.179	Skipping	NA	NA	NA
SCYL1:65538269-65538704	SCYL1	0.186	Skipping	NA	NA	NA
SLX4:3600978-3602307	SLX4	0.368	Skipping	NA	NA	NA
STK11:1220372-1220717	STK11	0.148	Skipping	NA	NA	NA
SUPT7L:27660983-27662281	SUPT7L	0.184	Skipping	NA	NA	NA
ADARB1:45222017-45226560	ADARB1	0.194	Skipping	Down	NA	NA
ARID5A:96549752-96550285	ARID5A	0.102	Skipping	Down	NA	NA
BAX:48960809-48961798	BAX	0.17	Skipping	Down	NA	NA
CIT:119718698-119720585	CIT	0.187	Skipping	NA	NA	NA
DMPK:45778492-45779359	DMPK	0.187	Skipping	Down	NA	NA
HSF4:67165945-67166395	HSF4	0.194	Skipping	NA	NA	NA
KDM6B:7853209-7854796	KDM6B	0.168	Skipping	Down	NA	NA
KRIT1:92242033-92245908	KRIT1	0.271	Skipping	NA	NA	NA
L3MBTL2:41227088-41227869	L3MBTL2	0.184	Skipping	Down	NA	NA
MBD6:57524028-57524416	MBD6	0.156	Skipping	NA	NA	NA
PNCK:153671879-153672200	PNCK	0.193	Skipping	NA	NA	NA
PTGR2:73876997-73880176	PTGR2	0.195	Skipping	Down	NA	NA
SNAPC4:136391941-136392594	SNAPC4	0.127	Skipping	Down	NA	NA
YBX2:7291092-7292059	YBX2	0.436	Skipping	Down	NA	NA
AFDN:167965756-167966270	AFDN	0.21	Skipping	Down	NA	NA
AFDN:167965756-167966276	AFDN	0.288	Skipping	Down	NA	NA
BANP:87975047-87975207	BANP	0.463	Skipping	Down	NA	NA
CASP8:201276826-201277104	CASP8	0.119	Skipping	Down	NA	NA
CD74:150405084-150406321	CD74	0.22	Skipping	Down	NA	NA
CD74:150405084-150406321	CD74	0.5	Skipping	Down	NA	NA
ETF1:138542633-138542936	ETF1	0.119	Skipping	Down	-3.536691666666667	pHGG
HNRNPA1:54282572-54282662	HNRNPA1	0.395	Skipping	Down	NA	NA
HNRNPA1:54282572-54282665	HNRNPA1	0.395	Skipping	Down	NA	NA
HNRNPA2B1:26190992-26192577	HNRNPA2B1	0.136	Skipping	Down	NA	NA
LARP7:112644667-112644871	LARP7	0.171	Skipping	Down	NA	NA
NCL:231458265-231459125	NCL	0.133	Skipping	Down	NA	NA
PLSCR1:146521543-146522053	PLSCR1	0.161	Skipping	Down	NA	NA
PPARGC1A:23831495-23831751	PPARGC1A	0.11	Skipping	Down	NA	NA
PUM1:31059203-31059577	PUM1	0.119	Skipping	NA	NA	NA
RAD51C:58692601-58693650	RAD51C	0.15	Skipping	Down	NA	NA
RMND5B:178138107-178138396	RMND5B	0.162	Skipping	NA	NA	NA
SCARB1:124807760-124807927	SCARB1	0.126	Skipping	Down	NA	NA
ZNF652:49316825-49317983	ZNF652	0.139	Skipping	Down	NA	NA
BRPF1:9742024-9742541	BRPF1	0.103	Skipping	Down	NA	NA
BRPF1:9742024-9742541	BRPF1	0.292	Skipping	Down	NA	NA
BRPF1:9742943-9743471	BRPF1	0.291	Skipping	Down	NA	NA
CBLB:105671020-105671046	CBLB	0.207	Skipping	NA	NA	NA
CNOT3:54152866-54153082	CNOT3	0.279	Skipping	Down	NA	NA
DMPK:45778492-45779359	DMPK	0.205	Skipping	Down	NA	NA
MADD:47284940-47285194	MADD	0.101	Skipping	NA	NA	NA
MADD:47295495-47295579	MADD	0.193	Skipping	NA	NA	NA
PLCD1:38008457-38009158	PLCD1	0.173	Skipping	NA	NA	NA
RAD52:926795-927263	RAD52	0.283	Skipping	Down	NA	NA
RSKR:28611392-28611656	RSKR	0.173	Skipping	Down	NA	NA
TARDBP:11022123-11022250	TARDBP	0.307	Skipping	NA	NA	NA
THBS3:155203085-155203137	THBS3	0.109	Skipping	Down	NA	NA
DNAJC11:6652828-6653387	DNAJC11	0.115	Skipping	NA	NA	NA
KAT6B:74981786-74985241	KAT6B	0.162	Skipping	NA	NA	NA
MOB1A:74172585-74172752	MOB1A	0.123	Skipping	NA	NA	NA
NFRKB:129884744-129884882	NFRKB	0.146	Skipping	Down	NA	NA
NPM1:171406396-171407774	NPM1	0.178	Skipping	Down	NA	NA
PKD1:2105321-2105707	PKD1	0.192	Skipping	Down	NA	NA
PPARGC1A:23824279-23824384	PPARGC1A	0.112	Skipping	Down	NA	NA
PXN:120215102-120215417	PXN	0.174	Skipping	NA	NA	NA
RACK1:181236936-181237319	RACK1	0.106	Skipping	Down	NA	NA
ROBO1:78635772-78636108	ROBO1	0.194	Skipping	Down	NA	NA
SCYL1:65538269-65538704	SCYL1	0.169	Skipping	NA	NA	NA
SIK3:116857809-116858699	SIK3	0.125	Skipping	NA	NA	NA
TRA2A:23521706-23522432	TRA2A	0.374	Skipping	Down	NA	NA
CCNDBP1:43194080-43194461	CCNDBP1	0.157	Skipping	NA	NA	NA
CHFR:132869618-132869798	CHFR	0.112	Skipping	NA	NA	NA
CHFR:132869618-132869834	CHFR	0.11	Skipping	NA	NA	NA
CIT:119718698-119718861	CIT	0.12	Skipping	NA	NA	NA
DDB2:47234756-47235412	DDB2	0.32	Skipping	Down	NA	NA
DUS3L:5786748-5786919	DUS3L	0.149	Skipping	Down	NA	NA
EMSY:76542167-76542367	EMSY	0.249	Skipping	Down	NA	NA
FAM200B:15686931-15687145	FAM200B	0.104	Skipping	NA	NA	NA
FOXP2:114629786-114630005	FOXP2	0.147	Skipping	Down	NA	NA
FOXP2:114629804-114630005	FOXP2	0.133	Skipping	Down	NA	NA
HDAC7:47791870-47792669	HDAC7	0.229	Skipping	Down	NA	NA
KANK1:732377-734835	KANK1	0.153	Skipping	Down	NA	NA
MPPE1:11886498-11886778	MPPE1	0.11	Skipping	NA	NA	NA
NUP214:131146128-131146304	NUP214	0.164	Skipping	NA	NA	NA
PARP3:51943348-51943538	PARP3	0.328	Skipping	Down	NA	NA
PMEL:55955273-55955382	PMEL	0.155	Skipping	NA	NA	NA
POU2F2:42117249-42117432	POU2F2	0.452	Skipping	NA	NA	NA
PRKAG1:49005461-49005592	PRKAG1	0.302	Skipping	Down	NA	NA
SCYL1:65536985-65537128	SCYL1	0.116	Skipping	NA	NA	NA
SETMAR:4313646-4313761	SETMAR	0.145	Skipping	Down	NA	NA
SF1:64764605-64766155	SF1	0.109	Skipping	Down	NA	NA
SNX5:17953995-17954223	SNX5	0.22	Skipping	Down	NA	NA
STK32C:132227976-132228189	STK32C	0.135	Skipping	NA	NA	NA
TFE3:49039106-49039410	TFE3	0.112	Skipping	Down	NA	NA
ZKSCAN5:99505942-99506458	ZKSCAN5	0.248	Skipping	Down	NA	NA
ZNF395:28360884-28361182	ZNF395	0.2	Skipping	Down	NA	NA
ZNF559-ZNF177:9380667-9382617	ZNF177	0.16	Skipping	NA	NA	NA
ZRSR2:15799871-15799953	ZRSR2	0.138	Skipping	Down	NA	NA
NA	LAS1L	NA	NA	Down	NA	NA
NA	LASP1	NA	NA	Down	NA	NA
NA	CFLAR	NA	NA	Down	NA	NA
NA	KDM1A	NA	NA	Down	NA	NA
NA	RECQL	NA	NA	Down	NA	NA
NA	ARX	NA	NA	Down	NA	NA
NA	SPPL2B	NA	NA	Down	NA	NA
NA	MSL3	NA	NA	Down	NA	NA
NA	CREBBP	NA	NA	Down	-3.0763	pHGG
NA	TSPOAP1	NA	NA	Down	NA	NA
NA	ABCB4	NA	NA	Down	NA	NA
NA	KMT2E	NA	NA	Down	NA	NA
NA	ZFX	NA	NA	Down	NA	NA
NA	TNFRSF12A	NA	NA	Down	NA	NA
NA	MAP3K9	NA	NA	Down	NA	NA
NA	KDM7A	NA	NA	Down	NA	NA
NA	PAF1	NA	NA	Down	NA	NA
NA	MARK4	NA	NA	Down	NA	NA
NA	PAX6	NA	NA	Down	NA	NA
NA	TEAD3	NA	NA	Down	NA	NA
NA	E2F2	NA	NA	Down	NA	NA
NA	CAMK1G	NA	NA	Up	NA	NA
NA	CDK11A	NA	NA	Down	NA	NA
NA	NADK	NA	NA	Down	NA	NA
NA	SS18L2	NA	NA	Down	NA	NA
NA	RHOBTB2	NA	NA	Down	NA	NA
NA	MLXIPL	NA	NA	Down	NA	NA
NA	BAZ1B	NA	NA	Down	NA	NA
NA	RANBP9	NA	NA	Down	NA	NA
NA	ZNF207	NA	NA	Down	NA	NA
NA	NCAPD2	NA	NA	Down	NA	NA
NA	HFE	NA	NA	Down	NA	NA
NA	SCMH1	NA	NA	Down	NA	NA
NA	HIVEP2	NA	NA	Down	NA	NA
NA	RNF216	NA	NA	Down	NA	NA
NA	DPF1	NA	NA	Down	NA	NA
NA	BRCA1	NA	NA	Down	-3.530552380952381	pHGG
NA	SEMA3B	NA	NA	Down	NA	NA
NA	EXTL3	NA	NA	Down	NA	NA
NA	MAP4K5	NA	NA	Down	NA	NA
NA	EHD3	NA	NA	Down	NA	NA
NA	MVP	NA	NA	Down	NA	NA
NA	GPRC5A	NA	NA	Down	NA	NA
NA	YAF2	NA	NA	Down	NA	NA
NA	BID	NA	NA	Down	NA	NA
NA	MATR3	NA	NA	Down	NA	NA
NA	IGF1	NA	NA	Down	NA	NA
NA	ZFP64	NA	NA	Down	NA	NA
NA	SAMD4A	NA	NA	Down	NA	NA
NA	PLEKHB1	NA	NA	Down	NA	NA
NA	SERPINB1	NA	NA	Down	NA	NA
NA	FHL1	NA	NA	Down	NA	NA
NA	BIRC3	NA	NA	Down	NA	NA
NA	UBR2	NA	NA	Down	NA	NA
NA	PHF20	NA	NA	Down	NA	NA
NA	VIM	NA	NA	Down	NA	NA
NA	ARNTL2	NA	NA	Down	NA	NA
NA	IKZF2	NA	NA	Down	NA	NA
NA	ARID4A	NA	NA	Down	NA	NA
NA	IFT88	NA	NA	Down	NA	NA
NA	GAB2	NA	NA	Down	NA	NA
NA	PIAS1	NA	NA	Down	NA	NA
NA	TMSB10	NA	NA	Down	NA	NA
NA	DAPK2	NA	NA	Down	NA	NA
NA	TIMP2	NA	NA	Down	NA	NA
NA	ZZZ3	NA	NA	Down	NA	NA
NA	PI4K2B	NA	NA	Down	NA	NA
NA	VCAN	NA	NA	Down	NA	NA
NA	CDH1	NA	NA	Down	NA	NA
NA	SOX30	NA	NA	Down	NA	NA
NA	PHLPP2	NA	NA	Down	NA	NA
NA	CDH10	NA	NA	Down	NA	NA
NA	THAP3	NA	NA	Down	NA	NA
NA	CAPG	NA	NA	Down	NA	NA
NA	JADE2	NA	NA	Down	NA	NA
NA	ZIC2	NA	NA	Down	NA	NA
NA	CTNNA1	NA	NA	Down	NA	NA
NA	EPHA3	NA	NA	Down	NA	NA
NA	HSPA5	NA	NA	Down	NA	NA
NA	DSG2	NA	NA	Down	NA	NA
NA	MAGEC2	NA	NA	Down	NA	NA
NA	YTHDC2	NA	NA	Down	NA	NA
NA	TPR	NA	NA	Down	NA	NA
NA	GOPC	NA	NA	Down	NA	NA
NA	SNX29	NA	NA	Down	NA	NA
NA	KITLG	NA	NA	Down	NA	NA
NA	ERCC8	NA	NA	Down	NA	NA
NA	LIMA1	NA	NA	Down	NA	NA
NA	MAPK9	NA	NA	Down	NA	NA
NA	HERPUD1	NA	NA	Down	NA	NA
NA	RAD51	NA	NA	Down	-4.202372222222222	pHGG
NA	FOXN3	NA	NA	Down	NA	NA
NA	THRAP3	NA	NA	Down	NA	NA
NA	ARID4B	NA	NA	Down	NA	NA
NA	KIF1B	NA	NA	Down	NA	NA
NA	CUL1	NA	NA	Down	NA	NA
NA	EIF2AK2	NA	NA	Down	NA	NA
NA	USP36	NA	NA	Down	NA	NA
NA	KMT2C	NA	NA	Down	NA	NA
NA	ZFR	NA	NA	Down	NA	NA
NA	TRAF1	NA	NA	Down	NA	NA
NA	PRDM1	NA	NA	Down	NA	NA
NA	CDK14	NA	NA	Down	NA	NA
NA	ZC3H11A	NA	NA	Down	NA	NA
NA	RIOK2	NA	NA	Down	NA	NA
NA	PARP12	NA	NA	Down	NA	NA
NA	MXD1	NA	NA	Down	NA	NA
NA	YBX3	NA	NA	Down	NA	NA
NA	CCAR1	NA	NA	Down	NA	NA
NA	CREB3L3	NA	NA	Down	NA	NA
NA	LZTS1	NA	NA	Down	NA	NA
NA	PRDM6	NA	NA	Down	NA	NA
NA	TNK2	NA	NA	Down	NA	NA
NA	GPBP1	NA	NA	Down	NA	NA
NA	EIF4B	NA	NA	Down	NA	NA
NA	BICRA	NA	NA	Down	NA	NA
NA	ZNF275	NA	NA	Down	NA	NA
NA	SPA17	NA	NA	Down	NA	NA
NA	DMRT3	NA	NA	Down	NA	NA
NA	BORCS8-MEF2B	NA	NA	Down	NA	NA
NA	SNCAIP	NA	NA	Down	NA	NA
NA	HMG20B	NA	NA	Down	NA	NA
NA	ZNF76	NA	NA	Down	NA	NA
NA	DGKA	NA	NA	Down	NA	NA
NA	ERBB3	NA	NA	Down	NA	NA
NA	MYLK	NA	NA	Down	NA	NA
NA	ZC3H15	NA	NA	Down	NA	NA
NA	MAP2K4	NA	NA	Down	NA	NA
NA	SLK	NA	NA	Down	NA	NA
NA	CYB5R4	NA	NA	Down	NA	NA
NA	PRKCQ	NA	NA	Down	NA	NA
NA	CDK13	NA	NA	Down	NA	NA
NA	FOXJ2	NA	NA	Down	NA	NA
NA	PDE4A	NA	NA	Down	NA	NA
NA	ZBTB11	NA	NA	Down	NA	NA
NA	GOLGA5	NA	NA	Down	NA	NA
NA	THUMPD1	NA	NA	Down	NA	NA
NA	MSANTD3	NA	NA	Down	NA	NA
NA	ZFAT	NA	NA	Down	NA	NA
NA	KLF6	NA	NA	Down	NA	NA
NA	RHOA	NA	NA	Down	-2.6587	pHGG
NA	DHX8	NA	NA	Down	NA	NA
NA	ROCK1	NA	NA	Down	NA	NA
NA	HDAC4	NA	NA	Down	-3.375	pHGG
NA	RASSF1	NA	NA	Down	NA	NA
NA	MEF2A	NA	NA	Down	NA	NA
NA	SRBD1	NA	NA	Down	NA	NA
NA	PITX1	NA	NA	Down	NA	NA
NA	NUP133	NA	NA	Down	NA	NA
NA	RORA	NA	NA	Down	NA	NA
NA	SMG6	NA	NA	Down	NA	NA
NA	FSTL3	NA	NA	Down	NA	NA
NA	JMJD6	NA	NA	Down	NA	NA
NA	AP3M2	NA	NA	Down	NA	NA
NA	TESK2	NA	NA	Down	NA	NA
NA	CFAP20	NA	NA	Down	NA	NA
NA	CSNK2A2	NA	NA	Down	NA	NA
NA	CDC42	NA	NA	Down	NA	NA
NA	RPS6KA2	NA	NA	Down	NA	NA
NA	TRIB2	NA	NA	Down	NA	NA
NA	MBD3	NA	NA	Down	NA	NA
NA	HLTF	NA	NA	Down	NA	NA
NA	PRKACA	NA	NA	Down	NA	NA
NA	RPS6KA6	NA	NA	Down	NA	NA
NA	TFRC	NA	NA	Down	NA	NA
NA	SREBF1	NA	NA	Down	NA	NA
NA	AFF4	NA	NA	Down	NA	NA
NA	UBE2D1	NA	NA	Down	NA	NA
NA	RHOBTB1	NA	NA	Down	NA	NA
NA	MARK2	NA	NA	Down	NA	NA
NA	NFATC3	NA	NA	Down	NA	NA
NA	ACAP1	NA	NA	Down	NA	NA
NA	MCM2	NA	NA	Down	NA	NA
NA	PANX2	NA	NA	Down	NA	NA
NA	ALPK1	NA	NA	Down	NA	NA
NA	SDHA	NA	NA	Down	-2.605	pHGG
NA	PTGS2	NA	NA	Up	NA	NA
NA	ST6GAL1	NA	NA	Down	NA	NA
NA	PICALM	NA	NA	Down	NA	NA
NA	GLI2	NA	NA	Down	NA	NA
NA	NUAK1	NA	NA	Down	NA	NA
NA	ZNF532	NA	NA	Down	NA	NA
NA	ENO1	NA	NA	Down	NA	NA
NA	RASAL2	NA	NA	Down	NA	NA
NA	ZNF37A	NA	NA	Down	NA	NA
NA	MARK3	NA	NA	Down	NA	NA
NA	FOSL2	NA	NA	Down	NA	NA
NA	FRYL	NA	NA	Down	NA	NA
NA	FSCN1	NA	NA	Down	NA	NA
NA	SART3	NA	NA	Down	NA	NA
NA	RBM7	NA	NA	Down	NA	NA
NA	RBMS2	NA	NA	Down	NA	NA
NA	PTPN23	NA	NA	Down	NA	NA
NA	TPD52	NA	NA	Down	NA	NA
NA	TRAF4	NA	NA	Down	NA	NA
NA	RAP1GAP	NA	NA	Down	NA	NA
NA	RARB	NA	NA	Down	NA	NA
NA	IL4R	NA	NA	Down	NA	NA
NA	SNRPA	NA	NA	Down	NA	NA
NA	EXOSC5	NA	NA	Down	NA	NA
NA	JADE1	NA	NA	Down	NA	NA
NA	UBE2A	NA	NA	Down	NA	NA
NA	ARAF	NA	NA	Down	NA	NA
NA	SYNJ2	NA	NA	Down	NA	NA
NA	BRINP1	NA	NA	Down	NA	NA
NA	DDX1	NA	NA	Down	NA	NA
NA	RFX3	NA	NA	Down	NA	NA
NA	HSP90AA1	NA	NA	Down	NA	NA
NA	STK17B	NA	NA	Down	NA	NA
NA	ZNF510	NA	NA	Down	NA	NA
NA	ZNF506	NA	NA	Down	NA	NA
NA	SMARCD3	NA	NA	Down	NA	NA
NA	STRADB	NA	NA	Down	NA	NA
NA	SEMA5B	NA	NA	Down	NA	NA
NA	GSK3B	NA	NA	Down	NA	NA
NA	ERC1	NA	NA	Down	NA	NA
NA	PALB2	NA	NA	Down	NA	NA
NA	KAT6A	NA	NA	Down	-3.652	pHGG
NA	TDRD3	NA	NA	Down	NA	NA
NA	NUFIP1	NA	NA	Down	NA	NA
NA	ZNF324	NA	NA	Down	NA	NA
NA	ZNF671	NA	NA	Down	NA	NA
NA	ZNF416	NA	NA	Down	NA	NA
NA	ZNF446	NA	NA	Down	NA	NA
NA	YTHDC1	NA	NA	Down	NA	NA
NA	NCOA1	NA	NA	Down	NA	NA
NA	BCORL1	NA	NA	Down	NA	NA
NA	ATRX	NA	NA	Down	-2.80951	pHGG
NA	MYNN	NA	NA	Down	NA	NA
NA	MECOM	NA	NA	Down	NA	NA
NA	HACE1	NA	NA	Down	NA	NA
NA	MAP3K4	NA	NA	Down	NA	NA
NA	EPS15	NA	NA	Down	NA	NA
NA	CHERP	NA	NA	Down	NA	NA
NA	MAST2	NA	NA	Down	NA	NA
NA	NFX1	NA	NA	Down	NA	NA
NA	EIF2AK1	NA	NA	Down	NA	NA
NA	LAT2	NA	NA	Down	NA	NA
NA	SRRT	NA	NA	Down	NA	NA
NA	GNAS	NA	NA	Down	NA	NA
NA	PTHLH	NA	NA	Down	NA	NA
NA	RFX2	NA	NA	Down	NA	NA
NA	DNMT3B	NA	NA	Down	NA	NA
NA	KIZ	NA	NA	Down	NA	NA
NA	PEBP1	NA	NA	Down	NA	NA
NA	FUS	NA	NA	Down	NA	NA
NA	GANAB	NA	NA	Down	NA	NA
NA	PCBP4	NA	NA	Down	NA	NA
NA	YPEL3	NA	NA	Down	NA	NA
NA	ICAM1	NA	NA	Down	NA	NA
NA	ZNF268	NA	NA	Down	NA	NA
NA	PLEKHG2	NA	NA	Down	NA	NA
NA	RBM27	NA	NA	Down	NA	NA
NA	NRCAM	NA	NA	Down	NA	NA
NA	HNRNPC	NA	NA	Down	-4.141915	pHGG
NA	TYRO3	NA	NA	Down	NA	NA
NA	TBX15	NA	NA	Down	NA	NA
NA	TGFB2	NA	NA	Down	NA	NA
NA	CDC6	NA	NA	Down	NA	NA
NA	CBX5	NA	NA	Down	NA	NA
NA	MSH2	NA	NA	Down	NA	NA
NA	BLNK	NA	NA	Down	NA	NA
NA	MYO3A	NA	NA	Down	NA	NA
NA	HIVEP1	NA	NA	Down	NA	NA
NA	BRPF3	NA	NA	Down	NA	NA
NA	HSP90AB1	NA	NA	Down	NA	NA
NA	DSP	NA	NA	Down	NA	NA
NA	SIRT1	NA	NA	Down	NA	NA
NA	ABL1	NA	NA	Down	NA	NA
NA	CDC7	NA	NA	Down	NA	NA
NA	MAST3	NA	NA	Down	NA	NA
NA	MZF1	NA	NA	Down	NA	NA
NA	HNRNPM	NA	NA	Down	NA	NA
NA	MTAP	NA	NA	Down	NA	NA
NA	GADD45B	NA	NA	Down	NA	NA
NA	MKNK2	NA	NA	Down	NA	NA
NA	CRKL	NA	NA	Down	-3.03385	pHGG
NA	MMP11	NA	NA	Down	NA	NA
NA	SMARCB1	NA	NA	Down	NA	NA
NA	SF3A1	NA	NA	Down	NA	NA
NA	SEC14L2	NA	NA	Down	NA	NA
NA	SNRPD3	NA	NA	Down	NA	NA
NA	GRK3	NA	NA	Down	NA	NA
NA	PATZ1	NA	NA	Down	NA	NA
NA	XBP1	NA	NA	Down	NA	NA
NA	PACSIN2	NA	NA	Down	NA	NA
NA	THOC5	NA	NA	Down	NA	NA
NA	MCM5	NA	NA	Down	NA	NA
NA	PDGFB	NA	NA	Down	NA	NA
NA	ZMAT5	NA	NA	Down	NA	NA
NA	MTMR3	NA	NA	Down	NA	NA
NA	MYH9	NA	NA	Down	NA	NA
NA	ST13	NA	NA	Down	NA	NA
NA	EP300	NA	NA	Down	-3.32335	pHGG
NA	ZBED4	NA	NA	Down	NA	NA
NA	RBM23	NA	NA	Down	NA	NA
NA	PRMT5	NA	NA	Down	NA	NA
NA	NIN	NA	NA	Down	NA	NA
NA	CDKN3	NA	NA	Down	NA	NA
NA	ALKBH1	NA	NA	Down	NA	NA
NA	PPM1A	NA	NA	Down	NA	NA
NA	DICER1	NA	NA	Down	NA	NA
NA	ZC3H14	NA	NA	Down	NA	NA
NA	RPS6KA5	NA	NA	Down	NA	NA
NA	YY1	NA	NA	Down	NA	NA
NA	CCNB1IP1	NA	NA	Down	NA	NA
NA	TRIP11	NA	NA	Down	NA	NA
NA	PABPN1	NA	NA	Down	NA	NA
NA	NFKBIA	NA	NA	Down	NA	NA
NA	BRMS1L	NA	NA	Down	NA	NA
NA	PNN	NA	NA	Down	NA	NA
NA	MYBL2	NA	NA	Down	NA	NA
NA	HNF4A	NA	NA	Down	NA	NA
NA	STK4	NA	NA	Down	NA	NA
NA	MRGBP	NA	NA	Down	NA	NA
NA	TCFL5	NA	NA	Down	NA	NA
NA	DIDO1	NA	NA	Down	NA	NA
NA	EEF1A2	NA	NA	Down	NA	NA
NA	GMEB2	NA	NA	Down	NA	NA
NA	CDC25B	NA	NA	Down	NA	NA
NA	TRIB3	NA	NA	Down	NA	NA
NA	RASSF2	NA	NA	Down	NA	NA
NA	MYLK2	NA	NA	Down	NA	NA
NA	MAPRE1	NA	NA	Down	NA	NA
NA	JAG1	NA	NA	Down	NA	NA
NA	E2F1	NA	NA	Down	NA	NA
NA	ZNF516	NA	NA	Down	NA	NA
NA	ADNP2	NA	NA	Down	NA	NA
NA	RBBP8	NA	NA	Down	NA	NA
NA	RIOK3	NA	NA	Down	NA	NA
NA	SUV39H1	NA	NA	Down	NA	NA
NA	STAG2	NA	NA	Down	NA	NA
NA	JADE3	NA	NA	Down	NA	NA
NA	CDK16	NA	NA	Down	NA	NA
NA	TIMP1	NA	NA	Down	NA	NA
NA	KLF8	NA	NA	Down	NA	NA
NA	ARMCX3	NA	NA	Down	NA	NA
NA	TNFSF13B	NA	NA	Down	NA	NA
NA	STK24	NA	NA	Down	NA	NA
NA	INTS6	NA	NA	Down	NA	NA
NA	TSC22D1	NA	NA	Down	NA	NA
NA	OLFM4	NA	NA	Down	NA	NA
NA	ZNF629	NA	NA	Down	NA	NA
NA	CORO1A	NA	NA	Down	NA	NA
NA	CENPT	NA	NA	Down	NA	NA
NA	NFAT5	NA	NA	Down	NA	NA
NA	NME3	NA	NA	Down	NA	NA
NA	NDRG4	NA	NA	Down	NA	NA
NA	SETD6	NA	NA	Down	NA	NA
NA	VAC14	NA	NA	Down	NA	NA
NA	COTL1	NA	NA	Down	NA	NA
NA	FOXF1	NA	NA	Down	NA	NA
NA	MTHFSD	NA	NA	Down	NA	NA
NA	EEF2K	NA	NA	Down	NA	NA
NA	SALL1	NA	NA	Down	NA	NA
NA	RBL2	NA	NA	Down	NA	NA
NA	BCKDK	NA	NA	Down	NA	NA
NA	KAT8	NA	NA	Down	NA	NA
NA	LACTB	NA	NA	Down	NA	NA
NA	CORO2B	NA	NA	Down	NA	NA
NA	CSK	NA	NA	Down	NA	NA
NA	CTSH	NA	NA	Down	NA	NA
NA	HOMER2	NA	NA	Down	NA	NA
NA	BMF	NA	NA	Down	NA	NA
NA	SGK3	NA	NA	Down	NA	NA
NA	ZDHHC2	NA	NA	Down	NA	NA
NA	BRF2	NA	NA	Down	NA	NA
NA	RIPK2	NA	NA	Down	NA	NA
NA	EIF3E	NA	NA	Down	NA	NA
NA	NDRG1	NA	NA	Down	NA	NA
NA	TRPS1	NA	NA	Down	NA	NA
NA	CHRAC1	NA	NA	Down	NA	NA
NA	UBR5	NA	NA	Down	NA	NA
NA	PPP2CB	NA	NA	Down	NA	NA
NA	RELB	NA	NA	Down	NA	NA
NA	DOT1L	NA	NA	Down	-2.805	pHGG
NA	TRMT1	NA	NA	Down	NA	NA
NA	NOVA2	NA	NA	Down	NA	NA
NA	SNAPC2	NA	NA	Down	NA	NA
NA	ASF1B	NA	NA	Down	NA	NA
NA	AKAP8	NA	NA	Down	NA	NA
NA	ZNF419	NA	NA	Down	NA	NA
NA	SYDE1	NA	NA	Down	NA	NA
NA	AURKC	NA	NA	Down	NA	NA
NA	CCNE1	NA	NA	Down	NA	NA
NA	FBL	NA	NA	Down	NA	NA
NA	DYRK1B	NA	NA	Down	NA	NA
NA	PRKD2	NA	NA	Down	NA	NA
NA	NOP53	NA	NA	Down	NA	NA
NA	TYK2	NA	NA	Down	NA	NA
NA	NAPA	NA	NA	Down	-3.7464222222222223	pHGG
NA	MEIS3	NA	NA	Down	NA	NA
NA	GRIN2D	NA	NA	Down	NA	NA
NA	MAST1	NA	NA	Down	NA	NA
NA	JAK3	NA	NA	Down	NA	NA
NA	PIK3R2	NA	NA	Down	NA	NA
NA	USF2	NA	NA	Down	NA	NA
NA	ERF	NA	NA	Down	NA	NA
NA	GSK3A	NA	NA	Down	NA	NA
NA	CDK6	NA	NA	Down	-3.81648	pHGG
NA	DNAJC2	NA	NA	Down	NA	NA
NA	TFPI2	NA	NA	Down	NA	NA
NA	HBP1	NA	NA	Down	NA	NA
NA	DLX5	NA	NA	Down	NA	NA
NA	GSDME	NA	NA	Down	NA	NA
NA	MET	NA	NA	Down	-2.568	pHGG
NA	LFNG	NA	NA	Down	NA	NA
NA	HOXA5	NA	NA	Down	NA	NA
NA	HOXA6	NA	NA	Down	NA	NA
NA	IQCE	NA	NA	Down	NA	NA
NA	HOXA13	NA	NA	Down	NA	NA
