splicing_case	sample_id	control_id	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
SE	BS_PRR8K9GE	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1570	57	NA	NA	241	150	NA	NA	0.945	NA	NA
SE	BS_PRR8K9GE	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1636	2	NA	NA	300	150	NA	NA	0.998	NA	NA
RI	BS_NNPEC7W1	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	21	18	NA	NA	300	150	NA	NA	0.368	NA	NA
RI	BS_NNPEC7W1	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	107	2	NA	NA	300	150	NA	NA	0.9640000000000001	NA	NA
SE	BS_NNPEC7W1	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	244	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_NNPEC7W1	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	777	2	NA	NA	241	150	NA	NA	0.996	NA	NA
SE	BS_NNPEC7W1	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	612	2	NA	NA	300	150	NA	NA	0.9940000000000001	NA	NA
A3SS	BS_T2F48Z4E	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	185	1	NA	NA	298	149	NA	NA	0.9890000000000001	NA	NA
RI	BS_T2F48Z4E	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	20	191	NA	NA	298	149	NA	NA	0.05	NA	NA
RI	BS_T2F48Z4E	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	63	19	NA	NA	298	149	NA	NA	0.624	NA	NA
SE	BS_T2F48Z4E	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	250	0	NA	NA	232	149	NA	NA	1	NA	NA
SE	BS_T2F48Z4E	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	368	1	NA	NA	298	149	NA	NA	0.995	NA	NA
SE	BS_T2F48Z4E	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	118	19	NA	NA	240	149	NA	NA	0.794	NA	NA
SE	BS_T2F48Z4E	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	290	9	NA	NA	298	149	NA	NA	0.9420000000000001	NA	NA
RI	BS_SFRQXM76	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	24	4	NA	NA	300	150	NA	NA	0.75	NA	NA
SE	BS_SFRQXM76	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	34	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_SFRQXM76	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	164	4	NA	NA	241	150	NA	NA	0.9620000000000001	NA	NA
SE	BS_SFRQXM76	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	224	0	NA	NA	300	150	NA	NA	1	NA	NA
A5SS	BS_ME6VQGG4	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	310	2	NA	NA	298	149	NA	NA	0.987	NA	NA
RI	BS_ME6VQGG4	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	37	239	NA	NA	298	149	NA	NA	0.07200000000000001	NA	NA
RI	BS_ME6VQGG4	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	130	21	NA	NA	298	149	NA	NA	0.7559999999999999	NA	NA
SE	BS_ME6VQGG4	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	298	0	NA	NA	232	149	NA	NA	1	NA	NA
SE	BS_ME6VQGG4	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	434	2	NA	NA	244	149	NA	NA	0.993	NA	NA
SE	BS_ME6VQGG4	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	352	2	NA	NA	266	149	NA	NA	0.99	NA	NA
SE	BS_ME6VQGG4	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	90	21	NA	NA	240	149	NA	NA	0.727	NA	NA
SE	BS_ME6VQGG4	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	328	4	NA	NA	298	149	NA	NA	0.976	NA	NA
A3SS	BS_6NRTJSYK	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	171	1	NA	NA	300	150	NA	NA	0.988	NA	NA
MXE	BS_6NRTJSYK	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	51	109	NA	NA	233	230	NA	NA	0.316	NA	NA
RI	BS_6NRTJSYK	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	45	101	NA	NA	300	150	NA	NA	0.182	NA	NA
RI	BS_6NRTJSYK	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	95	23	NA	NA	300	150	NA	NA	0.674	NA	NA
SE	BS_6NRTJSYK	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	233	2	NA	NA	230	150	NA	NA	0.987	NA	NA
SE	BS_6NRTJSYK	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	173	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_6NRTJSYK	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	247	1	NA	NA	300	150	NA	NA	0.992	NA	NA
SE	BS_6NRTJSYK	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	71	23	NA	NA	241	150	NA	NA	0.6579999999999999	NA	NA
SE	BS_6NRTJSYK	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	331	4	NA	NA	300	150	NA	NA	0.976	NA	NA
RI	BS_2SHWPB5P	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	8	3	NA	NA	300	150	NA	NA	0.5710000000000001	NA	NA
RI	BS_2SHWPB5P	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	29	0	NA	NA	300	150	NA	NA	1	NA	NA
SE	BS_2SHWPB5P	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	18	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_2SHWPB5P	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	110	0	NA	NA	241	150	NA	NA	1	NA	NA
SE	BS_2SHWPB5P	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	153	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_850BAHH9	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	24	68	NA	NA	300	150	NA	NA	0.15	NA	NA
RI	BS_850BAHH9	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	50	22	NA	NA	300	150	NA	NA	0.532	NA	NA
SE	BS_850BAHH9	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	150	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_850BAHH9	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	70	22	NA	NA	241	150	NA	NA	0.664	NA	NA
SE	BS_850BAHH9	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	241	0	NA	NA	300	150	NA	NA	1	NA	NA
RI	BS_8VAZSJEN	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	31	104	NA	NA	300	150	NA	NA	0.13	NA	NA
RI	BS_8VAZSJEN	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	78	9	NA	NA	300	150	NA	NA	0.813	NA	NA
SE	BS_8VAZSJEN	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	237	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_8VAZSJEN	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	434	9	NA	NA	241	150	NA	NA	0.968	NA	NA
SE	BS_8VAZSJEN	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	461	1	NA	NA	300	150	NA	NA	0.996	NA	NA
RI	BS_8RCR7Y4B	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	28	294	NA	NA	300	150	NA	NA	0.045	NA	NA
RI	BS_8RCR7Y4B	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	223	35	NA	NA	300	150	NA	NA	0.7609999999999999	NA	NA
SE	BS_8RCR7Y4B	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	757	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_8RCR7Y4B	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	595	35	NA	NA	241	150	NA	NA	0.914	NA	NA
SE	BS_8RCR7Y4B	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1064	4	NA	NA	300	150	NA	NA	0.993	NA	NA
A3SS	BS_KT3C0XCA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	409	1	NA	NA	298	149	NA	NA	0.995	NA	NA
A5SS	BS_KT3C0XCA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	555	1	NA	NA	298	149	NA	NA	0.996	NA	NA
MXE	BS_KT3C0XCA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200856890	200856985	200857717	200857884	NA	NA	200856681	200856811	200857972	200858089	NA	NA	NA	NA	NA	NA	394	349	NA	NA	298	244	NA	NA	0.48	NA	NA
RI	BS_KT3C0XCA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	32	462	NA	NA	298	149	NA	NA	0.033	NA	NA
RI	BS_KT3C0XCA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	326	27	NA	NA	298	149	NA	NA	0.858	NA	NA
SE	BS_KT3C0XCA	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	550	0	NA	NA	232	149	NA	NA	1	NA	NA
SE	BS_KT3C0XCA	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	810	1	NA	NA	244	149	NA	NA	0.998	NA	NA
SE	BS_KT3C0XCA	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	855	1	NA	NA	298	149	NA	NA	0.998	NA	NA
SE	BS_KT3C0XCA	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	94	27	NA	NA	240	149	NA	NA	0.684	NA	NA
SE	BS_KT3C0XCA	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	644	3	NA	NA	298	149	NA	NA	0.991	NA	NA
MXE	BS_5AF6ZNJF	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	265	350	NA	NA	233	230	NA	NA	0.428	NA	NA
RI	BS_5AF6ZNJF	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	25	140	NA	NA	300	150	NA	NA	0.08199999999999999	NA	NA
RI	BS_5AF6ZNJF	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	210	31	NA	NA	300	150	NA	NA	0.772	NA	NA
SE	BS_5AF6ZNJF	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	999	2	NA	NA	230	150	NA	NA	0.997	NA	NA
SE	BS_5AF6ZNJF	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	908	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_5AF6ZNJF	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1088	31	NA	NA	241	150	NA	NA	0.956	NA	NA
SE	BS_5AF6ZNJF	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	2016	13	NA	NA	300	150	NA	NA	0.987	NA	NA
A5SS	BS_PZVHMSYN	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200857717	200857884	200856681	200856811	509	14	NA	NA	300	150	NA	NA	0.948	NA	NA
RI	BS_PZVHMSYN	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	197	320	NA	NA	300	150	NA	NA	0.235	NA	NA
RI	BS_PZVHMSYN	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	290	13	NA	NA	300	150	NA	NA	0.9179999999999999	NA	NA
SE	BS_PZVHMSYN	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	726	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_PZVHMSYN	NA	ENSG00000013441.17	CLK1	chr2	-	200856890	200856985	NA	NA	NA	NA	NA	NA	200856681	200856811	200857717	200857884	NA	NA	NA	NA	NA	NA	635	14	NA	NA	245	150	NA	NA	0.965	NA	NA
SE	BS_PZVHMSYN	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	1570	1	NA	NA	267	150	NA	NA	0.9990000000000001	NA	NA
SE	BS_PZVHMSYN	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	1659	13	NA	NA	241	150	NA	NA	0.988	NA	NA
SE	BS_PZVHMSYN	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864100	200864252	NA	NA	NA	NA	NA	NA	856	3	NA	NA	300	150	NA	NA	0.993	NA	NA
SE	BS_PZVHMSYN	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1570	8	NA	NA	300	150	NA	NA	0.99	NA	NA
MXE	BS_8ZP3CBQA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	199	264	NA	NA	233	230	NA	NA	0.42700000000000005	NA	NA
RI	BS_8ZP3CBQA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	37	174	NA	NA	300	150	NA	NA	0.096	NA	NA
RI	BS_8ZP3CBQA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	196	51	NA	NA	300	150	NA	NA	0.6579999999999999	NA	NA
SE	BS_8ZP3CBQA	NA	ENSG00000013441.17	CLK1	chr2	-	200854615	200854695	NA	NA	NA	NA	NA	NA	200853902	200853993	200855003	200855086	NA	NA	NA	NA	NA	NA	670	1	NA	NA	230	150	NA	NA	0.998	NA	NA
SE	BS_8ZP3CBQA	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	604	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_8ZP3CBQA	NA	ENSG00000013441.17	CLK1	chr2	-	200857972	200858089	NA	NA	NA	NA	NA	NA	200856890	200857884	200859679	200859746	NA	NA	NA	NA	NA	NA	904	1	NA	NA	267	150	NA	NA	0.998	NA	NA
SE	BS_8ZP3CBQA	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	604	51	NA	NA	241	150	NA	NA	0.8809999999999999	NA	NA
SE	BS_8ZP3CBQA	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	1011	4	NA	NA	300	150	NA	NA	0.992	NA	NA
A3SS	BS_94MT16N2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	285	2	NA	NA	300	150	NA	NA	0.986	NA	NA
RI	BS_94MT16N2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	31	71	NA	NA	300	150	NA	NA	0.179	NA	NA
RI	BS_94MT16N2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	231	27	NA	NA	300	150	NA	NA	0.8109999999999999	NA	NA
SE	BS_94MT16N2	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	235	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_94MT16N2	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	342	2	NA	NA	300	150	NA	NA	0.988	NA	NA
SE	BS_94MT16N2	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	85	27	NA	NA	241	150	NA	NA	0.662	NA	NA
SE	BS_94MT16N2	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	699	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_Z7G68ZS2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	248	11	NA	NA	300	150	NA	NA	0.919	NA	NA
RI	BS_Z7G68ZS2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857717	200857884	NA	NA	NA	NA	NA	NA	65	199	NA	NA	300	150	NA	NA	0.14	NA	NA
RI	BS_Z7G68ZS2	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	200859679	200861466	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	169	54	NA	NA	300	150	NA	NA	0.61	NA	NA
SE	BS_Z7G68ZS2	NA	ENSG00000013441.17	CLK1	chr2	-	200855003	200855086	NA	NA	NA	NA	NA	NA	200854615	200854695	200856681	200856811	NA	NA	NA	NA	NA	NA	338	0	NA	NA	233	150	NA	NA	1	NA	NA
SE	BS_Z7G68ZS2	NA	ENSG00000013441.17	CLK1	chr2	-	200857717	200857884	NA	NA	NA	NA	NA	NA	200856890	200856985	200857972	200858089	NA	NA	NA	NA	NA	NA	413	11	NA	NA	300	150	NA	NA	0.9490000000000001	NA	NA
SE	BS_Z7G68ZS2	NA	ENSG00000013441.17	CLK1	chr2	-	200860124	200860215	NA	NA	NA	NA	NA	NA	200859679	200859746	200861237	200861466	NA	NA	NA	NA	NA	NA	203	54	NA	NA	241	150	NA	NA	0.701	NA	NA
SE	BS_Z7G68ZS2	NA	ENSG00000013441.17	CLK1	chr2	-	200861701	200861862	NA	NA	NA	NA	NA	NA	200859679	200861466	200864563	200864656	NA	NA	NA	NA	NA	NA	470	0	NA	NA	300	150	NA	NA	1	NA	NA
A3SS	BS_VA5T4KAA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	200856890	200857884	200856890	200856985	200857972	200858089	343	2	NA	NA	300	150	NA	NA	0.988	NA	NA
MXE	BS_VA5T4KAA	NA	ENSG00000013441.17	CLK1	chr2	-	NA	NA	200854615	200854695	200855003	200855086	NA	NA	200853902	200853993	200856681	200856811	NA	NA	NA	NA	NA	NA	101	114	NA	NA	233	230	NA	NA	0.467	NA	NA
