splicing_event	histology	type	freq
RPS3A:151104177-151104286_151102870-151103079_151104471-151104490	H3.1 K28	skipping	3
GPSM2:108885275-108885578_108876736-108877228_108896863-108897032	H3.1 K28	skipping	4
GPSM2:108885507-108885578_108876980-108877228_108896863-108897085	H3.1 K28	skipping	4
ITPRID2:181920597-181920662_181919295-181919446_181921947-181922412	H3.1 K28	skipping	3
PQBP1:48902219-48902517_48901929-48902042_48902731-48902795	H3.1 K28	skipping	4
PQBP1:48902233-48902517_48901929-48902042_48902731-48902795	H3.1 K28	skipping	3
PNKD:218272570-218272686_218271380-218271549_218339782-218339898	H3.1 K28	skipping	3
MFF:227352514-227352573_227342744-227342819_227355676-227355761	H3.1 K28	skipping	3
ITM2C:230876857-230876967_230875619-230875808_230877399-230877550	H3.1 K28	skipping	7
RNF135:30987944-30988106_30984616-30984760_30997241-30997248	H3.1 K28	skipping	3
PFKFB2:207070280-207070409_207069423-207069528_207071508-207071573	H3.1 K28	skipping	4
ARID5A:96549321-96549459_96547401-96547517_96549752-96549805	H3.1 K28	skipping	3
PTP4A3:141427750-141427824_141426938-141427069_141430926-141432415	H3.1 K28	skipping	3
PFDN5:53297850-53297924_53295524-53295639_53298044-53298150	H3.1 K28	skipping	4
PRMT7:68347211-68347294_68346120-68346280_68352247-68352409	H3.1 K28	skipping	4
SPINDOC:63818527-63818652_63818215-63818365_63818801-63819002	H3.1 K28	skipping	4
PRDX5:64320661-64320792_64318120-64318386_64320864-64320903	H3.1 K28	skipping	3
PFDN5:53295839-53297924_53295555-53295639_53298044-53298150	H3.1 K28	skipping	3
MYL6:56159587-56159730_56158361-56158711_56159974-56160148	H3.1 K28	skipping	4
MYL6:56159623-56159730_56158683-56158711_56159974-56160148	H3.1 K28	skipping	5
CACFD1:133465322-133465447_133463482-133463555_133467920-133468028	H3.1 K28	skipping	3
SHF:45171883-45172078_45167833-45168133_45175218-45175326	H3.1 K28	skipping	3
FIS1:101244007-101244139_101240829-101240906_101244959-101245081	H3.1 K28	skipping	4
MBD1:50273334-50273426_50272823-50272955_50273563-50273863	H3.1 K28	skipping	4
MBD1:50273334-50273471_50272823-50272955_50273563-50273863	H3.1 K28	skipping	4
SNAPIN:153659138-153659184_153658702-153658886_153659447-153659566	H3.1 K28	skipping	5
CFAP298:32602272-32602367_32599353-32601973_32603160-32603292	H3.1 K28	skipping	4
SOD2:159688126-159688242_159684853-159685033_159692660-159692863	H3.1 K28	skipping	3
TFDP2:141995020-141995141_141993537-141993585_142005440-142005469	H3.1 K28	skipping	3
SMG5:156266507-156266678_156266136-156266380_156267469-156267588	H3.1 K28	skipping	5
UBA6-DT:67720422-67721051_67701260-67701484_67728539-67728686	H3.1 K28	skipping	3
MAP4:47867246-47867338_47857430-47857512_47869213-47869327	H3.1 K28	skipping	4
FXYD6:117840319-117840368_117839576-117839830_117841147-117841184	H3.1 K28	skipping	4
FXYD6:117840237-117840368_117839780-117839830_117841147-117841184	H3.1 K28	skipping	4
FXYD6:117840344-117840368_117839780-117839830_117841147-117841184	H3.1 K28	skipping	3
FAM102A:127953805-127953925_127953574-127953604_127979991-127980989	H3.1 K28	skipping	3
FGFR2:121565637-121565704_121564324-121564579_121593708-121593967	H3.1 K28	skipping	3
CTNND2:10988111-10988242_10981772-10981846_10992550-10992677	H3.1 K28	skipping	6
PKNOX2:125410039-125411865_125397873-125398062_125429011-125429088	H3.1 K28	skipping	5
NAXD:110625190-110625278_110624233-110624279_110627438-110627547	H3.1 K28	skipping	5
NAXD:110625190-110625303_110624233-110624279_110627438-110627547	H3.1 K28	skipping	4
NEURL4:7327165-7327230_7326710-7327009_7327439-7327500	H3.1 K28	skipping	3
TUSC3:15757791-15757855_15748374-15748465_15758029-15758277	H3.1 K28	skipping	3
APH1A:150267716-150267789_150267355-150267478_150267956-150267991	H3.1 K28	skipping	4
SCAMP3:155260537-155260659_155260329-155260450_155262085-155262227	H3.1 K28	skipping	3
CAMTA2:4982089-4982227_4981677-4981831_4982756-4982892	H3.1 K28	skipping	3
MAN2C1:75362642-75362748_75362342-75362453_75364487-75364665	H3.1 K28	skipping	3
ABHD11:73736929-73737110_73736093-73736691_73737561-73737735	H3.1 K28	skipping	3
SMDT1:42081925-42082065_42079699-42079954_42083118-42083353	H3.1 K28	skipping	3
FHL3:37999257-37999432_37998717-37999148_38005356-38005514	H3.1 K28	skipping	3
ENSG00000268400:7630573-7630659_7629811-7629860_7630822-7630846	H3.1 K28	skipping	3
POLM:44076509-44076629_44073782-44074530_44078755-44078811	H3.1 K28	skipping	3
CDK4:57751500-57751659_57751206-57751342_57752174-57752276	H3.1 K28	skipping	4
CDK4:57751500-57751696_57751206-57751342_57752174-57752349	H3.1 K28	skipping	4
CDK4:57751500-57751736_57751206-57751342_57752174-57752295	H3.1 K28	skipping	4
CDK4:57751500-57751752_57751206-57751342_57752174-57752322	H3.1 K28	skipping	4
TMEM176A:150804362-150804472_150803619-150803832_150804826-150804936	H3.1 K28	skipping	3
HNRNPUL1:41305832-41305867_41303971-41304261_41306448-41307029	H3.1 K28	skipping	4
TPRA1:127575749-127575809_127575402-127575505_127575939-127576050	H3.1 K28	skipping	3
SCAMP3:155261657-155261734_155260329-155260450_155262085-155262360	H3.1 K28	skipping	4
SIGMAR1:34636374-34637089_34634753-34635858_34637219-34637420	H3.1 K28	skipping	3
NUTM2B-AS1:79808759-79808832_79806038-79806122_79814612-79814716	H3.1 K28	skipping	3
VANGL2:160416062-160416182_160415647-160415908_160419001-160419609	H3.1 K28	skipping	3
GALNT10:154329572-154329738_154297940-154298079_154376276-154376367	H3.1 K28	skipping	3
AKR1A1:45561789-45561878_45550825-45551155_45566568-45566688	H3.1 K28	skipping	3
LGALS1:37678376-37678654_37676998-37677065_37679602-37679802	H3.1 K28	skipping	6
LGALS1:37678483-37678654_37676855-37677065_37679602-37679640	H3.1 K28	skipping	4
STX16:58669291-58669453_58667986-58668127_58670511-58670603	H3.1 K28	skipping	4
STX16:58669302-58669453_58667986-58668127_58670511-58670603	H3.1 K28	skipping	4
UBE2V1:50096672-50096820_50083877-50084254_50113106-50113125	H3.1 K28	skipping	3
RPS5:58393359-58393487_58388136-58388245_58394496-58394595	H3.1 K28	skipping	5
MRPS33:141010419-141010617_141006168-141006535_141014910-141014966	H3.1 K28	skipping	3
COBL:51083058-51083228_51043382-51043692_51085165-51085304	H3.1 K28	skipping	5
RNF181:85596857-85596931_85596518-85596649_85597103-85597178	H3.1 K28	skipping	8
HNRNPH1:179615546-179615595_179614177-179614959_179616125-179616218	H3.1 K28	skipping	6
FGF1:142600702-142600805_142592177-142595484_142613958-142614161	H3.1 K28	skipping	3
DNALI1:37559327-37559496_37557602-37557748_37561556-37561735	H3.1 K28	skipping	6
HNRNPDL:82426463-82426633_82424624-82426129_82427189-82427304	H3.1 K28	skipping	6
TMEM175:947709-947892_932386-932540_950420-950518	H3.1 K28	skipping	6
TMEM175:947709-948154_932474-932540_950420-950491	H3.1 K28	skipping	3
EFCAB2:245002121-245002232_244969981-244970443_245017241-245017326	H3.1 K28	skipping	4
C1orf43:154213893-154213946_154212457-154212624_154214456-154214574	H3.1 K28	skipping	3
FLOT1:30741190-30741333_30740678-30740798_30741613-30741704	H3.1 K28	skipping	4
ADGRB2:31735183-31735281_31732971-31733143_31735579-31735665	H3.1 K28	skipping	4
VEZT:95256550-95256622_95251939-95252071_95257149-95257181	H3.1 K28	skipping	7
LRIG1:66410129-66410272_66407347-66407491_66412870-66413014	H3.1 K28	skipping	3
LRIG1:66451559-66451633_66417128-66417266_66462437-66462509	H3.1 K28	skipping	4
ASAH1:18083981-18084286_18075540-18075587_18084675-18084802	H3.1 K28	skipping	9
MAP4:47918719-47918841_47915950-47917174_47921764-47921878	H3.1 K28	skipping	6
HERC2P9:28655495-28655691_28655272-28655420_28655795-28656026	H3.1 K28	skipping	3
SNRPE:203862182-203862222_203861849-203861955_203863662-203863725	H3.1 K28	skipping	3
RBCK1:420871-421006_419557-419731_422126-422238	H3.1 K28	skipping	5
ABAT:8735699-8735809_8674616-8674711_8746000-8746025	H3.1 K28	skipping	4
APEH:49674489-49674621_49674350-49674413_49675693-49675787	H3.1 K28	skipping	4
METTL26:635518-635774_634736-634797_636093-636260	H3.1 K28	skipping	4
METTL26:635518-635774_635280-635340_636093-636260	H3.1 K28	skipping	7
METTL26:635612-635774_634718-634797_636093-636235	H3.1 K28	skipping	6
CROCC:16971465-16971647_16970635-16970767_16972359-16972964	H3.1 K28	skipping	4
FBXW4:101667886-101667980_101624744-101624810_101672914-101673047	H3.1 K28	skipping	4
RABEPK:125213370-125213522_125207563-125207721_125227909-125228059	H3.1 K28	skipping	4
PCBP2:53464760-53464852_53462480-53462567_53467220-53467285	H3.1 K28	skipping	5
SEMA4D:89418056-89418118_89405350-89405699_89455887-89455953	H3.1 K28	skipping	4
PKP4:158577271-158577383_158533179-158533316_158603069-158603104	H3.1 K28	skipping	4
ANAPC16:72223888-72224056_72216011-72216138_72230365-72230440	H3.1 K28	skipping	4
NTRK2:84669718-84669888_84669334-84669423_84670376-84670960	H3.1 K28	skipping	8
HDAC9:18629350-18629481_18593907-18594029_18634626-18634742	H3.1 K28	skipping	4
SEPTIN2:241325967-241326113_241324215-241324241_241335125-241335212	H3.1 K28	skipping	6
SEPTIN2:241325993-241326113_241324153-241324241_241335125-241335146	H3.1 K28	skipping	5
RBM6:49967470-49968748_49962575-49962685_49972058-49972148	H3.1 K28	skipping	9
PBRM1:52554724-52554879_52550746-52550817_52561766-52561968	H3.1 K28	skipping	4
DDR1:30884538-30884710_30880848-30881125_30888687-30888814	H3.1 K28	skipping	3
DDR1:30895404-30895514_30894505-30894671_30896620-30896865	H3.1 K28	skipping	6
TERF1:73030336-73030395_73026939-73027052_73032041-73032133	H3.1 K28	skipping	5
ASPH:61643945-61644001_61643385-61643433_61644599-61644632	H3.1 K28	skipping	5
NCK2:105881328-105882049_105855047-105855289_105892981-105894272	H3.1 K28	skipping	6
MAP2K2:4097279-4097343_4094452-4095449_4101018-4101047	H3.1 K28	skipping	5
SIGIRR:406843-406993_405871-406538_407061-407164	H3.1 K28	skipping	5
RPLP2:810234-810357_809966-810039_811596-811645	H3.1 K28	skipping	5
BTBD3:11919086-11919176_11917777-11918601_11919717-11919836	H3.1 K28	skipping	4
PSMD4:151262161-151262301_151254708-151254808_151263913-151264028	H3.1 K28	skipping	4
LDLRAD4:13643359-13643412_13620867-13621271_13645126-13645205	H3.1 K28	skipping	6
PUF60:143824313-143824396_143821817-143821913_143829279-143829299	H3.1 K28	skipping	7
USF2:35269803-35270003_35269445-35269699_35270446-35270517	H3.1 K28	skipping	8
RPL21:27255242-27255354_27253764-27253843_27256183-27256307	H3.1 K28	skipping	4
SRCIN1:38547759-38547881_38543822-38543969_38548556-38548701	H3.1 K28	skipping	3
ARHGEF40:21087320-21087463_21087000-21087105_21087967-21088098	H3.1 K28	skipping	3
TRAPPC6B:39154211-39154294_39151745-39151839_39158284-39158402	H3.1 K28	skipping	6
KTN1:55650569-55650637_55650327-55650418_55651889-55651927	H3.1 K28	skipping	4
COX16:70342658-70342729_70329173-70329236_70359518-70359683	H3.1 K28	skipping	4
RPL30:98044943-98045088_98042644-98042775_98045346-98045399	H3.1 K28	skipping	6
SLC25A23:6452312-6452479_6444150-6444301_6454322-6454405	H3.1 K28	skipping	4
MIR9-1HG:156407842-156407975_156404252-156404601_156429375-156429401	H3.1 K28	skipping	4
MIR9-1HG:156414654-156414753_156404255-156404601_156429375-156429399	H3.1 K28	skipping	6
LGALS9:27647270-27647432_27647029-27647118_27648835-27649541	H3.1 K28	skipping	5
GAA:80101811-80101890_80101593-80101625_80104554-80105132	H3.1 K28	skipping	5
MBP:76988495-76988527_76984727-76984894_76988876-76988912	H3.1 K28	skipping	8
PGPEP1:18357383-18357615_18355894-18356011_18363390-18363998	H3.1 K28	skipping	6
FBXO7:32479133-32479275_32475236-32475398_32483896-32484124	H3.1 K28	skipping	3
SP110:230216781-230216821_230214949-230215118_230219873-230219961	H3.1 K28	skipping	3
SP110:230216781-230216928_230214949-230215118_230219873-230219973	H3.1 K28	skipping	3
HUWE1:53562831-53562929_53562110-53562244_53563745-53563821	H3.1 K28	skipping	3
PIKFYVE:208276712-208276830_208273583-208273733_208285725-208285933	H3.1 K28	skipping	3
APBB2:41065576-41065673_41033235-41033304_41100638-41100750	H3.1 K28	skipping	4
SPEG:219451625-219451807_219450669-219451279_219461881-219462057	H3.1 K28	skipping	4
GABPB2:151103562-151103675_151097851-151098002_151107036-151107177	H3.1 K28	skipping	3
RGL1:183806375-183806485_183742125-183742289_183847565-183847774	H3.1 K28	skipping	5
NDST1:150548218-150548388_150545311-150545486_150549677-150549787	H3.1 K28	skipping	3
ATP7A:77962623-77962814_77910705-77910835_77971620-77971761	H3.1 K28	skipping	4
ENSG00000276087:24146748-24146835_24139369-24139450_24146929-24147086	H3.1 K28	skipping	4
THRAP3:36259382-36259484_36224442-36224505_36282532-36282700	H3.1 K28	skipping	3
LIX1L:145937604-145937699_145936907-145936985_145942712-145942853	H3.1 K28	skipping	4
TNC:115057153-115057425_115048259-115048532_115073602-115073866	H3.1 K28	skipping	6
TNC:115064647-115064919_115048259-115048532_115073602-115073866	H3.1 K28	skipping	4
PLCB2:40290025-40290082_40289065-40289358_40290576-40290672	H3.1 K28	skipping	3
HADHB:26269953-26269997_26263379-26263479_26273650-26273750	H3.1 K28	skipping	3
DCBLD1:117543124-117543211_117540917-117541025_117544527-117544577	H3.1 K28	skipping	3
ENSG00000283228:151971545-151971704_151883250-151883370_151973668-151973923	H3.1 K28	skipping	5
CYBRD1:171541585-171541793_171522347-171522738_171553345-171553500	H3.1 K28	skipping	3
RBM41:107113397-107113468_107088435-107088839_107115351-107115556	H3.1 K28	skipping	4
PPP2R3C:35095048-35095184_35091069-35091207_35096557-35096633	H3.1 K28	skipping	4
SCN1A:166077710-166077801_166073301-166073670_166127770-166128015	H3.1 K28	skipping	3
SCN1A:166077710-166077847_166073357-166073670_166127770-166128015	H3.1 K28	skipping	3
MYCBP2:77233156-77233263_77225434-77225554_77243058-77243160	H3.1 K28	skipping	3
DDHD1:53093316-53093444_53091784-53091932_53103682-53103856	H3.1 K28	skipping	3
BBIP1:110918121-110918213_110901537-110901612_110919120-110919157	H3.1 K28	skipping	6
DDAH2:31728865-31729221_31728645-31728745_31730050-31730263	H3.1 K28	skipping	4
KAT2B:20148403-20148487_20148242-20148306_20152331-20154404	H3.1 K28	skipping	5
DYRK2:67649797-67649945_67648744-67649182_67657105-67665406	H3.1 K28	skipping	3
LGMN:92706483-92706653_92703808-92704361_92709671-92709872	H3.1 K28	skipping	4
PPCDC:75028247-75028453_75023585-75023626_75043440-75043536	H3.1 K28	skipping	3
UBFD1:23566987-23567069_23562624-23562730_23570479-23570575	H3.1 K28	skipping	5
RNF130:179963471-179963564_179955066-179955669_179966805-179967010	H3.1 K28	skipping	4
C6orf52:10684849-10684923_10683186-10683232_10686965-10687164	H3.1 K28	skipping	3
SAP130:127977985-127978089_127954985-127955344_127986784-127986959	H3.1 K28	skipping	4
ABHD14B:51971460-51971698_51969083-51970184_51973964-51974021	H3.1 K28	skipping	5
ROBO3:124877267-124877309_124876825-124876932_124877518-124877658	H3.1 K28	skipping	3
PYCARD:31202147-31202203_31201485-31201841_31202416-31202760	H3.1 K28	skipping	3
SYP:49194166-49194361_49191992-49193463_49198967-49199033	H3.1 K28	skipping	3
EMID1:29225133-29225216_29215526-29215630_29226489-29226551	H3.1 K28	skipping	3
SNAP47:227747692-227748233_227734995-227735499_227758994-227759485	H3.1 K28	skipping	4
TMEM178A:39704081-39704194_39665916-39666374_39717009-39717275	H3.1 K28	skipping	3
CHD1L:147252623-147252735_147242676-147242830_147254869-147254976	H3.1 K28	skipping	5
CLDND1:98521653-98521718_98521132-98521437_98522848-98522922	H3.1 K28	skipping	3
PHF3:63680000-63680161_63635822-63636150_63684128-63684245	H3.1 K28	skipping	3
LRRC20:70323863-70324030_70298969-70301508_70340552-70340702	H3.1 K28	skipping	3
CHD8:21430801-21431643_21428963-21429335_21431810-21431858	H3.1 K28	skipping	4
CHD8:21430801-21431724_21428963-21429335_21431810-21431858	H3.1 K28	skipping	4
EGFL7:136669606-136669721_136668556-136668673_136669913-136670009	H3.1 K28	skipping	3
DMPK:45770971-45771060_45769708-45770640_45771567-45771665	H3.1 K28	skipping	3
MDM1:68316581-68316610_68316077-68316253_68321346-68321446	H3.1 K28	skipping	3
MROH1:144160970-144161089_144148015-144148076_144163770-144163848	H3.1 K28	skipping	4
CLPB:72402966-72403052_72380280-72380384_72430311-72430363	H3.1 K28	skipping	3
CD302:159783359-159783469_159780881-159780998_159798131-159798208	H3.1 K28	skipping	3
MGA:41668828-41669958_41660396-41660525_41696074-41697023	H3.1 K28	skipping	3
NLGN3:71153477-71153536_71147549-71148206_71155213-71155363	H3.1 K28	skipping	4
EPB41L1:36209488-36209898_36197858-36198041_36212271-36212376	H3.1 K28	skipping	4
AKT2:40265259-40265351_40256925-40257054_40285180-40285342	H3.1 K28	skipping	4
TNRC18:5361594-5361722_5359397-5359569_5361896-5362033	H3.1 K28	skipping	5
MRPS33:141010419-141010660_141002609-141006535_141014910-141014952	H3.1 K28	skipping	4
ANXA6:151110627-151110644_151109752-151109846_151117126-151117180	H3.1 K28	skipping	4
EDIL3:84229855-84229884_84180392-84180521_84254083-84254212	H3.1 K28	skipping	3
ACP1:272037-272065_271865-271939_272191-272305	H3.1 K28	skipping	8
PCDHGC3:141478394-141478546_141476000-141476146_141494806-141494865	H3.1 K28	skipping	5
PLD3:40365718-40365930_40365552-40365585_40366418-40366464	H3.1 K28	skipping	5
COL16A1:31679804-31679851_31679631-31679685_31680041-31680101	H3.1 K28	skipping	5
C1orf50:42767509-42767624_42767244-42767390_42773562-42773649	H3.1 K28	skipping	3
CLSTN1:9756481-9756510_9755113-9755309_9773271-9773394	H3.1 K28	skipping	6
LRP8:53257240-53257464_53255116-53255185_53258318-53258465	H3.1 K28	skipping	3
MAP4K4:101868029-101868037_101867211-101867309_101869621-101869797	H3.1 K28	skipping	7
RTN4:55025086-55027485_54987490-54987698_55028163-55028220	H3.1 K28	skipping	7
CLDND1:98521653-98521696_98521132-98521442_98522541-98522606	H3.1 K28	skipping	4
CLDND1:98521653-98521703_98521132-98521442_98522541-98522605	H3.1 K28	skipping	3
CLDND1:98521653-98521718_98521132-98521442_98522541-98522602	H3.1 K28	skipping	3
SF1:64765951-64766155_64764605-64765518_64766899-64767079	H3.1 K28	skipping	3
THAP9-AS1:82897989-82898062_82893008-82894847_82900076-82900223	H3.1 K28	skipping	4
NTRK2:84669680-84669888_84669289-84669423_84670376-84670531	H3.1 K28	skipping	4
GPM6A:175812191-175812249_175701574-175701767_176002308-176002332	H3.1 K28	skipping	3
YWHAZ:100951929-100952125_100948595-100948900_100952849-100952983	H3.1 K28	skipping	3
YWHAZ:100951929-100952308_100948613-100948900_100952849-100952883	H3.1 K28	skipping	4
PLEC:143922504-143925884_143915152-143922395_143926783-143926882	H3.1 K28	skipping	5
SEC31A:82861631-82861708_82857688-82857764_82862533-82862572	H3.1 K28	skipping	4
MSI1:120351344-120351400_120347445-120347514_120353298-120353379	H3.1 K28	skipping	3
SLC25A23:6452312-6452479_6444150-6444301_6453980-6454009	H3.1 K28	skipping	5
KIF1B:10326111-10326359_10324757-10324895_10334519-10334638	H3.1 K28	skipping	8
BRD7:50326284-50326391_50325747-50325883_50328668-50328744	H3.1 K28	skipping	4
ALDOA:30065876-30065927_30064423-30064505_30067233-30067366	H3.1 K28	skipping	4
P3H4:41803287-41803431_41801946-41802979_41806795-41806848	H3.1 K28	skipping	3
RPS10-NUDT3:34293451-34293535_34284886-34288931_34295640-34295685	H3.1 K28	skipping	3
ARRDC3:91376621-91376768_91375510-91375613_91378693-91378775	H3.1 K28	skipping	3
IFFO2:18918362-18918502_18916902-18917042_18919677-18919773	H3.1 K28	skipping	3
SMAP1:70791689-70791769_70772928-70773425_70798656-70798737	H3.1 K28	skipping	5
OSBPL3:24849069-24849176_24842278-24842413_24852503-24852634	H3.1 K28	skipping	3
RPS6KC1:213176400-213176492_213167857-213167973_213230496-213230544	H3.1 K28	skipping	4
ZNF484:92875015-92875059_92856191-92856318_92877889-92878038	H3.1 K28	skipping	4
NRXN2:64622753-64623078_64620293-64620372_64630401-64630573	H3.1 K28	skipping	3
CFLAR:201129729-201130146_201116163-201116481_201133028-201133102	H3.1 K28	skipping	4
PPIP5K2:103187314-103187376_103186319-103186439_103190841-103190982	H3.1 K28	skipping	3
WDR54:74422120-74422375_74421758-74421816_74422869-74422932	H3.1 K28	skipping	3
TTC7A:47021862-47021979_47011330-47011435_47023407-47023465	H3.1 K28	skipping	3
TSPO:43159210-43159420_43151558-43151604_43161051-43161190	H3.1 K28	skipping	4
SP2-DT:47893900-47893958_47891218-47891581_47895702-47895837	H3.1 K28	skipping	3
EBLN3P:37080342-37080536_37079858-37080030_37086667-37087995	H3.1 K28	skipping	4
EBLN3P:37080342-37080536_37079873-37080034_37086667-37087995	H3.1 K28	skipping	3
FLNA:154357251-154357274_154354824-154355072_154357433-154357623	H3.1 K28	skipping	6
TRO:54930741-54931031_54928602-54928710_54931203-54931429	H3.1 K28	skipping	5
DMD:31126642-31126673_31119221-31121930_31134101-31134194	H3.1 K28	skipping	7
SGSM3:40401593-40401675_40400695-40400813_40402138-40402205	H3.1 K28	skipping	4
EIF3L:37855565-37855644_37851279-37851490_37858678-37858740	H3.1 K28	skipping	3
SEC14L2:30415759-30415865_30410595-30410679_30416233-30416403	H3.1 K28	skipping	5
UFD1:19475470-19475602_19471686-19471808_19479082-19479172	H3.1 K28	skipping	4
PRMT2:46636439-46636547_46635673-46635763_46636895-46636990	H3.1 K28	skipping	5
VPS26C:37233362-37233442_37232376-37232451_37238459-37238609	H3.1 K28	skipping	4
ITSN1:33826818-33826863_33819240-33819323_33829623-33829686	H3.1 K28	skipping	3
PLEKHA4:48839205-48839263_48838016-48838129_48841148-48841310	H3.1 K28	skipping	3
SAE1:47197233-47197377_47169817-47169923_47203670-47203740	H3.1 K28	skipping	5
SAMD4B:39354006-39354066_39342420-39342576_39356688-39357089	H3.1 K28	skipping	3
ITPK1:93076595-93076619_93016675-93016801_93115068-93115184	H3.1 K28	skipping	3
RBM39:35729462-35729527_35729311-35729365_35731940-35732135	H3.1 K28	skipping	6
RBM39:35729462-35729551_35729311-35729365_35731940-35732135	H3.1 K28	skipping	8
WIZ:15428110-15428508_15426981-15427533_15429585-15430089	H3.1 K28	skipping	5
CDCA7L:21911617-21911751_21908366-21908507_21916753-21916894	H3.1 K28	skipping	5
CDCA7L:21911617-21911754_21908129-21908507_21916753-21916894	H3.1 K28	skipping	5
RNASET2:166934091-166934136_166931043-166931118_166938894-166939008	H3.1 K28	skipping	3
CD4:6800072-6800187_6789488-6789662_6814141-6814300	H3.1 K28	skipping	5
CD46:207767779-207767823_207767012-207767195_207770320-207770362	H3.1 K28	skipping	3
PTPRD:8437198-8437239_8436591-8436689_8449724-8449837	H3.1 K28	skipping	3
ZFAND3:37929959-37929999_37819726-37820016_38061592-38061775	H3.1 K28	skipping	5
CSNK1A1:149517794-149517877_149513069-149513209_149520289-149520388	H3.1 K28	skipping	3
BRD8:138159555-138159599_138156881-138157267_138160068-138160129	H3.1 K28	skipping	6
NONO:71284397-71284453_71283589-71283721_71290628-71290791	H3.1 K28	skipping	5
SEMA6A:116472885-116472935_116467582-116467747_116473072-116473093	H3.1 K28	skipping	5
RAN:130872584-130872629_130872065-130872126_130872835-130872920	H3.1 K28	skipping	5
RNPS1:2264573-2264760_2264175-2264331_2268054-2268091	H3.1 K28	skipping	6
QKI:163455279-163455421_163413999-163415335_163478779-163478802	H3.1 K28	skipping	6
MTURN:30146177-30146299_30134985-30135298_30157437-30162760	H3.1 K28	skipping	6
MOK:102231707-102231821_102229213-102229657_102232534-102232671	H3.1 K28	skipping	3
PHACTR3:59767186-59767395_59755181-59755364_59773278-59773453	H3.1 K28	skipping	4
CTNND1:57814311-57814373_57811398-57811486_57815393-57815500	H3.1 K28	skipping	4
BCAN:156656282-156656389_156652247-156652892_156657674-156657757	H3.1 K28	skipping	3
PSMB3:38760431-38760608_38755882-38755990_38762410-38762505	H3.1 K28	skipping	7
PSMB3:38760508-38760608_38755882-38755990_38762410-38762505	H3.1 K28	skipping	5
MTMR3:30022029-30022139_30019479-30020884_30022608-30022697	H3.1 K28	skipping	4
DOLPP1:129086139-129086267_129085517-129085616_129086708-129086798	H3.1 K28	skipping	6
ADGRG1:57641591-57641708_57628605-57628802_57650252-57650306	H3.1 K28	skipping	3
IFI27:94111625-94111773_94110735-94110797_94114850-94114880	H3.1 K28	skipping	6
IFI27:94111659-94111773_94110677-94110797_94114850-94114880	H3.1 K28	skipping	6
FAU:65120981-65121036_65120629-65120806_65121499-65121539	H3.1 K28	skipping	3
PILRB:100353895-100354012_100353209-100353270_100355142-100355240	H3.1 K28	skipping	6
GABBR1:29609229-29609379_29608600-29608733_29610923-29611001	H3.1 K28	skipping	8
PPIL3:200882342-200882382_200881420-200881488_200885697-200885772	H3.1 K28	skipping	6
TRIM26:30201035-30201138_30198665-30199153_30213304-30213427	H3.1 K28	skipping	6
GUK1:228148371-228148456_228147465-228147699_228148664-228148691	H3.1 K28	skipping	6
GUK1:228148371-228148539_228147620-228147699_228148664-228148808	H3.1 K28	skipping	7
POLR3GL:145977084-145977152_145975306-145975436_145977482-145977539	H3.1 K28	skipping	5
PTP4A2:31915895-31915987_31911695-31911826_31918969-31919109	H3.1 K28	skipping	5
RNPEP:201989383-201989531_201988903-201989044_201996146-201996263	H3.1 K28	skipping	4
PRRX1:170730277-170730348_170726219-170726401_170736047-170736233	H3.1 K28	skipping	4
HNRNPUL2:62715864-62715937_62715499-62715607_62716988-62717189	H3.1 K28	skipping	5
FLOT1:30741190-30741333_30740678-30740798_30742146-30742307	H3.1 K28	skipping	5
FLOT1:30741190-30741704_30740678-30740798_30742146-30742203	H3.1 K28	skipping	5
RBM5:50110379-50110463_50109602-50109688_50110678-50110770	H3.1 K28	skipping	5
ATP5MF:99459147-99459263_99458189-99458355_99460085-99460193	H3.1 K28	skipping	4
CSDE1:114749817-114750207_114739691-114739890_114757924-114758003	H3.1 K28	skipping	4
NFASC:204962108-204962158_204957655-204957826_204968248-204968360	H3.1 K28	skipping	8
MRPS18B:30622832-30622898_30619492-30619989_30624882-30624942	H3.1 K28	skipping	5
ADAM15:155061415-155061489_155060762-155060832_155062244-155062369	H3.1 K28	skipping	3
ADAM15:155061418-155061489_155060762-155060832_155062244-155062369	H3.1 K28	skipping	3
TPM3:154171413-154171488_154170648-154170711_154172907-154172978	H3.1 K28	skipping	3
NAV1:201790554-201790577_201789739-201789792_201790688-201790766	H3.1 K28	skipping	6
CHID1:893427-893519_884067-884169_899339-899401	H3.1 K28	skipping	6
DENND5A:9143403-9143485_9142721-9142845_9144096-9144278	H3.1 K28	skipping	4
IDI1:1043999-1044171_1043300-1043393_1048863-1049119	H3.1 K28	skipping	4
RNF146:127286050-127286177_127280230-127280340_127286615-127286643	H3.1 K28	skipping	5
FYN:111846589-111846629_111780565-111780635_111872967-111873037	H3.1 K28	skipping	5
RTN3:63756112-63756170_63753661-63753708_63758155-63758421	H3.1 K28	skipping	6
TRMU:46355990-46356072_46353516-46355588_46356841-46356979	H3.1 K28	skipping	5
PIGQ:582248-582309_580182-580972_582882-582893	H3.1 K28	skipping	4
BABAM1:17271597-17271655_17268684-17269091_17273903-17273980	H3.1 K28	skipping	3
BEND5:48742623-48742771_48736238-48736452_48758899-48759284	H3.1 K28	skipping	4
MAP4:47977865-47977933_47928227-47928350_47998637-47998879	H3.1 K28	skipping	7
